Method,LOC,CC,PC
Alerter:Alerter,6,1,7
Alerter:Remove,4,1,0
Alerter:Game_OnGameUpdate,7,2,1
AntiGapcloser:AntiGapcloser,9,1,0
AntiGapcloser:Initialize,4,1,0
AntiGapcloser:Shutdown,4,1,0
AntiGapcloser:Game_OnGameUpdate,10,3,1
AntiGapcloser:Obj_AI_Base_OnProcessSpellCast,13,2,2
AntiGapcloser:SpellIsGapcloser,3,1,1
AutoLevel:AutoLevel,4,1,1
AutoLevel:AutoLevel,4,1,1
AutoLevel:Disable,3,1,0
AutoLevel:Enable,3,1,0
AutoLevel:Enabled,3,1,1
AutoLevel:GetSequence,3,1,0
AutoLevel:GetSequenceList,3,1,0
AutoLevel:UpdateSequence,7,2,1
AutoLevel:UpdateSequence,5,1,1
AutoLevel:Game_OnGameUpdate,9,2,1
AutoLevel:GetTotalPoints,8,1,0
AutoLevel:Init,8,2,0
BetterWebClient:BetterWebClient,4,1,2
BetterWebClient:GetHeaderValue,10,3,1
BetterWebClient:GetWebRequest,10,2,1
Config:Config,6,1,0
CustomizableAntiGapcloser:CustomizableAntiGapcloser,437,1,0
CustomizableAntiGapcloser:AddToMenu,7,2,1
CustomizableAntiGapcloser:Game_OnGameUpdate,10,3,1
CustomizableAntiGapcloser:Obj_AI_Base_OnProcessSpellCast,14,2,2
CustomizableAntiGapcloser:SpellIsCGapcloser,3,1,1
Damage:Damage,7133,1,0
Damage:CalcDamage,15,9,4
Damage:GetAutoAttackDamage,69,16,3
Damage:GetComboDamage,3,1,3
Damage:GetComboDamage,3,1,3
Damage:GetDamageSpell,15,3,3
Damage:GetDamageSpell,13,3,4
Damage:GetItemDamage,24,10,3
Damage:GetSpellDamage,4,1,3
Damage:GetSpellDamage,4,1,4
Damage:GetSummonerSpellDamage,38,6,3
Damage:IsKillable,3,1,3
Damage:CalcMagicDamage,14,3,3
Damage:CalcMixedDamage,3,1,7
Damage:CalcPhysicalDamage,40,8,3
Damage:DamageReductionMod,122,20,4
Damage:GetCritMultiplier,4,1,2
Damage:PassiveFlatMod,22,5,2
Damage:PassivePercentMod,79,8,3
Dash:Dash,3,1,0
Dash:GetDashInfo,3,1,1
Dash:Initialize,3,1,0
Dash:IsDashing,6,2,1
Dash:Shutdown,3,1,0
Dash:ObjAiHeroOnOnNewPath,24,4,2
FakeClicks:Initialize,3,1,0
FakeClicks:Shutdown,10,1,0
FakeClicks:AfterAttack,7,2,2
