Implementation smell,Namespace,Class,File,Method,Description
Long Method,Rtsp,RtspListener,C:\repos\ngraziano_SharpRTSP\RTSP\RTSPListener.cs,ReadOneMessage,The method has 105 lines of code.
Long Method,Rtsp.Sdp,SdpFile,C:\repos\ngraziano_SharpRTSP\RTSP\Sdp\SdpFile.cs,Read,The method has 102 lines of code.
Complex Method,Rtsp,RtspListener,C:\repos\ngraziano_SharpRTSP\RTSP\RTSPListener.cs,ReadOneMessage,Cyclomatic complexity of the method is 8
Complex Method,Rtsp.Messages,RtspTransport,C:\repos\ngraziano_SharpRTSP\RTSP\Messages\RTSPTransport.cs,ToString,Cyclomatic complexity of the method is 13
Complex Method,Rtsp.Sdp,SdpFile,C:\repos\ngraziano_SharpRTSP\RTSP\Sdp\SdpFile.cs,Read,Cyclomatic complexity of the method is 16
Long Statement,Rtsp.Messages,RtspRequestOptions,C:\repos\ngraziano_SharpRTSP\RTSP\Messages\RTSPRequestOptions.cs,CreateResponse,The length of the statement  "            response.Headers.Add(RtspHeaderNames.Public' "OPTIONS'DESCRIBE'ANNOUNCE'SETUP'PLAY'PAUSE'TEARDOWN'GET_PARAMETER'SET_PARAMETER'REDIRECT"); " is 137.
Long Statement,Rtsp.Sdp,Connection,C:\repos\ngraziano_SharpRTSP\RTSP\Sdp\Connection.cs,Parse,The length of the statement  "                    throw new NotSupportedException(string.Format(CultureInfo.InvariantCulture' "Address type {0} not suported"' parts[1])); " is 120.
Long Statement,Rtsp.Sdp,H264Parameters,C:\repos\ngraziano_SharpRTSP\RTSP\Sdp\H264Parameter.cs,ToString,The length of the statement  "            return parameters.Select(p => p.Key + (p.Value != null ? "=" + p.Value : string.Empty)).Aggregate((x' y) => x + ";" + y); " is 121.
Magic Number,Rtsp,RtspListener,C:\repos\ngraziano_SharpRTSP\RTSP\RTSPListener.cs,ReadOneMessage,The following statement contains a magic number: List<byte> buffer = new List<byte>(256);
Magic Number,Rtsp,RtspListener,C:\repos\ngraziano_SharpRTSP\RTSP\RTSPListener.cs,ReadOneMessage,The following statement contains a magic number: while (currentReadingState != ReadingState.End)              {                    // if the system is not reading binary data.                  if (currentReadingState != ReadingState.Data && currentReadingState != ReadingState.MoreInterleavedData)                  {                      oneLine = String.Empty;                      bool needMoreChar = true;                      // I do not know to make readline blocking                      while (needMoreChar)                      {                          int currentByte = commandStream.ReadByte();                            switch (currentByte)                          {                              case -1:                                  // the read is blocking' so if we got -1 it is because the client close;                                  currentReadingState = ReadingState.End;                                  needMoreChar = false;                                  break;                              case '\n':                                  oneLine = ASCIIEncoding.UTF8.GetString(buffer.ToArray());                                  buffer.Clear();                                  needMoreChar = false;                                  break;                              case '\r':                                  // simply ignore this                                  break;                              case '$': // if first caracter of packet is $ it is an interleaved data packet                                  if (currentReadingState == ReadingState.NewCommand && buffer.Count == 0)                                  {                                      currentReadingState = ReadingState.InterleavedData;                                      needMoreChar = false;                                  }                                  else                                      goto default;                                  break;                              default:                                  buffer.Add((byte)currentByte);                                  break;                          }                      }                  }                    switch (currentReadingState)                  {                      case ReadingState.NewCommand:                          currentMessage = RtspMessage.GetRtspMessage(oneLine);                          currentReadingState = ReadingState.Headers;                          break;                      case ReadingState.Headers:                          string line = oneLine;                          if (string.IsNullOrEmpty(line))                          {                              currentReadingState = ReadingState.Data;                              ((RtspMessage)currentMessage).InitialiseDataFromContentLength();                          }                          else                          {                              ((RtspMessage)currentMessage).AddHeader(line);                          }                          break;                      case ReadingState.Data:                          if (currentMessage.Data.Length > 0)                          {                              // Read the remaning data                              byteReaden += commandStream.Read(currentMessage.Data' byteReaden'                                  currentMessage.Data.Length - byteReaden);                              _logger.Debug(CultureInfo.InvariantCulture' "Readen {0} byte of data"' byteReaden);                          }                          // if we haven't read all go there again else go to end.                           if (byteReaden >= currentMessage.Data.Length)                              currentReadingState = ReadingState.End;                          break;                      case ReadingState.InterleavedData:                          currentMessage = new RtspData();                          ((RtspData)currentMessage).Channel = commandStream.ReadByte();                          size = (commandStream.ReadByte() << 8) + commandStream.ReadByte();                          currentMessage.Data = new byte[size];                          currentReadingState = ReadingState.MoreInterleavedData;                          break;                      case ReadingState.MoreInterleavedData:                          // apparently non blocking                          byteReaden += commandStream.Read(currentMessage.Data' byteReaden' size - byteReaden);                          if (byteReaden < size)                              currentReadingState = ReadingState.MoreInterleavedData;                          else                              currentReadingState = ReadingState.End;                          break;                      default:                          break;                  }              }
