Implementation smell,Namespace,Class,File,Method,Description
Long Method,CSPspEmu.Core.Gpu,TextureCache<TGpuImpl;TTexture>,C:\repos\soywiz_cspspemu\Core\CSPspEmu.Core.Gpu\TextureCache.cs,Get,The method has 216 lines of code.
Long Method,CSPspEmu.Core.Gpu.Impl.Opengl,OpenglGpuImpl,C:\repos\soywiz_cspspemu\Core\CSPspEmu.Core.Gpu\Impl\Opengl\OpenglGpuImpl.cs,Prim,The method has 157 lines of code.
Complex Method,CSPspEmu.Core.Gpu,GpuDisplayList,C:\repos\soywiz_cspspemu\Core\CSPspEmu.Core.Gpu\GpuDisplayList.cs,GenerateSwitch,Cyclomatic complexity of the method is 8
Complex Method,CSPspEmu.Core.Gpu,TextureCache<TGpuImpl;TTexture>,C:\repos\soywiz_cspspemu\Core\CSPspEmu.Core.Gpu\TextureCache.cs,Get,Cyclomatic complexity of the method is 9
Complex Method,CSPspEmu.Core.Gpu.Run,GpuDisplayListRunner,C:\repos\soywiz_cspspemu\Core\CSPspEmu.Core.Gpu\Run\GpuDisplayListRunner.cs,DrawBezier,Cyclomatic complexity of the method is 9
Long Parameter List,CSPspEmu.Core.Gpu.Formats,PspWavefrontObjWriter,C:\repos\soywiz_cspspemu\Core\CSPspEmu.Core.Gpu\Formats\PspWavefrontObjWriter.cs,StartPrimitive,The method has 5 parameters. Parameters: gpuState' primitiveType' vertexAddress' vertexCount' vertexType
Long Parameter List,CSPspEmu.Core.Gpu,GpuImpl,C:\repos\soywiz_cspspemu\Core\CSPspEmu.Core.Gpu\GpuImpl.cs,DrawCurvedSurface,The method has 5 parameters. Parameters: GlobalGpuState' GpuStateStruct' Patch' UCount' VCount
Long Parameter List,CSPspEmu.Core.Gpu,IGpuConnector,C:\repos\soywiz_cspspemu\Core\CSPspEmu.Core.Gpu\IGpuConnector.cs,Signal,The method has 5 parameters. Parameters: PC' PspGeCallbackData' Signal' Behavior' ExecuteNow
Long Parameter List,CSPspEmu.Core.Gpu.Impl.Opengl,OpenglGpuImpl,C:\repos\soywiz_cspspemu\Core\CSPspEmu.Core.Gpu\Impl\Opengl\OpenglGpuImpl.cs,_CapturePrimitive,The method has 5 parameters. Parameters: primitiveType' vertexAddress' vetexCount' vertexType' action
Long Identifier,CSPspEmu.Core.Gpu,GpuConfig,C:\repos\soywiz_cspspemu\Core\CSPspEmu.Core.Gpu\GpuConfig.cs,,The length of the parameter NoticeUnimplementedGpuCommands is 30.
Long Identifier,CSPspEmu.Core.Gpu.Impl.Opengl.Modules,DrawBufferValue,C:\repos\soywiz_cspspemu\Core\CSPspEmu.Core.Gpu\Impl\Opengl\Modules\RenderbufferManager.cs,,The length of the parameter _mustUpdateRenderTargetScaleViewport is 36.
Long Statement,CSPspEmu.Core.Gpu,TextureCache<TGpuImpl;TTexture>,C:\repos\soywiz_cspspemu\Core\CSPspEmu.Core.Gpu\TextureCache.cs,Get,The length of the statement  "					Console.Error.WriteLine("UPDATE_TEXTURE(TEX={0}'CLUT={1}:{2}:{3}:{4}:0x{5:X}'SIZE={6}x{7}'{8}'Swizzled={9})"' TextureFormat' ClutFormat' ClutCount' ClutStart' ClutShift' ClutMask' BufferWidth' Height' BufferWidth' Swizzled); " is 224.
