Implementation smell,Namespace,Class,File,Method,Description
Complex Method,BattleField,BattleFieldGame,C:\repos\TelerikAcademy_High-Quality-Code\Teamwork\Battle-Field\Battle-Field-1\BattleFieldGame.cs,Main,Cyclomatic complexity of the method is 8
Complex Method,BattleField,Methods,C:\repos\TelerikAcademy_High-Quality-Code\Teamwork\Battle-Field\Battle-Field-1\Methods.cs,HitFour,Cyclomatic complexity of the method is 10
Long Parameter List,BattleField,Methods,C:\repos\TelerikAcademy_High-Quality-Code\Teamwork\Battle-Field\Battle-Field-1\Methods.cs,vremeEIgrachaDaDeistva,The method has 5 parameters. Parameters: n' rows' cols' workField' countPlayed
Long Parameter List,BattleField,Methods,C:\repos\TelerikAcademy_High-Quality-Code\Teamwork\Battle-Field\Battle-Field-1\Methods.cs,HitOne,The method has 5 parameters. Parameters: x' y' rows' cols' workField
Long Parameter List,BattleField,Methods,C:\repos\TelerikAcademy_High-Quality-Code\Teamwork\Battle-Field\Battle-Field-1\Methods.cs,PrasniDvama,The method has 5 parameters. Parameters: x' y' rows' cols' workField
Long Parameter List,BattleField,Methods,C:\repos\TelerikAcademy_High-Quality-Code\Teamwork\Battle-Field\Battle-Field-1\Methods.cs,HitThree,The method has 5 parameters. Parameters: x' y' rows' cols' workField
Long Parameter List,BattleField,Methods,C:\repos\TelerikAcademy_High-Quality-Code\Teamwork\Battle-Field\Battle-Field-1\Methods.cs,HitFour,The method has 5 parameters. Parameters: x' y' rows' cols' workField
Long Parameter List,BattleField,Methods,C:\repos\TelerikAcademy_High-Quality-Code\Teamwork\Battle-Field\Battle-Field-1\Methods.cs,HitFive,The method has 5 parameters. Parameters: x' y' rows' cols' poleZaRabota
Complex Conditional,BattleField,Methods,C:\repos\TelerikAcademy_High-Quality-Code\Teamwork\Battle-Field\Battle-Field-1\Methods.cs,vremeEIgrachaDaDeistva,The conditional expression  "(x < 0 || x > (n - 1)) && (y < 0 || y > (n - 1))"  is complex.
Complex Conditional,BattleField,Methods,C:\repos\TelerikAcademy_High-Quality-Code\Teamwork\Battle-Field\Battle-Field-1\Methods.cs,vremeEIgrachaDaDeistva,The conditional expression  "(x < 0 || x > (n - 1)) && (y < 0 || y > (n - 1))"  is complex.
Complex Conditional,BattleField,Methods,C:\repos\TelerikAcademy_High-Quality-Code\Teamwork\Battle-Field\Battle-Field-1\Methods.cs,Krai,The conditional expression  "Полето[i' j] == "1" || Полето[i' j] == "2" || Полето[i' j] == "3" || Полето[i' j] == "4" || Полето[i' j] == "5""  is complex.
Magic Number,BattleField,BattleFieldGame,C:\repos\TelerikAcademy_High-Quality-Code\Teamwork\Battle-Field\Battle-Field-1\BattleFieldGame.cs,Main,The following statement contains a magic number: while (n < 1 || n > 10)              {                    Console.WriteLine("Enter a number between 1 and 10!");                  n = Convert.ToInt32(Console.ReadLine());                }
Magic Number,BattleField,BattleFieldGame,C:\repos\TelerikAcademy_High-Quality-Code\Teamwork\Battle-Field\Battle-Field-1\BattleFieldGame.cs,Main,The following statement contains a magic number: int rows = n + 2;
Magic Number,BattleField,BattleFieldGame,C:\repos\TelerikAcademy_High-Quality-Code\Teamwork\Battle-Field\Battle-Field-1\BattleFieldGame.cs,Main,The following statement contains a magic number: int cols = n*2 + 2;
Magic Number,BattleField,BattleFieldGame,C:\repos\TelerikAcademy_High-Quality-Code\Teamwork\Battle-Field\Battle-Field-1\BattleFieldGame.cs,Main,The following statement contains a magic number: int cols = n*2 + 2;
