Implementation smell,Namespace,Class,File,Method,Description
Long Statement,SFT.Features.SitePages,AboutUsPageFeature,C:\repos\leebrandt_Presentations\BDD From The Trenches\DemoCode\SpecFlowTest\features\SitePages\AboutUsPage.feature.cs,FeatureSetup,The length of the statement  "	TechTalk.SpecFlow.FeatureInfo featureInfo = new TechTalk.SpecFlow.FeatureInfo (new System.Globalization.CultureInfo ("en-US")' "About Us Page"' "In order to find out more about NAHP\nAs a curious web user\nI want to view an Abou" + "t Us page"' GenerationTargetLanguage.CSharp' ((string[])(null))); " is 298.
Long Statement,SFT.Features.SitePages,AboutUsPageFeature,C:\repos\leebrandt_Presentations\BDD From The Trenches\DemoCode\SpecFlowTest\features\SitePages\AboutUsPage.feature.cs,NavigateToTheAboutUsPage,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("Navigate to the About Us page"' ((string[])(null))); " is 135.
Long Statement,SFT.Features.SitePages,HomePageLoadsFeature,C:\repos\leebrandt_Presentations\BDD From The Trenches\DemoCode\SpecFlowTest\features\SitePages\HomePage.feature.cs,FeatureSetup,The length of the statement  "	TechTalk.SpecFlow.FeatureInfo featureInfo = new TechTalk.SpecFlow.FeatureInfo (new System.Globalization.CultureInfo ("en-US")' "Home Page Loads"' "In order to use the website\nAs an anonymous web user\nI want to be able to load th" + "e home page"' GenerationTargetLanguage.CSharp' ((string[])(null))); " is 302.
Long Statement,SFT.Features.SitePages,HomePageLoadsFeature,C:\repos\leebrandt_Presentations\BDD From The Trenches\DemoCode\SpecFlowTest\features\SitePages\HomePage.feature.cs,NavigatingToTheHomePage,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("Navigating to the home page"' ((string[])(null))); " is 133.
Long Statement,SFT.Features.SitePages,UserLogsInFeature,C:\repos\leebrandt_Presentations\BDD From The Trenches\DemoCode\SpecFlowTest\features\SitePages\Login.feature.cs,FeatureSetup,The length of the statement  "	TechTalk.SpecFlow.FeatureInfo featureInfo = new TechTalk.SpecFlow.FeatureInfo (new System.Globalization.CultureInfo ("en-US")' "User logs in"' "In order to be recognized by the website\nAs a registered user\nI want to be able t" + "o log in"' GenerationTargetLanguage.CSharp' ((string[])(null))); " is 296.
Long Statement,SFT.Features.SitePages,UserLogsInFeature,C:\repos\leebrandt_Presentations\BDD From The Trenches\DemoCode\SpecFlowTest\features\SitePages\Login.feature.cs,LoadLoginPage,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("Load login page"' ((string[])(null))); " is 121.
Long Statement,SFT.Features.SitePages,UserLogsInFeature,C:\repos\leebrandt_Presentations\BDD From The Trenches\DemoCode\SpecFlowTest\features\SitePages\Login.feature.cs,LoginWithValidCredentials,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("Login with valid credentials"' new string[] { " is 128.
Long Statement,SFT.Features.SitePages,UserLogsInFeature,C:\repos\leebrandt_Presentations\BDD From The Trenches\DemoCode\SpecFlowTest\features\SitePages\Login.feature.cs,LoginWithInvalidPassword,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("Login with invalid password"' new string[] { " is 127.
Long Statement,SFT.Features.SitePages,UserLogsInFeature,C:\repos\leebrandt_Presentations\BDD From The Trenches\DemoCode\SpecFlowTest\features\SitePages\Login.feature.cs,LoginWithInvalidUsername,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("Login with invalid username"' new string[] { " is 127.
Long Statement,SFT.Features.Steps,StepHelpers,C:\repos\leebrandt_Presentations\BDD From The Trenches\DemoCode\SpecFlowTest\features\Steps\StepHelpers.cs,ResetDatabase,The length of the statement  "	A.CallTo (() => cfgService.ConnectionString).Returns ("data source=.;initial catalog=testdb;user id=db-user;password=db-pass;"); " is 128.
Long Statement,SFT.Features.Steps,NavigationSteps,C:\repos\leebrandt_Presentations\BDD From The Trenches\DemoCode\SpecFlowTest\features\Steps\NavigationSteps.cs,ThenThePageShouldBeDisplayed,The length of the statement  "	Assert.That (WebBrowser.Current.Title.EndsWith (pageTitle)' "Expected page title to end with {0}' but was {1}"' pageTitle' WebBrowser.Current.Title); " is 149.
Long Statement,SFT.Features.Steps,NavigationSteps,C:\repos\leebrandt_Presentations\BDD From The Trenches\DemoCode\SpecFlowTest\features\Steps\NavigationSteps.cs,ThenIShouldSeeMessageOnThePage,The length of the statement  "	Assert.That (WebBrowser.Current.Text.Contains (message)' "Expected to find the text '{0}' somewhere on the page' but did not."' message); " is 137.
Long Statement,SFT.Features.Steps,NavigationSteps,C:\repos\leebrandt_Presentations\BDD From The Trenches\DemoCode\SpecFlowTest\features\Steps\NavigationSteps.cs,ThenTheLinkShouldBeVisible,The length of the statement  "	Assert.That (WebBrowser.Current.Link (Find.ByText (linkText)).Exists' "Expected to find a link with the text '{0}' somewhere on the page' but did not."' linkText); " is 163.
