Implementation smell,Namespace,Class,File,Method,Description
Long Statement,TreeBillboardDemo,TreeBillboardDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\TreeBillboardDemo\Program.cs,DrawScene,The length of the statement  "            ImmediateContext.ClearDepthStencilView(DepthStencilView' DepthStencilClearFlags.Depth | DepthStencilClearFlags.Stencil' 1.0f' 0); " is 129.
Long Statement,TreeBillboardDemo,TreeBillboardDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\TreeBillboardDemo\Program.cs,BuildLandGeometryBuffers,The length of the statement  "            var vbd = new BufferDescription(Basic32.Stride * vertices.Count' ResourceUsage.Immutable' BindFlags.VertexBuffer' CpuAccessFlags.None' ResourceOptionFlags.None' 0); " is 164.
Long Statement,TreeBillboardDemo,TreeBillboardDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\TreeBillboardDemo\Program.cs,BuildLandGeometryBuffers,The length of the statement  "            var ibd = new BufferDescription(sizeof(int) * grid.Indices.Count' ResourceUsage.Immutable' BindFlags.IndexBuffer' CpuAccessFlags.None' ResourceOptionFlags.None' 0); " is 164.
Long Statement,TreeBillboardDemo,TreeBillboardDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\TreeBillboardDemo\Program.cs,BuildWaveGeometryBuffers,The length of the statement  "            var vbd = new BufferDescription(Basic32.Stride * _waves.VertexCount' ResourceUsage.Dynamic' BindFlags.VertexBuffer' CpuAccessFlags.Write' ResourceOptionFlags.None' 0); " is 167.
Long Statement,TreeBillboardDemo,TreeBillboardDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\TreeBillboardDemo\Program.cs,BuildWaveGeometryBuffers,The length of the statement  "            var ibd = new BufferDescription(sizeof(int) * indices.Count' ResourceUsage.Immutable' BindFlags.IndexBuffer' CpuAccessFlags.None' ResourceOptionFlags.None' 0); " is 159.
Long Statement,TreeBillboardDemo,TreeBillboardDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\TreeBillboardDemo\Program.cs,BuildCrateGeometryBuffers,The length of the statement  "            var vbd = new BufferDescription(Basic32.Stride * vertices.Count' ResourceUsage.Immutable' BindFlags.VertexBuffer' CpuAccessFlags.None' ResourceOptionFlags.None' 0); " is 164.
Long Statement,TreeBillboardDemo,TreeBillboardDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\TreeBillboardDemo\Program.cs,BuildCrateGeometryBuffers,The length of the statement  "            var ibd = new BufferDescription(sizeof(int) * box.Indices.Count' ResourceUsage.Immutable' BindFlags.IndexBuffer' CpuAccessFlags.None' ResourceOptionFlags.None' 0); " is 163.
Long Statement,TreeBillboardDemo,TreeBillboardDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\TreeBillboardDemo\Program.cs,DrawTreeSprites,The length of the statement  "        ImmediateContext.InputAssembler.SetVertexBuffers(0' new VertexBufferBinding(_treeSpritesVB' TreePointSprite.Stride' 0)); " is 120.
Magic Number,TreeBillboardDemo,TreeBillboardDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\TreeBillboardDemo\Program.cs,TreeBillboardDemo,The following statement contains a magic number: _theta = 1.3f * MathF.PI;
Magic Number,TreeBillboardDemo,TreeBillboardDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\TreeBillboardDemo\Program.cs,TreeBillboardDemo,The following statement contains a magic number: _phi = 0.4f * MathF.PI;
