Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Microsoft.Kinect.Fakes,ShimAllFramesReadyEventArgs,C:\repos\babb517_Robotic-Arm-Controller\RobotArmControl\ArmController\obj\Debug\Fakes\mk\f.cs,BehaveAsCurrent,The length of the statement  "	global::Microsoft.Kinect.Fakes.ShimAllFramesReadyEventArgs.Behavior = mqttf::Microsoft.QualityTools.Testing.Fakes.Shims.ShimBehaviors.CurrentProxy; " is 147.
Long Statement,Microsoft.Kinect.Fakes,ShimAllFramesReadyEventArgs,C:\repos\babb517_Robotic-Arm-Controller\RobotArmControl\ArmController\obj\Debug\Fakes\mk\f.cs,BehaveAsNotImplemented,The length of the statement  "	global::Microsoft.Kinect.Fakes.ShimAllFramesReadyEventArgs.Behavior = mqttf::Microsoft.QualityTools.Testing.Fakes.Shims.ShimBehaviors.NotImplemented; " is 149.
Long Statement,Microsoft.Kinect.Fakes,ShimBeamAngleChangedEventArgs,C:\repos\babb517_Robotic-Arm-Controller\RobotArmControl\ArmController\obj\Debug\Fakes\mk\f.cs,BehaveAsCurrent,The length of the statement  "	global::Microsoft.Kinect.Fakes.ShimBeamAngleChangedEventArgs.Behavior = mqttf::Microsoft.QualityTools.Testing.Fakes.Shims.ShimBehaviors.CurrentProxy; " is 149.
Long Statement,Microsoft.Kinect.Fakes,ShimBeamAngleChangedEventArgs,C:\repos\babb517_Robotic-Arm-Controller\RobotArmControl\ArmController\obj\Debug\Fakes\mk\f.cs,BehaveAsNotImplemented,The length of the statement  "	global::Microsoft.Kinect.Fakes.ShimBeamAngleChangedEventArgs.Behavior = mqttf::Microsoft.QualityTools.Testing.Fakes.Shims.ShimBehaviors.NotImplemented; " is 151.
Long Statement,Microsoft.Kinect.Fakes,ShimColorImageFrame,C:\repos\babb517_Robotic-Arm-Controller\RobotArmControl\ArmController\obj\Debug\Fakes\mk\f.cs,BehaveAsCurrent,The length of the statement  "	global::Microsoft.Kinect.Fakes.ShimColorImageFrame.Behavior = mqttf::Microsoft.QualityTools.Testing.Fakes.Shims.ShimBehaviors.CurrentProxy; " is 139.
Long Statement,Microsoft.Kinect.Fakes,ShimColorImageFrame,C:\repos\babb517_Robotic-Arm-Controller\RobotArmControl\ArmController\obj\Debug\Fakes\mk\f.cs,BehaveAsNotImplemented,The length of the statement  "	global::Microsoft.Kinect.Fakes.ShimColorImageFrame.Behavior = mqttf::Microsoft.QualityTools.Testing.Fakes.Shims.ShimBehaviors.NotImplemented; " is 141.
Long Statement,Microsoft.Kinect.Fakes,ShimColorImageFrame,C:\repos\babb517_Robotic-Arm-Controller\RobotArmControl\ArmController\obj\Debug\Fakes\mk\f.cs,Bind,The length of the statement  "	mqttf::Microsoft.QualityTools.Testing.Fakes.Shims.ShimRuntime.Bind<mk::Microsoft.Kinect.ColorImageFrame' global::Microsoft.Kinect.Fakes.ShimColorImageFrame' global::System.IDisposable> (this' target); " is 200.
Long Statement,Microsoft.Kinect.Fakes,ShimColorImageFrameReadyEventArgs,C:\repos\babb517_Robotic-Arm-Controller\RobotArmControl\ArmController\obj\Debug\Fakes\mk\f.cs,BehaveAsCurrent,The length of the statement  "	global::Microsoft.Kinect.Fakes.ShimColorImageFrameReadyEventArgs.Behavior = mqttf::Microsoft.QualityTools.Testing.Fakes.Shims.ShimBehaviors.CurrentProxy; " is 153.
Long Statement,Microsoft.Kinect.Fakes,ShimColorImageFrameReadyEventArgs,C:\repos\babb517_Robotic-Arm-Controller\RobotArmControl\ArmController\obj\Debug\Fakes\mk\f.cs,BehaveAsNotImplemented,The length of the statement  "	global::Microsoft.Kinect.Fakes.ShimColorImageFrameReadyEventArgs.Behavior = mqttf::Microsoft.QualityTools.Testing.Fakes.Shims.ShimBehaviors.NotImplemented; " is 155.
Long Statement,Microsoft.Kinect.Fakes,ShimColorImagePoint,C:\repos\babb517_Robotic-Arm-Controller\RobotArmControl\ArmController\obj\Debug\Fakes\mk\f.cs,BehaveAsCurrent,The length of the statement  "	global::Microsoft.Kinect.Fakes.ShimColorImagePoint.Behavior = mqttf::Microsoft.QualityTools.Testing.Fakes.Shims.ShimBehaviors.CurrentProxy; " is 139.
