Project,Namespace,Ca types,Ce types
Farseer Physics,FarseerPhysics.Collision,FarseerPhysics.Dynamics.Contacts.Contact' FarseerPhysics.Dynamics.Contacts.ContactSolver' FarseerPhysics.Dynamics.Contacts.WorldManifold' FarseerPhysics.Dynamics.Contacts.ContactPositionConstraint' FarseerPhysics.Dynamics.Contacts.PositionSolverManifold' FarseerPhysics.Dynamics.BreakableBody' FarseerPhysics.Collision.Shapes.ChainShape' FarseerPhysics.Collision.Shapes.CircleShape' FarseerPhysics.Collision.Shapes.EdgeShape' FarseerPhysics.Collision.Shapes.PolygonShape' FarseerPhysics.Collision.Shapes.Shape' FarseerPhysics.Common.PhysicsLogic.RealExplosion' FarseerPhysics.Dynamics.Fixture' FarseerPhysics.Dynamics.World' FarseerPhysics.Common.LineTools' FarseerPhysics.Common.Vertices' FarseerPhysics.Common.PhysicsLogic.SimpleExplosion' FarseerPhysics.Common.PolygonManipulation.YuPengClipper' FarseerPhysics.Common.TextureTools.MarchingSquares' FarseerPhysics.Common.TextureTools.Terrain' FarseerPhysics.Controllers.BuoyancyController' FarseerPhysics.Dynamics.FixtureProxy' FarseerPhysics.Dynamics.Body' FarseerPhysics.Dynamics.ContactManager,Microsoft.Xna.Framework.Vector2' FarseerPhysics.Common.FixedArray2' FarseerPhysics.Settings' FarseerPhysics.Common.MathUtils' FarseerPhysics.Collision.Shapes.Shape' FarseerPhysics.Common.Transform' FarseerPhysics.Collision.Shapes.CircleShape' FarseerPhysics.Collision.Shapes.PolygonShape' FarseerPhysics.Common.Vertices' FarseerPhysics.Collision.Shapes.EdgeShape' FarseerPhysics.Collision.Shapes.MassData' FarseerPhysics.Collision.Shapes.ChainShape' FarseerPhysics.Collision.Shapes.ShapeType' FarseerPhysics.Common.FixedArray3' FarseerPhysics.Dynamics.FixtureProxy' FarseerPhysics.Common.Sweep
Farseer Physics,FarseerPhysics.Collision.Shapes,FarseerPhysics.Collision.DistanceProxy' FarseerPhysics.Common.PathManager' FarseerPhysics.Common.WorldXmlSerializer' FarseerPhysics.Common.WorldXmlDeserializer' FarseerPhysics.Dynamics.Contacts.Contact' FarseerPhysics.Factories.FixtureFactory' FarseerPhysics.Collision.Collision' FarseerPhysics.Common.PhysicsLogic.RealExplosion' FarseerPhysics.Collision.EPCollider' FarseerPhysics.Common.PolygonManipulation.CuttingTools' FarseerPhysics.Dynamics.Fixture' FarseerPhysics.Factories.BodyFactory' FarseerPhysics.Factories.LinkFactory' FarseerPhysics.Dynamics.Body' FarseerPhysics.Controllers.BuoyancyController' FarseerPhysics.Dynamics.BreakableBody' FarseerPhysics.Dynamics.Contacts.ContactSolver,FarseerPhysics.Common.Vertices' Microsoft.Xna.Framework.Vector2' FarseerPhysics.Settings' FarseerPhysics.Common.Transform' FarseerPhysics.Collision.RayCastOutput' FarseerPhysics.Collision.RayCastInput' FarseerPhysics.Common.MathUtils' FarseerPhysics.Collision.AABB
Farseer Physics,FarseerPhysics.Common.ConvexHull,FarseerPhysics.Common.Decomposition.Triangulate,FarseerPhysics.Common.Vertices' Microsoft.Xna.Framework.Vector2' FarseerPhysics.Common.MathUtils
Farseer Physics,Microsoft.Xna.Framework,FarseerPhysics.Controllers.AbstractForceController' FarseerPhysics.Common.Sweep' FarseerPhysics.Common.PolygonTools' FarseerPhysics.Common.PhysicsLogic.RealExplosion' FarseerPhysics.Common.PhysicsLogic.SimpleExplosion' FarseerPhysics.Controllers.SimpleWindForce' FarseerPhysics.Factories.FixtureFactory' FarseerPhysics.Common.Path' FarseerPhysics.Common.Vertices' FarseerPhysics.Common.TextureTools.TextureConverter' FarseerPhysics.Collision.ManifoldPoint' FarseerPhysics.Collision.Manifold' FarseerPhysics.Collision.ClipVertex' FarseerPhysics.Collision.RayCastInput' FarseerPhysics.Collision.RayCastOutput' FarseerPhysics.Collision.AABB' FarseerPhysics.Collision.TempPolygon' FarseerPhysics.Collision.ReferenceFace' FarseerPhysics.Collision.Collision' FarseerPhysics.Collision.EPCollider' FarseerPhysics.Collision.DistanceProxy' FarseerPhysics.Collision.DistanceOutput' FarseerPhysics.Collision.SimplexVertex' FarseerPhysics.Collision.Simplex' FarseerPhysics.Collision.Distance' FarseerPhysics.Collision.DynamicTree<T>' FarseerPhysics.Collision.DynamicTreeBroadPhase' FarseerPhysics.Collision.IBroadPhase' FarseerPhysics.Collision.SeparationFunction' FarseerPhysics.Collision.Shapes.ChainShape' FarseerPhysics.Collision.Shapes.CircleShape' FarseerPhysics.Collision.Shapes.EdgeShape' FarseerPhysics.Collision.Shapes.PolygonShape' FarseerPhysics.Collision.Shapes.MassData' FarseerPhysics.Collision.Shapes.Shape' FarseerPhysics.Common.ConvexHull.ChainHull' FarseerPhysics.Common.ConvexHull.PointComparer' FarseerPhysics.Common.ConvexHull.GiftWrap' FarseerPhysics.Common.ConvexHull.Melkman' FarseerPhysics.Common.Decomposition.BayazitDecomposer' FarseerPhysics.Common.Decomposition.CDTDecomposer' FarseerPhysics.Common.Decomposition.EarclipDecomposer' FarseerPhysics.Common.Decomposition.Triangle' FarseerPhysics.Common.Decomposition.FlipcodeDecomposer' FarseerPhysics.Common.Decomposition.SeidelDecomposer' FarseerPhysics.Common.LineTools' FarseerPhysics.Common.MathUtils' FarseerPhysics.Common.Mat22' FarseerPhysics.Common.Mat33' FarseerPhysics.Common.Rot' FarseerPhysics.Common.Transform' FarseerPhysics.Common.PathManager' FarseerPhysics.Common.WorldXmlSerializer' FarseerPhysics.Common.WorldXmlDeserializer' FarseerPhysics.Common.PolygonManipulation.CuttingTools' FarseerPhysics.Common.PolygonManipulation.SimplifyTools' FarseerPhysics.Common.PolygonManipulation.YuPengClipper' FarseerPhysics.Common.PolygonManipulation.Edge' FarseerPhysics.Common.TextureTools.MarchingSquares' FarseerPhysics.Common.TextureTools.Terrain' FarseerPhysics.Controllers.BuoyancyController' FarseerPhysics.Controllers.GravityController' FarseerPhysics.Controllers.VelocityLimitController' FarseerPhysics.ConvertUnits' FarseerPhysics.DebugViewBase' FarseerPhysics.Dynamics.Body' FarseerPhysics.Dynamics.BreakableBody' FarseerPhysics.Dynamics.Fixture' FarseerPhysics.Dynamics.Island' FarseerPhysics.Dynamics.Position' FarseerPhysics.Dynamics.Velocity' FarseerPhysics.Dynamics.World' FarseerPhysics.Dynamics.Contacts.Contact' FarseerPhysics.Dynamics.Contacts.ContactPositionConstraint' FarseerPhysics.Dynamics.Contacts.VelocityConstraintPoint' FarseerPhysics.Dynamics.Contacts.ContactVelocityConstraint' FarseerPhysics.Dynamics.Contacts.ContactSolver' FarseerPhysics.Dynamics.Contacts.WorldManifold' FarseerPhysics.Dynamics.Contacts.PositionSolverManifold' FarseerPhysics.Dynamics.Joints.AngleJoint' FarseerPhysics.Dynamics.Joints.DistanceJoint' FarseerPhysics.Dynamics.Joints.FixedMouseJoint' FarseerPhysics.Dynamics.Joints.FrictionJoint' FarseerPhysics.Dynamics.Joints.GearJoint' FarseerPhysics.Dynamics.Joints.Joint' FarseerPhysics.Dynamics.Joints.MotorJoint' FarseerPhysics.Dynamics.Joints.PrismaticJoint' FarseerPhysics.Dynamics.Joints.PulleyJoint' FarseerPhysics.Dynamics.Joints.RevoluteJoint' FarseerPhysics.Dynamics.Joints.RopeJoint' FarseerPhysics.Dynamics.Joints.WeldJoint' FarseerPhysics.Dynamics.Joints.WheelJoint' FarseerPhysics.Factories.BodyFactory' FarseerPhysics.Factories.JointFactory' FarseerPhysics.Factories.LinkFactory,
Farseer Physics,FarseerPhysics.Common.Decomposition,FarseerPhysics.Common.PathManager' FarseerPhysics.Common.TextureTools.Terrain' FarseerPhysics.Factories.BodyFactory' FarseerPhysics.Factories.FixtureFactory,FarseerPhysics.Common.Vertices' Microsoft.Xna.Framework.Vector2' FarseerPhysics.Common.LineTools' FarseerPhysics.Settings' FarseerPhysics.Common.MathUtils' FarseerPhysics.Common.Decomposition.CDT.Polygon.Polygon' FarseerPhysics.Common.Decomposition.CDT.Delaunay.Sweep.DTSweepContext' FarseerPhysics.Common.Decomposition.CDT.Delaunay.Sweep.DTSweep' FarseerPhysics.Common.Decomposition.CDT.Delaunay.DelaunayTriangle' FarseerPhysics.Common.Decomposition.CDT.TriangulationPoint' FarseerPhysics.Common.Decomposition.Seidel.Triangulator' FarseerPhysics.Common.Decomposition.Seidel.Point' FarseerPhysics.Common.Decomposition.Seidel.Trapezoid' FarseerPhysics.Common.PolygonError' FarseerPhysics.Common.ConvexHull.GiftWrap
Farseer Physics,FarseerPhysics.Common.Decomposition.CDT.Delaunay,FarseerPhysics.Common.Decomposition.CDTDecomposer' FarseerPhysics.Common.Decomposition.CDT.Delaunay.Sweep.AdvancingFrontNode' FarseerPhysics.Common.Decomposition.CDT.Delaunay.Sweep.DTSweep' FarseerPhysics.Common.Decomposition.CDT.Delaunay.Sweep.DTSweepContext' FarseerPhysics.Common.Decomposition.CDT.Triangulatable' FarseerPhysics.Common.Decomposition.CDT.Polygon.Polygon' FarseerPhysics.Common.Decomposition.CDT.Sets.PointSet,FarseerPhysics.Common.Decomposition.CDT.Util.FixedBitArray3' FarseerPhysics.Common.Decomposition.CDT.Util.FixedArray3' FarseerPhysics.Common.Decomposition.CDT.TriangulationPoint' FarseerPhysics.Common.Decomposition.CDT.Delaunay.Sweep.DTSweepConstraint
Farseer Physics,FarseerPhysics.Common.Decomposition.CDT.Delaunay.Sweep,FarseerPhysics.Common.Decomposition.CDTDecomposer' FarseerPhysics.Common.Decomposition.CDT.Delaunay.DelaunayTriangle' FarseerPhysics.Common.Decomposition.CDT.TriangulationPoint,FarseerPhysics.Common.Decomposition.CDT.TriangulationPoint' FarseerPhysics.Common.Decomposition.CDT.Delaunay.DelaunayTriangle' FarseerPhysics.Common.Decomposition.CDT.TriangulationMode' FarseerPhysics.Common.Decomposition.CDT.TriangulationUtil' FarseerPhysics.Common.Decomposition.CDT.Orientation' FarseerPhysics.Common.Decomposition.CDT.Util.FixedBitArray3' FarseerPhysics.Common.Decomposition.CDT.Util.FixedArray3' FarseerPhysics.Common.Decomposition.CDT.Triangulatable' FarseerPhysics.Common.Decomposition.CDT.TriangulationContext
Farseer Physics,FarseerPhysics.Common.Decomposition.CDT,FarseerPhysics.Common.Decomposition.CDT.Delaunay.Sweep.DTSweepContext' FarseerPhysics.Common.Decomposition.CDT.Delaunay.Sweep.DTSweep' FarseerPhysics.Common.Decomposition.CDT.Polygon.Polygon' FarseerPhysics.Common.Decomposition.CDT.Sets.ConstrainedPointSet' FarseerPhysics.Common.Decomposition.CDT.Sets.PointSet' FarseerPhysics.Common.Decomposition.CDTDecomposer' FarseerPhysics.Common.Decomposition.CDT.Delaunay.DelaunayTriangle' FarseerPhysics.Common.Decomposition.CDT.Delaunay.Sweep.AdvancingFront' FarseerPhysics.Common.Decomposition.CDT.Delaunay.Sweep.AdvancingFrontNode' FarseerPhysics.Common.Decomposition.CDT.Delaunay.Sweep.DTSweepConstraint' FarseerPhysics.Common.Decomposition.CDT.Delaunay.Sweep.DTSweepPointComparator,FarseerPhysics.Common.Decomposition.CDT.Delaunay.DelaunayTriangle' FarseerPhysics.Common.Decomposition.CDT.Delaunay.Sweep.DTSweepConstraint
Farseer Physics,FarseerPhysics.Common.Decomposition.CDT.Polygon,FarseerPhysics.Common.Decomposition.CDTDecomposer' FarseerPhysics.Common.Decomposition.CDT.Util.PolygonGenerator,FarseerPhysics.Common.Decomposition.CDT.Delaunay.DelaunayTriangle' FarseerPhysics.Common.Decomposition.CDT.TriangulationContext' FarseerPhysics.Common.Decomposition.CDT.TriangulationPoint
Farseer Physics,FarseerPhysics.Common.Decomposition.CDT.Sets,,FarseerPhysics.Common.Decomposition.CDT.TriangulationPoint' FarseerPhysics.Common.Decomposition.CDT.TriangulationContext' FarseerPhysics.Common.Decomposition.CDT.Delaunay.DelaunayTriangle
