Architecture smell,Project,Namespace,Cause,Responsible Classes
Ambiguous Interface,RedBadger.Xpf.Specs,RedBadger.Xpf.Specs.Controls.ItemsControlSpecs,The tool detected the smell in this component because the component provides only a single' general entry-point via the following class: TestBindingObject,RedBadger.Xpf.Specs.Controls.ItemsControlSpecs.TestBindingObject
Ambiguous Interface,RedBadger.Xpf.Specs,RedBadger.Xpf.Specs.ReactiveObjectSpecs.BindingSpecs.INotifyPropertyChangedSpecs,The tool detected the smell in this component because the component provides only a single' general entry-point via the following class: TestBindingObject,RedBadger.Xpf.Specs.ReactiveObjectSpecs.BindingSpecs.INotifyPropertyChangedSpecs.TestBindingObject
Ambiguous Interface,RedBadger.Xpf.Specs,RedBadger.Xpf.Specs.ReactiveObjectSpecs,The tool detected the smell in this component because the component provides only a single' general entry-point via the following class: TestBindingObject,RedBadger.Xpf.Specs.ReactiveObjectSpecs.TestBindingObject
Ambiguous Interface,RedBadger.Xpf.Specs,RedBadger.Xpf.Specs,The tool detected the smell in this component because the component provides only a single' general entry-point via the following class: UIElementMockingExtensions,RedBadger.Xpf.Specs.UIElementMockingExtensions
God Component,RedBadger.Xpf.Specs,RedBadger.Xpf.Specs.UIElementSpecs,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 54,RedBadger.Xpf.Specs.UIElementSpecs.when_the_width_of_the_supplied_available_space_is_not_a_number' RedBadger.Xpf.Specs.UIElementSpecs.when_the_height_of_the_supplied_available_space_is_not_a_number' RedBadger.Xpf.Specs.UIElementSpecs.when_the_width_of_the_supplied_available_space_is_positive_infinity' RedBadger.Xpf.Specs.UIElementSpecs.when_the_height_of_the_supplied_available_space_is_positive_infinity' RedBadger.Xpf.Specs.UIElementSpecs.when_arrange_is_valid' RedBadger.Xpf.Specs.UIElementSpecs.after_arrange' RedBadger.Xpf.Specs.UIElementSpecs.when_the_desired_size_is_greater_than_the_final_size' RedBadger.Xpf.Specs.UIElementSpecs.when_the_desired_size_is_greater_than_the_final_size_with_margins' RedBadger.Xpf.Specs.UIElementSpecs.when_the_desired_size_is_less_than_the_final_size_and_alignment_is_stretch' RedBadger.Xpf.Specs.UIElementSpecs.when_the_desired_size_is_less_than_the_final_size_and_alignment_is_not_stretch' RedBadger.Xpf.Specs.UIElementSpecs.when_ink_size_is_less_than_client_size_and_alignment_is_stretch' RedBadger.Xpf.Specs.UIElementSpecs.when_ink_size_is_less_than_client_size_and_alignment_is_left_and_top' RedBadger.Xpf.Specs.UIElementSpecs.when_ink_size_is_less_than_client_size_and_alignment_is_center' RedBadger.Xpf.Specs.UIElementSpecs.when_ink_size_is_less_than_client_size_and_alignment_is_right_and_bottom' RedBadger.Xpf.Specs.UIElementSpecs.when_ink_size_is_greater_than_client_size_and_alignment_is_stretch' RedBadger.Xpf.Specs.UIElementSpecs.when_ink_size_is_greater_than_client_size_and_alignment_is_left_and_top' RedBadger.Xpf.Specs.UIElementSpecs.when_ink_size_is_greater_than_client_size_and_alignment_is_center' RedBadger.Xpf.Specs.UIElementSpecs.when_ink_size_is_greater_than_client_size_and_alignment_is_right_and_bottom' RedBadger.Xpf.Specs.UIElementSpecs.when_ink_size_is_less_than_client_size_and_alignment_is_left_and_top_with_margins' RedBadger.Xpf.Specs.UIElementSpecs.when_ink_size_is_less_than_client_size_and_alignment_is_left_and_top_with_non_zero_position' RedBadger.Xpf.Specs.UIElementSpecs.a_UIElement' RedBadger.Xpf.Specs.UIElementSpecs.a_Measured_UIElement' RedBadger.Xpf.Specs.UIElementSpecs.a_Measured_and_Arranged_UIElement' RedBadger.Xpf.Specs.UIElementSpecs.a_UIElement_in_a_RootElement' RedBadger.Xpf.Specs.UIElementSpecs.a_UIElement_Hierarchy
Feature Concentration,RedBadger.Xpf.Specs,RedBadger.Xpf.Specs.Extensions,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [MSpecExtensions]' [a_Hierarchy_of_elements' when_searching_for_an_ancestor_of_a_specified_type_that_exists_in_the_tree' when_searching_for_an_ancestor_of_a_specified_type_that_does_not_exist_in_the_tree' when_an_element_is_a_descendant_of_another_element_and_that_relationship_is_queried' when_an_element_is_not_a_descendant_of_another_element_and_that_relationship_is_queried]. LCC (Lack of Component Cohesion) = 0.33,RedBadger.Xpf.Specs.Extensions.MSpecExtensions
Feature Concentration,RedBadger.Xpf.Specs,RedBadger.Xpf.Specs.Controls.GridSpecs.Pixel,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [when_arranging_two_rows_and_two_columns_of_type_pixel' a_Grid_with_4_children]' [when_there_is_a_column_width_defined]' [when_there_is_a_row_height_defined]' [when_there_are_two_rows_and_two_columns]' [when_a_child_element_is_bigger_than_the_cell_size]. LCC (Lack of Component Cohesion) = 0.83,RedBadger.Xpf.Specs.Controls.GridSpecs.Pixel.when_there_is_a_column_width_defined' RedBadger.Xpf.Specs.Controls.GridSpecs.Pixel.when_there_is_a_row_height_defined' RedBadger.Xpf.Specs.Controls.GridSpecs.Pixel.when_there_are_two_rows_and_two_columns' RedBadger.Xpf.Specs.Controls.GridSpecs.Pixel.when_a_child_element_is_bigger_than_the_cell_size
Feature Concentration,RedBadger.Xpf.Specs,RedBadger.Xpf.Specs.Controls.GridSpecs.Star,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [when_arranging_a_grid_with_a_single_element]' [when_arranging_a_grid_with_two_rows_and_two_columns' a_Star_Grid_with_two_rows_and_two_columns' when_measuring_a_grid_with_two_rows_and_two_columns]' [when_arranging_a_3_x_3_grid_with_increasing_star_lengths]' [when_arranging_a_3_x_3_grid_with_decreasing_star_lengths]' [when_arranging_a_grid_with_a_child_element_that_is_bigger_than_the_available_size]' [when_arranging_a_grid_when_there_is_a_column_with_min_width_that_exceeds_its_proportional_allocation]' [when_arranging_a_grid_when_there_is_a_column_with_max_width_that_is_less_than_its_proportional_allocation]' [when_arranging_a_grid_when_there_is_a_row_with_min_height_that_exceeds_its_proportional_allocation]' [when_arranging_a_grid_when_there_is_a_row_with_max_height_that_is_less_than_its_proportional_allocation]' [when_arranging_a_grid_and_the_columns_are_over_allocated]' [when_measuring_a_grid_with_a_single_element]' [when_measuring_a_3_x_3_grid_with_increasing_star_lengths]' [when_measuring_a_grid_with_a_child_element_that_is_bigger_than_the_available_size]' [when_measuring_a_grid_when_there_is_a_column_with_min_width_that_exceeds_its_proportional_allocation]' [when_measuring_a_grid_when_there_is_a_column_with_max_width_that_is_less_than_its_proportional_allocation]' [when_measuring_a_grid_when_there_is_a_row_with_min_height_that_exceeds_its_proportional_allocation]' [when_measuring_a_grid_when_there_is_a_row_with_max_height_that_is_less_than_its_proportional_allocation]. LCC (Lack of Component Cohesion) = 0.89,RedBadger.Xpf.Specs.Controls.GridSpecs.Star.when_arranging_a_grid_with_a_single_element' RedBadger.Xpf.Specs.Controls.GridSpecs.Star.when_arranging_a_3_x_3_grid_with_increasing_star_lengths' RedBadger.Xpf.Specs.Controls.GridSpecs.Star.when_arranging_a_3_x_3_grid_with_decreasing_star_lengths' RedBadger.Xpf.Specs.Controls.GridSpecs.Star.when_arranging_a_grid_with_a_child_element_that_is_bigger_than_the_available_size' RedBadger.Xpf.Specs.Controls.GridSpecs.Star.when_arranging_a_grid_when_there_is_a_column_with_min_width_that_exceeds_its_proportional_allocation' RedBadger.Xpf.Specs.Controls.GridSpecs.Star.when_arranging_a_grid_when_there_is_a_column_with_max_width_that_is_less_than_its_proportional_allocation' RedBadger.Xpf.Specs.Controls.GridSpecs.Star.when_arranging_a_grid_when_there_is_a_row_with_min_height_that_exceeds_its_proportional_allocation' RedBadger.Xpf.Specs.Controls.GridSpecs.Star.when_arranging_a_grid_when_there_is_a_row_with_max_height_that_is_less_than_its_proportional_allocation' RedBadger.Xpf.Specs.Controls.GridSpecs.Star.when_arranging_a_grid_and_the_columns_are_over_allocated' RedBadger.Xpf.Specs.Controls.GridSpecs.Star.when_measuring_a_grid_with_a_single_element' RedBadger.Xpf.Specs.Controls.GridSpecs.Star.when_measuring_a_3_x_3_grid_with_increasing_star_lengths' RedBadger.Xpf.Specs.Controls.GridSpecs.Star.when_measuring_a_grid_with_a_child_element_that_is_bigger_than_the_available_size' RedBadger.Xpf.Specs.Controls.GridSpecs.Star.when_measuring_a_grid_when_there_is_a_column_with_min_width_that_exceeds_its_proportional_allocation' RedBadger.Xpf.Specs.Controls.GridSpecs.Star.when_measuring_a_grid_when_there_is_a_column_with_max_width_that_is_less_than_its_proportional_allocation' RedBadger.Xpf.Specs.Controls.GridSpecs.Star.when_measuring_a_grid_when_there_is_a_row_with_min_height_that_exceeds_its_proportional_allocation' RedBadger.Xpf.Specs.Controls.GridSpecs.Star.when_measuring_a_grid_when_there_is_a_row_with_max_height_that_is_less_than_its_proportional_allocation
Feature Concentration,RedBadger.Xpf.Specs,RedBadger.Xpf.Specs.PointSpecs,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [when_two_points_are_equal]' [when_two_points_are_not_equal_in_the_x]' [when_two_points_are_not_equal_in_the_y]' [when_a_vector_is_added]' [when_a_vector_is_subtracted]' [when_a_point_is_subtracted]' [when_a_point_is_cast_to_a_Size]' [when_a_point_is_cast_to_a_Vector]. LCC (Lack of Component Cohesion) = 1,RedBadger.Xpf.Specs.PointSpecs.when_two_points_are_not_equal_in_the_x' RedBadger.Xpf.Specs.PointSpecs.when_two_points_are_not_equal_in_the_y' RedBadger.Xpf.Specs.PointSpecs.when_a_vector_is_added' RedBadger.Xpf.Specs.PointSpecs.when_a_vector_is_subtracted' RedBadger.Xpf.Specs.PointSpecs.when_a_point_is_subtracted' RedBadger.Xpf.Specs.PointSpecs.when_a_point_is_cast_to_a_Size' RedBadger.Xpf.Specs.PointSpecs.when_a_point_is_cast_to_a_Vector
Feature Concentration,RedBadger.Xpf.Specs,RedBadger.Xpf.Specs.ReactiveObjectSpecs.BindingSpecs.ObjectSpecs,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TestBindingObject' when_there_is_a_one_way_binding_to_a_property_on_the_data_context' when_there_is_a_one_way_binding_to_a_property_on_the_data_context_and_type_conversion_is_required' when_there_is_a_one_way_binding_to_a_property_on_a_specified_source' when_there_is_a_one_way_binding_to_a_property_on_a_specified_source_and_type_conversion_is_required' when_there_is_a_one_way_to_source_binding_to_a_property_on_the_data_context' when_there_is_a_one_way_to_source_binding_to_a_property_on_the_data_context_and_type_conversion_is_required' when_a_one_way_to_source_binding_to_a_property_on_the_data_context_is_cleared' when_there_is_a_one_way_to_source_binding_to_a_property_on_a_specified_source' when_there_is_a_one_way_to_source_binding_to_a_property_on_a_specified_source_and_type_conversion_is_required' when_a_one_way_to_source_binding_to_a_property_on_a_specified_source_is_cleared' when_there_is_a_one_way_to_source_binding_and_the_type_of_the_target_property_is_more_derived' when_there_is_a_one_way_to_source_binding_and_the_type_of_the_source_property_is_more_derived' TestBindingReactiveObject]' [when_there_is_a_one_way_binding_to_the_data_context_which_is_an_object]' [when_there_is_a_one_way_binding_to_the_data_context_which_is_an_object_and_type_conversion_is_required]' [when_there_is_a_one_way_binding_to_a_specified_source_which_is_an_object]' [when_there_is_a_one_way_binding_to_a_specified_source_which_is_an_object_and_type_conversion_is_required]' [when_there_is_a_one_way_binding_and_the_source_type_is_more_derived]' [when_the_data_context_is_set_after_the_binding_has_been_created]' [when_binding_to_the_data_context_and_the_data_context_is_changed]' [when_binding_to_the_data_context_and_the_data_context_is_changed_to_null]. LCC (Lack of Component Cohesion) = 0.41,RedBadger.Xpf.Specs.ReactiveObjectSpecs.BindingSpecs.ObjectSpecs.when_there_is_a_one_way_binding_to_a_specified_source_which_is_an_object' RedBadger.Xpf.Specs.ReactiveObjectSpecs.BindingSpecs.ObjectSpecs.when_there_is_a_one_way_binding_to_a_specified_source_which_is_an_object_and_type_conversion_is_required' RedBadger.Xpf.Specs.ReactiveObjectSpecs.BindingSpecs.ObjectSpecs.when_there_is_a_one_way_binding_and_the_source_type_is_more_derived' RedBadger.Xpf.Specs.ReactiveObjectSpecs.BindingSpecs.ObjectSpecs.when_the_data_context_is_set_after_the_binding_has_been_created' RedBadger.Xpf.Specs.ReactiveObjectSpecs.BindingSpecs.ObjectSpecs.when_binding_to_the_data_context_and_the_data_context_is_changed' RedBadger.Xpf.Specs.ReactiveObjectSpecs.BindingSpecs.ObjectSpecs.when_binding_to_the_data_context_and_the_data_context_is_changed_to_null
