Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,JTL.TAX1040.Admin.DataAccess,TAX1040UserAdminDB,C:\repos\vivekkumarm_Tax1040EZ\POC\Admin\Code\TAX1040_Admin_Build\JTL.TAX1040.Admin.DataAccess\TAX1040UserAdminModel.Context.cs,usp_user_admin_persist,The method has 6 parameters.
Long Statement,JTL.TAX1040.Admin.DataAccess,UserAdminDataService,C:\repos\vivekkumarm_Tax1040EZ\POC\Admin\Code\TAX1040_Admin_Build\JTL.TAX1040.Admin.DataAccess\DataService\UserAdminDataService.cs,GetUserAdminByUserAdminId,The length of the statement  "	userAdmin = (tax1040UserAdminDBContext.user_admin.Where (a => a.user_admin_Id == userAdminId).Select (a => new UserAdmin { " is 122.
Long Statement,JTL.TAX1040.Admin.DataAccess,UserDataService,C:\repos\vivekkumarm_Tax1040EZ\POC\Admin\Code\TAX1040_Admin_Build\JTL.TAX1040.Admin.DataAccess\DataService\UserDataService.cs,GetAllCustomers,The length of the statement  "	//var searchResult = dbContext.personal_info.Select(p => p).Where(p => p.first_name == personalInfo.first_name || p.occupation == personalInfo.occupation " is 153.
Long Statement,JTL.TAX1040.Admin.DataAccess,UserDataService,C:\repos\vivekkumarm_Tax1040EZ\POC\Admin\Code\TAX1040_Admin_Build\JTL.TAX1040.Admin.DataAccess\DataService\UserDataService.cs,GetAllCustomers,The length of the statement  "	////    || p.social_security_number == personalInfo.social_security_number || p.date_of_birth == personalInfo.date_of_birth); " is 125.
Long Statement,JTL.TAX1040.Admin.DataAccess,TAX1040UserAdminDB,C:\repos\vivekkumarm_Tax1040EZ\POC\Admin\Code\TAX1040_Admin_Build\JTL.TAX1040.Admin.DataAccess\TAX1040UserAdminModel.Context.cs,usp_get_all_user_admin,The length of the statement  "	return ((IObjectContextAdapter)this).ObjectContext.ExecuteFunction<usp_get_all_user_admin_Result> ("usp_get_all_user_admin"); " is 125.
Long Statement,JTL.TAX1040.Admin.DataAccess,TAX1040UserAdminDB,C:\repos\vivekkumarm_Tax1040EZ\POC\Admin\Code\TAX1040_Admin_Build\JTL.TAX1040.Admin.DataAccess\TAX1040UserAdminModel.Context.cs,usp_get_user_admin_by_user_admin_id,The length of the statement  "	var user_admin_idParameter = user_admin_id.HasValue ? new ObjectParameter ("user_admin_id"' user_admin_id) : new ObjectParameter ("user_admin_id"' typeof(long)); " is 161.
Long Statement,JTL.TAX1040.Admin.DataAccess,TAX1040UserAdminDB,C:\repos\vivekkumarm_Tax1040EZ\POC\Admin\Code\TAX1040_Admin_Build\JTL.TAX1040.Admin.DataAccess\TAX1040UserAdminModel.Context.cs,usp_get_user_admin_by_user_admin_id,The length of the statement  "	return ((IObjectContextAdapter)this).ObjectContext.ExecuteFunction<usp_get_user_admin_by_user_admin_id_Result> ("usp_get_user_admin_by_user_admin_id"' user_admin_idParameter); " is 175.
Long Statement,JTL.TAX1040.Admin.DataAccess,TAX1040UserAdminDB,C:\repos\vivekkumarm_Tax1040EZ\POC\Admin\Code\TAX1040_Admin_Build\JTL.TAX1040.Admin.DataAccess\TAX1040UserAdminModel.Context.cs,usp_get_user_admin_by_username,The length of the statement  "	var usernameParameter = username != null ? new ObjectParameter ("username"' username) : new ObjectParameter ("username"' typeof(string)); " is 137.
Long Statement,JTL.TAX1040.Admin.DataAccess,TAX1040UserAdminDB,C:\repos\vivekkumarm_Tax1040EZ\POC\Admin\Code\TAX1040_Admin_Build\JTL.TAX1040.Admin.DataAccess\TAX1040UserAdminModel.Context.cs,usp_get_user_admin_by_username,The length of the statement  "	return ((IObjectContextAdapter)this).ObjectContext.ExecuteFunction<usp_get_user_admin_by_username_Result> ("usp_get_user_admin_by_username"' usernameParameter); " is 160.
Long Statement,JTL.TAX1040.Admin.DataAccess,TAX1040UserAdminDB,C:\repos\vivekkumarm_Tax1040EZ\POC\Admin\Code\TAX1040_Admin_Build\JTL.TAX1040.Admin.DataAccess\TAX1040UserAdminModel.Context.cs,usp_get_user_admin_role_by_user_admin_id,The length of the statement  "	var user_admin_idParameter = user_admin_id.HasValue ? new ObjectParameter ("user_admin_id"' user_admin_id) : new ObjectParameter ("user_admin_id"' typeof(long)); " is 161.
Long Statement,JTL.TAX1040.Admin.DataAccess,TAX1040UserAdminDB,C:\repos\vivekkumarm_Tax1040EZ\POC\Admin\Code\TAX1040_Admin_Build\JTL.TAX1040.Admin.DataAccess\TAX1040UserAdminModel.Context.cs,usp_get_user_admin_role_by_user_admin_id,The length of the statement  "	return ((IObjectContextAdapter)this).ObjectContext.ExecuteFunction<usp_get_user_admin_role_by_user_admin_id_Result> ("usp_get_user_admin_role_by_user_admin_id"' user_admin_idParameter); " is 185.
