Implementation smell,Namespace,Class,File,Method,Description
Long Method,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,ComparingAgainstAnIdenticalTableShouldMatch,The method has 75 lines of code.
Long Method,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,NotMatchingWhen2HeaderDiffer,The method has 63 lines of code.
Long Method,Specs,CreateDynamicSetsAndInstanceWithStepArgumentTransformationsFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\CreateDynamicSetsAndInstancesWithStepArgumentTransformation.feature.cs,CreatingDynamicSetWithTheUseOfStepArgumentTransformation,The method has 75 lines of code.
Long Parameter List,Specs.Steps,DynamicSetComparisonSteps,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\Steps\DynamicSetComparisonSteps.cs,DifferenceOnValue,The method has 5 parameters.
Long Statement,Specs,ColumnNameConvertsByConventionToNicelyFormattedPropertyNameFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ColumnNameToPropertyConventions.feature.cs,FeatureSetup,The length of the statement  "	TechTalk.SpecFlow.FeatureInfo featureInfo = new TechTalk.SpecFlow.FeatureInfo (new System.Globalization.CultureInfo ("en-US")' "Column name converts by convention to nicely formatted property name"' "\tAs a developer\r\n\tI want my dynamic code to follow common conventions\r\n\tSo that I" + " know how to access them"' ProgrammingLanguage.CSharp' ((string[])(null))); " is 368.
Long Statement,Specs,ColumnNameConvertsByConventionToNicelyFormattedPropertyNameFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ColumnNameToPropertyConventions.feature.cs,SingleWordInColumnsAreLeftUntouched,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("Single word in columns are left untouched"' ((string[])(null))); " is 147.
Long Statement,Specs,ColumnNameConvertsByConventionToNicelyFormattedPropertyNameFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ColumnNameToPropertyConventions.feature.cs,SingleWordInColumnsAreLeftUntouched,The length of the statement  "	testRunner.Then ("the Name property should equal \'Marcus\'"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 124.
Long Statement,Specs,ColumnNameConvertsByConventionToNicelyFormattedPropertyNameFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ColumnNameToPropertyConventions.feature.cs,TwoWordInTheColumnHeadersIsConvertedToCamelCasedProperties,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("Two word in the column headers is converted to camel cased properties"' ((string[])(null))); " is 175.
Long Statement,Specs,ColumnNameConvertsByConventionToNicelyFormattedPropertyNameFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ColumnNameToPropertyConventions.feature.cs,TwoWordInTheColumnHeadersIsConvertedToCamelCasedProperties,The length of the statement  "	testRunner.Then ("the BirthDate property should equal 1972-10-09"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 129.
Long Statement,Specs,ColumnNameConvertsByConventionToNicelyFormattedPropertyNameFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ColumnNameToPropertyConventions.feature.cs,TwoWordInTheColumnHeadersIsConvertedToCamelCasedProperties,The length of the statement  "	testRunner.And ("the LengthInMeters property should equal \'1.96\'"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 130.
Long Statement,Specs,ColumnNameConvertsByConventionToNicelyFormattedPropertyNameFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ColumnNameToPropertyConventions.feature.cs,EvenIfYouGoCrazyWithNamingYouColumnsWeTryToShapeItUp,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("Even if you go crazy with naming you columns we try to shape it up"' ((string[])(null))); " is 172.
Long Statement,Specs,ColumnNameConvertsByConventionToNicelyFormattedPropertyNameFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ColumnNameToPropertyConventions.feature.cs,EvenIfYouGoCrazyWithNamingYouColumnsWeTryToShapeItUp,The length of the statement  "	testRunner.Then ("the BirthDate property should equal 1972-10-09"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 129.
Long Statement,Specs,ColumnNameConvertsByConventionToNicelyFormattedPropertyNameFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ColumnNameToPropertyConventions.feature.cs,EvenIfYouGoCrazyWithNamingYouColumnsWeTryToShapeItUp,The length of the statement  "	testRunner.And ("the LengthInMeters property should equal \'1.96\'"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 130.
Long Statement,Specs,ColumnNameConvertsByConventionToNicelyFormattedPropertyNameFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ColumnNameToPropertyConventions.feature.cs,ButTheFirstWordIsAlwaysLeftUntouchedSinceItMightBeAbbreviations,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("But the first word is always left untouched since it might be abbreviations"' ((string[])(null))); " is 181.
