Implementation smell,Namespace,Class,File,Method,Description
Complex Method,SurfaceDemo,Window1,F:\newReposMay17\helix-toolkit_helix-toolkit\Source\Examples\WPF\SurfaceDemo\Window1.xaml.cs,Stereo_Click,Cyclomatic complexity of the method is 31
Long Statement,SurfaceDemo,Trefoil3D,F:\newReposMay17\helix-toolkit_helix-toolkit\Source\Examples\WPF\SurfaceDemo\Surfaces\Trefoil3D.cs,Evaluate,The length of the statement  "	double c6 = (3 * c3 * Math.Cos (Math.Sin (3 * u / 2)) * Math.Cos (3 * u / 2)) / 2 - (3 * c1 * Math.Sin (Math.Sin (3 * u / 2)) * Math.Sin (3 * u / 2)) / 8; " is 154.
Long Statement,SurfaceDemo,KleinBottle3D,F:\newReposMay17\helix-toolkit_helix-toolkit\Source\Examples\WPF\SurfaceDemo\Surfaces\KleinBottle3D.cs,Evaluate,The length of the statement  "               double x = (sqrt2 * fu * cosu * cosv * (3 * cosu * cosu - 1) - 2 * cos2u) / (80 * pi * pi * pi * gu) - (3 * cosu - 3) / 4;" is 122.
Long Statement,SurfaceDemo,KleinBottle3D,F:\newReposMay17\helix-toolkit_helix-toolkit\Source\Examples\WPF\SurfaceDemo\Surfaces\KleinBottle3D.cs,Evaluate,The length of the statement  "               double z = -(sqrt2 * fu * sinu * cosv) / (15 * pi * pi * pi * gu) + (sinu * cosu * cosu + sinu) / 4 - (sinu * cosu) / 2;" is 120.
Long Statement,SurfaceDemo,KleinBottle3D,F:\newReposMay17\helix-toolkit_helix-toolkit\Source\Examples\WPF\SurfaceDemo\Surfaces\KleinBottle3D.cs,g,The length of the statement  "	return Math.Sqrt (8 * cos2u * cos2u - cos2u * (24 * cosu * cosu * cosu - 8 * cosu + 15) * 6 * cosu * cosu * cosu * cosu * (1 - 3 * sinu * sinu) + 17); " is 150.
Magic Number,SurfaceDemo,Window1,F:\newReposMay17\helix-toolkit_helix-toolkit\Source\Examples\WPF\SurfaceDemo\Window1.xaml.cs,Window1,The following statement contains a magic number: patternBrush = CreateDrawingBrush (0.02' 0.05);  
Magic Number,SurfaceDemo,Window1,F:\newReposMay17\helix-toolkit_helix-toolkit\Source\Examples\WPF\SurfaceDemo\Window1.xaml.cs,Window1,The following statement contains a magic number: patternBrush = CreateDrawingBrush (0.02' 0.05);  
Magic Number,SurfaceDemo,Window1,F:\newReposMay17\helix-toolkit_helix-toolkit\Source\Examples\WPF\SurfaceDemo\Window1.xaml.cs,CreateDrawingBrush,The following statement contains a magic number: dg.Children.Add (new GeometryDrawing {  	Geometry = new RectangleGeometry (new Rect (0.25' 0.25' 0.5' 0.5))'  	Brush = Brushes.Black  });  
Magic Number,SurfaceDemo,Window1,F:\newReposMay17\helix-toolkit_helix-toolkit\Source\Examples\WPF\SurfaceDemo\Window1.xaml.cs,CreateDrawingBrush,The following statement contains a magic number: dg.Children.Add (new GeometryDrawing {  	Geometry = new RectangleGeometry (new Rect (0.25' 0.25' 0.5' 0.5))'  	Brush = Brushes.Black  });  
Magic Number,SurfaceDemo,Window1,F:\newReposMay17\helix-toolkit_helix-toolkit\Source\Examples\WPF\SurfaceDemo\Window1.xaml.cs,CreateDrawingBrush,The following statement contains a magic number: dg.Children.Add (new GeometryDrawing {  	Geometry = new RectangleGeometry (new Rect (0.25' 0.25' 0.5' 0.5))'  	Brush = Brushes.Black  });  
Magic Number,SurfaceDemo,Window1,F:\newReposMay17\helix-toolkit_helix-toolkit\Source\Examples\WPF\SurfaceDemo\Window1.xaml.cs,CreateDrawingBrush,The following statement contains a magic number: dg.Children.Add (new GeometryDrawing {  	Geometry = new RectangleGeometry (new Rect (0.25' 0.25' 0.5' 0.5))'  	Brush = Brushes.Black  });  
