Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
Camera,16,8,9,2,7,235,17,0,1,0.96,12,5
CastResult,5,10,0,5,10,68,11,0,0,1,2,5
CombinedList,2,7,4,0,7,128,23,0,0,0.86,1,1
FinalList,1,1,0,1,1,78,16,0,0,0,2,2
GridAccelerator,7,7,0,2,4,181,25,0,1,0.69,7,1
IRenderable,0,6,1,0,0,12,6,1,0,0,1,1
Light,3,3,0,3,3,21,3,0,0,1,2,7
Material,15,5,0,15,4,85,10,0,0,0.94,4,11
Maths,17,60,0,17,60,634,74,0,0,0.99,0,14
Matrix4,14,34,0,13,34,480,56,0,1,0.79,1,16
MatrixStack,1,3,1,1,3,26,4,0,0,0,1,2
Mesh,6,8,4,0,8,156,31,0,0,0.9,5,2
NaiveAccelerator,1,2,0,0,2,22,4,0,1,0.5,2,1
NameBase,2,3,1,0,3,25,3,2,0,1,0,0
OctTreeAccelerator,5,7,0,1,4,222,18,0,1,0.8,6,1
Perlin,5,7,0,0,5,317,11,0,0,0,4,2
Point3,16,49,2,16,49,550,62,0,1,0.88,4,33
ProxyRenderItem,2,8,1,1,8,27,8,2,1,0.88,1,5
ProxyTriangle,1,8,0,1,8,47,8,0,1,0.88,4,1
Ray,2,16,6,2,16,118,16,0,0,0.88,3,16
RayTracer,15,3,0,0,3,122,17,0,0,0.64,13,1
RenderItem,1,5,1,1,5,32,5,2,2,1,3,23
RenderWindow,2,4,0,0,1,38,7,0,0,0.75,1,0
Sphere,4,10,0,3,10,102,12,0,3,0.58,6,1
SubList,5,8,2,4,8,103,22,0,0,0.98,0,3
Texture,5,28,0,5,26,316,67,0,0,0.91,4,7
Triangle,3,18,0,0,15,301,34,0,3,0.96,8,3
Utils,0,25,0,0,24,304,63,0,0,0,7,6
ITransformable,0,7,0,0,0,10,7,2,0,0,1,0
CameraPostProcessor,0,2,0,0,2,7,2,1,0,0,3,1
NoisePostProcessor,1,2,0,0,2,15,3,0,1,0,4,0
ParserUtils,2,6,0,2,6,121,28,0,0,1,3,0
AcceleratorWrapper,1,2,0,1,2,22,5,0,0,1,7,1
AcceleratorType,0,0,0,0,0,7,0,0,0,0,0,1
ColorAtMethods,0,4,0,0,4,29,6,0,0,0,2,4
SystemDiagnostics,2,0,0,2,0,5,0,0,0,0,0,0
SplitDimensionHeuristics,0,2,0,0,2,45,6,0,0,0,3,0
VersioningDictionary,3,18,6,0,17,242,35,0,0,0.87,0,2
BSPAccelerator,2,7,0,0,6,223,17,0,1,0.93,5,1
RenderItemDimStartComparator,1,2,0,0,2,21,3,0,0,0,1,1
RenderItemDimStopComparator,1,2,0,0,2,21,3,0,0,0,1,1
RenderItemNormalStartComparator,1,2,0,0,2,21,3,0,0,0.5,2,1
RenderItemNormalStopComparator,1,2,0,0,2,21,3,0,0,0.5,2,1
ImplementedSplitHeuristics,0,2,0,0,2,52,8,0,0,0,5,0
ProxyRenderItemBase,1,1,1,1,1,13,1,1,2,1,1,0
MeshLoaderBase,1,6,1,0,6,33,7,4,1,1,3,0
NormalInterval,3,1,0,3,1,12,1,0,0,1,1,2
Color6,2,7,6,2,7,72,8,0,0,0.43,0,1
Color6Cache65536,3,3,0,3,3,22,3,0,0,0,1,0
IAccelerator,0,1,0,0,0,4,1,4,0,0,1,6
SuperCameraTask,0,0,0,0,0,6,0,0,0,0,0,1
IMixable,0,1,0,0,0,4,1,1,0,0,0,0
VersionMixers,0,1,0,0,1,7,1,0,0,0,0,0
CacheTexture,2,5,2,2,5,60,13,0,1,1,3,1
ColorCache,3,6,0,3,6,57,6,0,0,1,1,2
ColorUtils,14,30,0,14,30,293,44,0,0,0.93,1,4
Color,15,9,5,15,9,162,15,0,0,0.96,0,11
ITexture,0,0,2,0,0,9,0,1,0,0,0,0
Holder,1,0,0,1,0,4,0,0,0,0,0,1
