Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Direct3DInteropSample,MainWindow,C:\repos\grokys_Perspex\samples\interop\Direct3DInteropSample\MainWindow.cs,CreateMesh,The length of the statement  "            _contantBuffer = new Buffer(device' Utilities.SizeOf<Matrix>()' ResourceUsage.Default' BindFlags.ConstantBuffer' CpuAccessFlags.None' ResourceOptionFlags.None' 0); " is 163.
Magic Number,Direct3DInteropSample,MainWindow,C:\repos\grokys_Perspex\samples\interop\Direct3DInteropSample\MainWindow.cs,MainWindow,The following statement contains a magic number: _desc = new SwapChainDescription()              {                  BufferCount = 1'                  ModeDescription =                     new ModeDescription((int)ClientSize.Width' (int)ClientSize.Height'                              new Rational(60' 1)' Format.R8G8B8A8_UNorm)'                  IsWindowed = true'                  OutputHandle = PlatformImpl?.Handle.Handle ?? IntPtr.Zero'                  SampleDescription = new SampleDescription(1' 0)'                  SwapEffect = SwapEffect.Discard'                  Usage = Usage.RenderTargetOutput              };
Magic Number,Direct3DInteropSample,MainWindow,C:\repos\grokys_Perspex\samples\interop\Direct3DInteropSample\MainWindow.cs,MainWindow,The following statement contains a magic number: _d2dContext = new SharpDX.Direct2D1.DeviceContext(_d2dDevice' DeviceContextOptions.None)              {                  DotsPerInch = new Size2F(96' 96)              };
Magic Number,Direct3DInteropSample,MainWindow,C:\repos\grokys_Perspex\samples\interop\Direct3DInteropSample\MainWindow.cs,MainWindow,The following statement contains a magic number: _d2dContext = new SharpDX.Direct2D1.DeviceContext(_d2dDevice' DeviceContextOptions.None)              {                  DotsPerInch = new Size2F(96' 96)              };
Magic Number,Direct3DInteropSample,MainWindow,C:\repos\grokys_Perspex\samples\interop\Direct3DInteropSample\MainWindow.cs,MainWindow,The following statement contains a magic number: _view = Matrix.LookAtLH(new Vector3(0' 0' -5)' new Vector3(0' 0' 0)' Vector3.UnitY);
Magic Number,Direct3DInteropSample,MainWindow,C:\repos\grokys_Perspex\samples\interop\Direct3DInteropSample\MainWindow.cs,HandlePaint,The following statement contains a magic number: var time = 50;
Magic Number,Direct3DInteropSample,MainWindow,C:\repos\grokys_Perspex\samples\interop\Direct3DInteropSample\MainWindow.cs,HandlePaint,The following statement contains a magic number: context.Draw(36' 0);
Magic Number,Direct3DInteropSample,MainWindow,C:\repos\grokys_Perspex\samples\interop\Direct3DInteropSample\MainWindow.cs,CreateMesh,The following statement contains a magic number: var layout = new InputLayout(device' signature' new[]                      {                          new InputElement("POSITION"' 0' Format.R32G32B32A32_Float' 0' 0)'                          new InputElement("COLOR"' 0' Format.R32G32B32A32_Float' 16' 0)                      });
Magic Number,Direct3DInteropSample,MainWindow,C:\repos\grokys_Perspex\samples\interop\Direct3DInteropSample\MainWindow.cs,CreateMesh,The following statement contains a magic number: context.InputAssembler.SetVertexBuffers(0' new VertexBufferBinding(vertices' Utilities.SizeOf<Vector4>() * 2' 0));
Magic Number,Direct3DInteropSample,MainWindow,C:\repos\grokys_Perspex\samples\interop\Direct3DInteropSample\MainWindow.cs,Resize,The following statement contains a magic number: using (var dxgiBackBuffer = _swapChain.GetBackBuffer<Surface>(0))              {                  _d2dRenderTarget = new RenderTarget(AvaloniaLocator.Current.GetService<SharpDX.Direct2D1.Factory>()                      ' dxgiBackBuffer' new RenderTargetProperties                      {                          DpiX = 96'                          DpiY = 96'                          Type = RenderTargetType.Default'                          PixelFormat = new PixelFormat(Format.Unknown' AlphaMode.Premultiplied)                      });              }
Magic Number,Direct3DInteropSample,MainWindow,C:\repos\grokys_Perspex\samples\interop\Direct3DInteropSample\MainWindow.cs,Resize,The following statement contains a magic number: using (var dxgiBackBuffer = _swapChain.GetBackBuffer<Surface>(0))              {                  _d2dRenderTarget = new RenderTarget(AvaloniaLocator.Current.GetService<SharpDX.Direct2D1.Factory>()                      ' dxgiBackBuffer' new RenderTargetProperties                      {                          DpiX = 96'                          DpiY = 96'                          Type = RenderTargetType.Default'                          PixelFormat = new PixelFormat(Format.Unknown' AlphaMode.Premultiplied)                      });              }
