Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
Body,1,11,24,1,10,273,11,0,0,1,2,6
Holding,1,2,4,0,0,47,2,0,0,1,1,1
LeapVector3,1,5,0,1,3,35,5,0,0,0.2,1,2
LeapQuaternion,1,5,0,1,3,39,5,0,0,0.2,1,1
LeapTransform,3,5,0,3,3,32,5,0,0,0.2,3,5
Native,0,30,0,0,30,256,31,0,0,0,0,8
Scene,15,16,12,5,9,226,25,0,0,0.97,4,3
Shape,1,9,3,0,8,88,9,0,0,1,3,3
LeapInteraction,30,5,0,29,1,163,38,0,0,0.83,2,3
AddRemoveBodyUtil,2,3,1,2,3,76,13,0,0,1,6,2
HandViewer,4,6,1,2,5,115,20,0,0,0.92,6,2
TransformSyncUtil,0,13,0,0,3,217,37,0,0,0,5,2
UnityUtil,15,7,1,14,6,97,13,0,0,0,6,2
UnityVectorExtension,2,4,0,2,2,28,4,0,0,0.75,0,0
UnityMatrixExtension,3,2,0,3,2,16,2,0,0,0,0,0
ovrVector2i,1,1,0,1,1,10,1,0,0,0,0,3
ovrSizei,1,1,0,1,1,10,1,0,0,0,0,6
ovrRecti,2,0,0,2,0,6,0,0,0,0,2,3
ovrQuatf,1,1,0,1,1,12,1,0,0,0,0,1
ovrVector2f,1,1,0,1,1,10,1,0,0,0,0,3
ovrVector3f,1,1,0,1,1,11,1,0,0,0,0,4
ovrMatrix4f,1,1,0,1,1,34,1,0,0,1,1,1
ovrMatrix4f_Raw,16,0,0,16,0,20,0,0,0,0,0,2
ovrPosef,2,1,0,2,1,11,1,0,0,0,2,3
ovrPoseStatef,6,0,0,6,0,11,0,0,0,0,2,1
ovrFovPort,4,0,0,4,0,8,0,0,0,0,0,4
ovrHmdType,0,0,0,0,0,9,0,0,0,0,0,2
ovrHmdCaps,0,0,0,0,0,30,0,0,0,0,0,0
ovrTrackingCaps,0,0,0,0,0,13,0,0,0,0,0,0
ovrDistortionCaps,0,0,0,0,0,19,0,0,0,0,0,0
ovrEyeType,0,0,0,0,0,6,0,0,0,0,0,4
ovrHmdDesc,23,1,0,23,0,80,1,0,0,1,6,1
ovrHmdDesc_Raw,26,0,0,26,0,37,0,0,0,0,4,2
ovrStatusBits,0,0,0,0,0,13,0,0,0,0,0,0
ovrSensorData,5,0,0,5,0,13,0,0,0,0,1,1
ovrTrackingState,5,0,0,5,0,19,0,0,0,0,3,0
ovrFrameTiming,6,1,0,6,0,37,1,0,0,1,1,1
ovrFrameTiming_Raw,7,0,0,7,0,12,0,0,0,0,0,2
ovrEyeRenderDesc,5,0,0,0,0,12,0,0,0,0,5,1
ovrRenderAPIType,0,0,0,0,0,11,0,0,0,0,0,2
ovrRenderAPIConfigHeader,3,0,0,3,0,7,0,0,0,0,2,2
ovrRenderAPIConfig,2,1,0,2,0,20,1,0,0,1,2,1
ovrRenderAPIConfig_Raw,9,0,0,9,0,13,0,0,0,0,1,1
ovrTextureHeader,3,0,0,3,0,8,0,0,0,0,3,2
ovrTexture,2,1,0,2,0,20,1,0,0,1,2,0
ovrTexture_Raw,9,0,0,9,0,13,0,0,0,0,1,1
ovrDistortionVertex,6,0,0,6,0,13,0,0,0,0,1,1
ovrDistortionMesh,4,1,0,4,0,30,3,0,0,0.5,2,1
ovrDistortionMesh_Raw,4,0,0,4,0,8,0,0,0,0,0,2
ovrHSWDisplayState,3,0,0,3,0,12,0,0,0,0,0,1
Hmd,17,83,0,15,41,496,84,0,0,0.95,18,0
