Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,eZet.EveLib.EveXmlModule,Image,D:\research\architectureSmells\repos\ezet_evelib\EveLib.EveXml\Image.cs,requestImageAsync,The method has 5 parameters. Parameters: relUri' id' size' extension' path
Long Statement,eZet.EveLib.EveXmlModule.RequestHandlers,EveXmlRequestHandler,D:\research\architectureSmells\repos\ezet_evelib\EveLib.EveXml\RequestHandlers\EveXmlRequestHandler.cs,RequestAsync,The length of the statement  "                    throw new EveXmlException("Kill log exhausted (You can only fetch kills that are less than a month old)"' 119' new WebException("Unknown"' null' WebExceptionStatus.UnknownError' response)); " is 189.
Magic Number,eZet.EveLib.EveXmlModule,Character,D:\research\architectureSmells\repos\ezet_evelib\EveLib.EveXml\Character.cs,GetWalletJournalUntilAsync,The following statement contains a magic number: var res = await GetWalletJournalAsync(2560' fromId).ConfigureAwait(false);
Magic Number,eZet.EveLib.EveXmlModule,Character,D:\research\architectureSmells\repos\ezet_evelib\EveLib.EveXml\Character.cs,GetWalletJournalUntilAsync,The following statement contains a magic number: res = await GetWalletJournalAsync(2560' sortedList.Last().RefId).ConfigureAwait(false);
Magic Number,eZet.EveLib.EveXmlModule,Character,D:\research\architectureSmells\repos\ezet_evelib\EveLib.EveXml\Character.cs,GetWalletTransactionsUntilAsync,The following statement contains a magic number: var res =                  await GetWalletTransactionsAsync(2560' fromId).ConfigureAwait(false);
Magic Number,eZet.EveLib.EveXmlModule,Character,D:\research\architectureSmells\repos\ezet_evelib\EveLib.EveXml\Character.cs,GetWalletTransactionsUntilAsync,The following statement contains a magic number: res = await GetWalletTransactionsAsync(2560' sortedList.Last().TransactionId).ConfigureAwait(false);
Magic Number,eZet.EveLib.EveXmlModule,Corporation,D:\research\architectureSmells\repos\ezet_evelib\EveLib.EveXml\Corporation.cs,GetWalletJournalUntilAsync,The following statement contains a magic number: var res =                  await GetWalletJournalAsync(division' 2560' fromId).ConfigureAwait(false);
Magic Number,eZet.EveLib.EveXmlModule,Corporation,D:\research\architectureSmells\repos\ezet_evelib\EveLib.EveXml\Corporation.cs,GetWalletJournalUntilAsync,The following statement contains a magic number: res = await GetWalletJournalAsync(division' 2560' sortedList.Last().RefId).ConfigureAwait(false);
Magic Number,eZet.EveLib.EveXmlModule,Corporation,D:\research\architectureSmells\repos\ezet_evelib\EveLib.EveXml\Corporation.cs,GetWalletTransactionsUntilAsync,The following statement contains a magic number: var res =                  await GetWalletTransactionsAsync(division' 2560' fromId).ConfigureAwait(false);
Magic Number,eZet.EveLib.EveXmlModule,Corporation,D:\research\architectureSmells\repos\ezet_evelib\EveLib.EveXml\Corporation.cs,GetWalletTransactionsUntilAsync,The following statement contains a magic number: res =                      await                          GetWalletTransactionsAsync(division' 2560' sortedList.Last().TransactionId)                              .ConfigureAwait(false);
Magic Number,eZet.EveLib.EveXmlModule.RequestHandlers,EveXmlRequestHandler,D:\research\architectureSmells\repos\ezet_evelib\EveLib.EveXml\RequestHandlers\EveXmlRequestHandler.cs,RequestAsync,The following statement contains a magic number: throw new EveXmlException("Kill log exhausted (You can only fetch kills that are less than a month old)"' 119' new WebException("Unknown"' null' WebExceptionStatus.UnknownError' response));
