Implementation smell,Namespace,Class,File,Method,Description
Long Method,Voron.Impl.Backup,IncrementalBackup,D:\research\architectureSmells\repos\ayende_raven.voron\Voron\Impl\Backup\IncrementalBackup.cs,ToFile,The method has 109 lines of code.
Long Method,Voron.Util,LZ4,D:\research\architectureSmells\repos\ayende_raven.voron\Voron\Util\LZ4.cs,LZ4_compressCtx_64,The method has 183 lines of code.
Long Method,Voron.Util,LZ4,D:\research\architectureSmells\repos\ayende_raven.voron\Voron\Util\LZ4.cs,LZ4_compress64kCtx_64,The method has 184 lines of code.
Long Method,Voron.Util,LZ4,D:\research\architectureSmells\repos\ayende_raven.voron\Voron\Util\LZ4.cs,LZ4_uncompress_64,The method has 108 lines of code.
Long Method,Voron.Util,LZ4,D:\research\architectureSmells\repos\ayende_raven.voron\Voron\Util\LZ4.cs,LZ4_uncompress_unknownOutputSize_64,The method has 118 lines of code.
Complex Method,Voron.Debugging,DebugStuff,D:\research\architectureSmells\repos\ayende_raven.voron\Voron\Debugging\DebugStuff.cs,HasDuplicateBranchReferences,Cyclomatic complexity of the method is 8
Complex Method,Voron.Debugging,TreeDumper,D:\research\architectureSmells\repos\ayende_raven.voron\Voron\Debugging\TreeDumper.cs,DumpHumanReadable,Cyclomatic complexity of the method is 9
Complex Method,Voron.Debugging,TreeDumper,D:\research\architectureSmells\repos\ayende_raven.voron\Voron\Debugging\TreeDumper.cs,Dump,Cyclomatic complexity of the method is 11
Complex Method,Voron.Impl.Backup,FullBackup,D:\research\architectureSmells\repos\ayende_raven.voron\Voron\Impl\Backup\FullBackup.cs,ToFile,Cyclomatic complexity of the method is 8
Complex Method,Voron.Impl.Backup,IncrementalBackup,D:\research\architectureSmells\repos\ayende_raven.voron\Voron\Impl\Backup\IncrementalBackup.cs,ToFile,Cyclomatic complexity of the method is 12
Complex Method,Voron.Impl,TransactionMergingWriter,D:\research\architectureSmells\repos\ayende_raven.voron\Voron\Impl\TransactionMergingWriter.cs,HandleOperations,Cyclomatic complexity of the method is 8
Complex Method,Voron.Impl,WriteBatch,D:\research\architectureSmells\repos\ayende_raven.voron\Voron\Impl\WriteBatch.cs,TryGetValue,Cyclomatic complexity of the method is 8
Complex Method,Voron.Impl,WriteBatch,D:\research\architectureSmells\repos\ayende_raven.voron\Voron\Impl\WriteBatch.cs,AddOperation,Cyclomatic complexity of the method is 9
Complex Method,Voron.Impl,Transaction,D:\research\architectureSmells\repos\ayende_raven.voron\Voron\Impl\Transaction.cs,Commit,Cyclomatic complexity of the method is 8
Complex Method,Voron.Impl.Journal,JournalReader,D:\research\architectureSmells\repos\ayende_raven.voron\Voron\Impl\Journal\JournalReader.cs,ValidateHeader,Cyclomatic complexity of the method is 8
Complex Method,Voron.Impl.Journal,WriteAheadJournal,D:\research\architectureSmells\repos\ayende_raven.voron\Voron\Impl\Journal\WriteAheadJournal.cs,RecoverDatabase,Cyclomatic complexity of the method is 12
