Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,DotNetOpenAuth.OAuth.ChannelElements,OAuthServiceProviderChannel,F:\newReposMay17\DotNetOpenAuth_DotNetOpenAuth\src\DotNetOpenAuth.OAuth.ServiceProvider\OAuth\ChannelElements\OAuthServiceProviderChannel.cs,OAuthServiceProviderChannel,The method has 6 parameters.
Long Identifier,DotNetOpenAuth.OAuth.ChannelElements,OAuthServiceProviderChannel,F:\newReposMay17\DotNetOpenAuth_DotNetOpenAuth\src\DotNetOpenAuth.OAuth.ServiceProvider\OAuth\ChannelElements\OAuthServiceProviderChannel.cs,InitializeBindingElements,The length of the parameter serviceProviderSecuritySettings is 31.
Long Statement,DotNetOpenAuth,OAuthReporting,F:\newReposMay17\DotNetOpenAuth_DotNetOpenAuth\src\DotNetOpenAuth.OAuth.ServiceProvider\OAuthReporting.cs,RecordFeatureAndDependencyUse,The length of the statement  "		builder.Append (service.UserAuthorizationEndpoint != null ? service.UserAuthorizationEndpoint.Location.AbsoluteUri : string.Empty); " is 131.
Long Statement,DotNetOpenAuth.OAuth.ChannelElements,RsaSha1ServiceProviderSigningBindingElement,F:\newReposMay17\DotNetOpenAuth_DotNetOpenAuth\src\DotNetOpenAuth.OAuth.ServiceProvider\OAuth\ChannelElements\RsaSha1ServiceProviderSigningBindingElement.cs,IsSignatureValid,The length of the statement  "	ErrorUtilities.VerifyInternal (this.tokenManager != null' "No token manager available for fetching Consumer public certificates."); " is 131.
Long Statement,DotNetOpenAuth.OAuth.ChannelElements,RsaSha1ServiceProviderSigningBindingElement,F:\newReposMay17\DotNetOpenAuth_DotNetOpenAuth\src\DotNetOpenAuth.OAuth.ServiceProvider\OAuth\ChannelElements\RsaSha1ServiceProviderSigningBindingElement.cs,IsSignatureValid,The length of the statement  "	string signatureBaseString = ConstructSignatureBaseString (message' this.Channel.MessageDescriptions.GetAccessor (message)); " is 124.
Long Statement,DotNetOpenAuth.OAuth.ChannelElements,RsaSha1ServiceProviderSigningBindingElement,F:\newReposMay17\DotNetOpenAuth_DotNetOpenAuth\src\DotNetOpenAuth.OAuth.ServiceProvider\OAuth\ChannelElements\RsaSha1ServiceProviderSigningBindingElement.cs,IsSignatureValid,The length of the statement  "		Logger.Signatures.WarnFormat ("Incoming message from consumer '{0}' could not be matched with an appropriate X.509 certificate for signature verification."' message.ConsumerKey); " is 178.
Long Statement,DotNetOpenAuth.OAuth.ChannelElements,TokenHandlingBindingElement,F:\newReposMay17\DotNetOpenAuth_DotNetOpenAuth\src\DotNetOpenAuth.OAuth.ServiceProvider\OAuth\ChannelElements\TokenHandlingBindingElement.cs,ProcessIncomingMessageAsync,The length of the statement  "			ErrorUtilities.VerifyProtocol (string.Equals (authorizedTokenRequest.VerificationCode' expectedVerifier' StringComparison.Ordinal)' OAuthStrings.IncorrectVerifier); " is 164.
Long Statement,DotNetOpenAuth.OAuth.ChannelElements,TokenHandlingBindingElement,F:\newReposMay17\DotNetOpenAuth_DotNetOpenAuth\src\DotNetOpenAuth.OAuth.ServiceProvider\OAuth\ChannelElements\TokenHandlingBindingElement.cs,VerifyThrowTokenNotExpired,The length of the statement  "			Logger.OAuth.ErrorFormat ("OAuth access token {0} rejected because it expired at {1}' and it is now {2}."' token.Token' token.ExpirationDate.Value' DateTime.Now); " is 162.
Long Statement,DotNetOpenAuth.OAuth.ChannelElements,TokenHandlingBindingElement,F:\newReposMay17\DotNetOpenAuth_DotNetOpenAuth\src\DotNetOpenAuth.OAuth.ServiceProvider\OAuth\ChannelElements\TokenHandlingBindingElement.cs,VerifyThrowTokenTimeToLive,The length of the statement  "	ErrorUtilities.VerifyInternal (!(message is AccessProtectedResourceRequest)' "We shouldn't be verifying TTL on access tokens."); " is 128.
Long Statement,DotNetOpenAuth.OAuth.ChannelElements,TokenHandlingBindingElement,F:\newReposMay17\DotNetOpenAuth_DotNetOpenAuth\src\DotNetOpenAuth.OAuth.ServiceProvider\OAuth\ChannelElements\TokenHandlingBindingElement.cs,VerifyThrowTokenTimeToLive,The length of the statement  "			Logger.OAuth.ErrorFormat ("OAuth request token {0} rejected because it was originally issued at {1}' expired at {2}' and it is now {3}."' token.Token' token.CreatedOn' token.CreatedOn + ttl' DateTime.Now); " is 205.
Long Statement,DotNetOpenAuth.OAuth,ServiceProvider,F:\newReposMay17\DotNetOpenAuth_DotNetOpenAuth\src\DotNetOpenAuth.OAuth.ServiceProvider\OAuth\ServiceProvider.cs,GetHttpApplicationStore,The length of the statement  "		ErrorUtilities.VerifyOperation (HttpContext.Current != null' Strings.StoreRequiredWhenNoHttpContextAvailable' typeof(INonceStore).Name); " is 136.
Long Statement,DotNetOpenAuth.OAuth,ServiceProvider,F:\newReposMay17\DotNetOpenAuth_DotNetOpenAuth\src\DotNetOpenAuth.OAuth.ServiceProvider\OAuth\ServiceProvider.cs,GetHttpApplicationStore,The length of the statement  "				context.Application [ApplicationStoreKey] = store = new MemoryNonceStore (StandardExpirationBindingElement.MaximumMessageAge); " is 126.
Long Statement,DotNetOpenAuth.OAuth,ServiceProvider,F:\newReposMay17\DotNetOpenAuth_DotNetOpenAuth\src\DotNetOpenAuth.OAuth.ServiceProvider\OAuth\ServiceProvider.cs,ReadRequestAsync,The length of the statement  "	return this.ReadRequestAsync ((request ?? this.Channel.GetRequestFromContext ()).AsHttpRequestMessage ()' cancellationToken); " is 125.
Long Statement,DotNetOpenAuth.OAuth,ServiceProvider,F:\newReposMay17\DotNetOpenAuth_DotNetOpenAuth\src\DotNetOpenAuth.OAuth.ServiceProvider\OAuth\ServiceProvider.cs,ReadTokenRequestAsync,The length of the statement  "	return this.ReadTokenRequestAsync ((request ?? this.channel.GetRequestFromContext ()).AsHttpRequestMessage ()' cancellationToken); " is 130.
Long Statement,DotNetOpenAuth.OAuth,ServiceProvider,F:\newReposMay17\DotNetOpenAuth_DotNetOpenAuth\src\DotNetOpenAuth.OAuth.ServiceProvider\OAuth\ServiceProvider.cs,ReadTokenRequestAsync,The length of the statement  "		ErrorUtilities.VerifyProtocol (message.Version >= Protocol.Lookup (this.SecuritySettings.MinimumRequiredOAuthVersion).Version' OAuthStrings.MinimumConsumerVersionRequirementNotMet' this.SecuritySettings.MinimumRequiredOAuthVersion' message.Version); " is 249.
Long Statement,DotNetOpenAuth.OAuth,ServiceProvider,F:\newReposMay17\DotNetOpenAuth_DotNetOpenAuth\src\DotNetOpenAuth.OAuth.ServiceProvider\OAuth\ServiceProvider.cs,PrepareAuthorizationResponse,The length of the statement  "		authorization.VerificationCode = CreateVerificationCode (VerificationCodeFormat.IncludedInCallback' VerifierCodeLength); " is 120.
Long Statement,DotNetOpenAuth.OAuth,ServiceProvider,F:\newReposMay17\DotNetOpenAuth_DotNetOpenAuth\src\DotNetOpenAuth.OAuth.ServiceProvider\OAuth\ServiceProvider.cs,PrepareAccessTokenMessage,The length of the statement  "	ErrorUtilities.VerifyProtocol (this.TokenManager.IsRequestTokenAuthorized (request.RequestToken)' OAuthStrings.AccessTokenNotAuthorized' request.RequestToken); " is 159.
Long Statement,DotNetOpenAuth.OAuth,ServiceProvider,F:\newReposMay17\DotNetOpenAuth_DotNetOpenAuth\src\DotNetOpenAuth.OAuth.ServiceProvider\OAuth\ServiceProvider.cs,PrepareAccessTokenMessage,The length of the statement  "	this.TokenManager.ExpireRequestTokenAndStoreNewAccessToken (request.ConsumerKey' request.RequestToken' accessToken' tokenSecret); " is 129.
Long Statement,DotNetOpenAuth.OAuth,ServiceProvider,F:\newReposMay17\DotNetOpenAuth_DotNetOpenAuth\src\DotNetOpenAuth.OAuth.ServiceProvider\OAuth\ServiceProvider.cs,ReadProtectedResourceAuthorizationAsync,The length of the statement  "	var accessMessage = await this.Channel.TryReadFromRequestAsync<AccessProtectedResourceRequest> (request' cancellationToken); " is 124.
Long Statement,DotNetOpenAuth.OAuth,ServiceProvider,F:\newReposMay17\DotNetOpenAuth_DotNetOpenAuth\src\DotNetOpenAuth.OAuth.ServiceProvider\OAuth\ServiceProvider.cs,ReadProtectedResourceAuthorizationAsync,The length of the statement  "			throw new ProtocolException (string.Format (CultureInfo.CurrentCulture' OAuthStrings.BadAccessTokenInProtectedResourceRequest' accessMessage.AccessToken)); " is 155.
Long Statement,DotNetOpenAuth.OAuth,ServiceProviderHostDescription,F:\newReposMay17\DotNetOpenAuth_DotNetOpenAuth\src\DotNetOpenAuth.OAuth.ServiceProvider\OAuth\ServiceProviderHostDescription.cs,CreateTamperProtectionElement,The length of the statement  "	return new SigningBindingElementChain (this.TamperProtectionElements.Select (el => (ITamperProtectionChannelBindingElement)el.Clone ()).ToArray ()); " is 148.
