Implementation smell,Namespace,Class,File,Method,Description
Long Statement,simpleray,Sphere,D:\research\architectureSmells\repos1\sq_JSIL\Examples\SimplePathtracer.cs,Intersect,The length of the statement  "            float v = lightFromOrigin.Dot(ray.direction);                   // cos of angle between dirs from origin to us and from origin to where the ray's pointing " is 154.
Long Statement,simpleray,Sphere,D:\research\architectureSmells\repos1\sq_JSIL\Examples\SimplePathtracer.cs,Intersect,The length of the statement  "            float hitDistance = radius * radius + v * v - lightFromOrigin.x * lightFromOrigin.x - lightFromOrigin.y * lightFromOrigin.y - lightFromOrigin.z * lightFromOrigin.z; " is 164.
Long Statement,simpleray,Sphere,D:\research\architectureSmells\repos1\sq_JSIL\Examples\SimplePathtracer.cs,Intersect,The length of the statement  "            if (hitDistance < 0)                                            // no hit (do this check now before bothering to do the sqrt below) " is 131.
Long Statement,simpleray,Renderer,D:\research\architectureSmells\repos1\sq_JSIL\Examples\SimplePathtracer.cs,Trace,The length of the statement  "            Vector3f reflectionDirection = (u * (float)Math.Cos(r1) * r2s  +  v * (float)Math.Sin(r1) * r2s  +  surfaceNormal * (float)Math.Sqrt(1 - r2)); " is 142.
Magic Number,simpleray,Vector3f,D:\research\architectureSmells\repos1\sq_JSIL\Examples\SimplePathtracer.cs,ReflectIn,The following statement contains a magic number: Vector3f reflectedDir = normal * (2.0f * negVector.Dot(normal)) - negVector;
Magic Number,simpleray,Renderer,D:\research\architectureSmells\repos1\sq_JSIL\Examples\SimplePathtracer.cs,Main,The following statement contains a magic number: random = new Random(45734);
Magic Number,simpleray,Renderer,D:\research\architectureSmells\repos1\sq_JSIL\Examples\SimplePathtracer.cs,Main,The following statement contains a magic number: Sphere s = new Sphere(new Vector3f(-2.0f' 2.0f' 0)' 1.0f' Color.FromArgb(255' 127' 0' 0));
Magic Number,simpleray,Renderer,D:\research\architectureSmells\repos1\sq_JSIL\Examples\SimplePathtracer.cs,Main,The following statement contains a magic number: Sphere s = new Sphere(new Vector3f(-2.0f' 2.0f' 0)' 1.0f' Color.FromArgb(255' 127' 0' 0));
Magic Number,simpleray,Renderer,D:\research\architectureSmells\repos1\sq_JSIL\Examples\SimplePathtracer.cs,Main,The following statement contains a magic number: Sphere s = new Sphere(new Vector3f(-2.0f' 2.0f' 0)' 1.0f' Color.FromArgb(255' 127' 0' 0));
Magic Number,simpleray,Renderer,D:\research\architectureSmells\repos1\sq_JSIL\Examples\SimplePathtracer.cs,Main,The following statement contains a magic number: Sphere s = new Sphere(new Vector3f(-2.0f' 2.0f' 0)' 1.0f' Color.FromArgb(255' 127' 0' 0));
Magic Number,simpleray,Renderer,D:\research\architectureSmells\repos1\sq_JSIL\Examples\SimplePathtracer.cs,Main,The following statement contains a magic number: s = new Sphere(new Vector3f(0' 2.0f' 0)' 1.0f' Color.OldLace);
