Implementation smell,Namespace,Class,File,Method,Description
Complex Method,Fclp.Internals.Parsing,CommandLineOptionGrouper,D:\research\architectureSmells\repos\fclp_fluent-command-line-parser\FluentCommandLineParser\Internals\Parsing\CommandLineOptionGrouper.cs,GroupArgumentsByOption,Cyclomatic complexity of the method is 9
Complex Method,Fclp.Internals.Parsing.OptionParsers,CommandLineOptionParserFactory,D:\research\architectureSmells\repos\fclp_fluent-command-line-parser\FluentCommandLineParser\Internals\Parsing\OptionParsers\CommandLineOptionParserFactory.cs,TryAddAsSpecialParser,Cyclomatic complexity of the method is 10
Complex Method,Fclp.Internals.Validators,NoDuplicateOptionValidator,D:\research\architectureSmells\repos\fclp_fluent-command-line-parser\FluentCommandLineParser\Internals\Validators\NoDuplicateOptionValidator.cs,Validate,Cyclomatic complexity of the method is 8
Long Statement,Fclp,CommandLineCommand<TBuildType>,D:\research\architectureSmells\repos\fclp_fluent-command-line-parser\FluentCommandLineParser\CommandLineCommand.cs,SetupInternal,The length of the statement  "            OptionValidator.Validate(argOption' Parser.IsCaseSensitive ? StringComparison.CurrentCulture : StringComparison.CurrentCultureIgnoreCase); " is 138.
Long Statement,Fclp,FluentCommandLineParser,D:\research\architectureSmells\repos\fclp_fluent-command-line-parser\FluentCommandLineParser\FluentCommandLineParser.cs,SetupInternal,The length of the statement  "			OptionValidator.Validate(argOption' IsCaseSensitive ? StringComparison.CurrentCulture : StringComparison.CurrentCultureIgnoreCase); " is 131.
Long Statement,Fclp,FluentCommandLineParser,D:\research\architectureSmells\repos\fclp_fluent-command-line-parser\FluentCommandLineParser\FluentCommandLineParser.cs,ParseOptions,The length of the statement  "	        foreach (var match in ParseSequence == ParseSequence.SameAsSetup ? matchedOptions.OrderBy(o => o.SetupOrder) : matchedOptions.OrderBy(o => o.Order)) " is 148.
Long Statement,Fclp,FluentCommandLineParser,D:\research\architectureSmells\repos\fclp_fluent-command-line-parser\FluentCommandLineParser\FluentCommandLineParser.cs,ParseOptions,The length of the statement  "	        parsedOptions.Where(item => !matchedOptions.Contains(item)).ForEach(item => result.AdditionalOptionsFound.Add(new KeyValuePair<string' string>(item.Key' item.Value))); " is 167.
Long Statement,Fclp.Internals.Parsing.OptionParsers,DoubleCommandLineOptionParser,D:\research\architectureSmells\repos\fclp_fluent-command-line-parser\FluentCommandLineParser\Internals\Parsing\OptionParsers\DoubleCommandLineOptionParser.cs,CanParse,The length of the statement  "            return double.TryParse(parsedOption.Value' System.Globalization.NumberStyles.Number' CultureInfo.InvariantCulture' out result); " is 127.
Long Statement,Fclp.Internals.Validators,OptionNameValidator,D:\research\architectureSmells\repos\fclp_fluent-command-line-parser\FluentCommandLineParser\Internals\Validators\OptionNameValidator.cs,ValidateLongName,The length of the statement  "				ThrowInvalid(longName' "Long names must be longer than a single character. Single characters are reserved for short options only."); " is 132.
Magic Number,Fclp.Internals.Parsing,OptionArgumentParser,D:\research\architectureSmells\repos\fclp_fluent-command-line-parser\FluentCommandLineParser\Internals\Parsing\OptionArgumentParser.cs,TryGetArgumentFromKey,The following statement contains a magic number: var split = option.Key.Split(_specialCharacters.ValueAssignments' 2' StringSplitOptions.RemoveEmptyEntries);
Magic Number,Fclp.Internals.Parsing,ParsedOption,D:\research\architectureSmells\repos\fclp_fluent-command-line-parser\FluentCommandLineParser\Internals\Parsing\ParsedOption.cs,GetHashCode,The following statement contains a magic number: return ((Key != null ? Key.GetHashCode() : 0)*397) ^ (Value != null ? Value.GetHashCode() : 0);
Magic Number,Fclp.Internals.Extensions,UsefulExtension,D:\research\architectureSmells\repos\fclp_fluent-command-line-parser\FluentCommandLineParser\Internals\Extensions\UsefulExtension.cs,RemoveAnyWrappingDoubleQuotes,The following statement contains a magic number: return str.Substring(1' str.Length - 2);
