Implementation smell,Namespace,Class,File,Method,Description
Long Statement,ZendeskApi.Acceptance,OrganizationFeature,D:\newReposJune17\justeat_ZendeskApiClient\src\ZendeskApi.Acceptance\Organization.feature.cs,FeatureSetup,The length of the statement  "	TechTalk.SpecFlow.FeatureInfo featureInfo = new TechTalk.SpecFlow.FeatureInfo (new System.Globalization.CultureInfo ("en-US")' "Organization"' "In order to manage organizations\nAs an api comsumer\nI want to be able to get' get" + "all' put' post and delete"' ProgrammingLanguage.CSharp' ((string[])(null))); " is 308.
Long Statement,ZendeskApi.Acceptance,OrganizationFeature,D:\newReposJune17\justeat_ZendeskApiClient\src\ZendeskApi.Acceptance\Organization.feature.cs,WhenICanPostAndGetAnOrganisation,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("When I can post and get an organisation"' ((string[])(null))); " is 145.
Long Statement,ZendeskApi.Acceptance,OrganizationFeature,D:\newReposJune17\justeat_ZendeskApiClient\src\ZendeskApi.Acceptance\Organization.feature.cs,WhenICanPostAndGetAnOrganisation,The length of the statement  "	testRunner.Given ("an organization in Zendesk with the name \'The Cheese Factory\'"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Given "); " is 148.
Long Statement,ZendeskApi.Acceptance,OrganizationFeature,D:\newReposJune17\justeat_ZendeskApiClient\src\ZendeskApi.Acceptance\Organization.feature.cs,WhenICanPostAndGetAnOrganisation,The length of the statement  "	testRunner.When ("I call get by id on the ZendeskApiClient"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "When "); " is 123.
Long Statement,ZendeskApi.Acceptance,OrganizationFeature,D:\newReposJune17\justeat_ZendeskApiClient\src\ZendeskApi.Acceptance\Organization.feature.cs,WhenICanPostAndGetAnOrganisation,The length of the statement  "	testRunner.Then ("I get an Organization from Zendesk with the name \'The Cheese Factory\'"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 154.
Long Statement,ZendeskApi.Acceptance,OrganizationFeature,D:\newReposJune17\justeat_ZendeskApiClient\src\ZendeskApi.Acceptance\Organization.feature.cs,WhenICallPutIAmAbleToUpdateAnOrganisations,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("When I call Put I am able to update an organisations"' ((string[])(null))); " is 158.
Long Statement,ZendeskApi.Acceptance,OrganizationFeature,D:\newReposJune17\justeat_ZendeskApiClient\src\ZendeskApi.Acceptance\Organization.feature.cs,WhenICallPutIAmAbleToUpdateAnOrganisations,The length of the statement  "	testRunner.Given ("an organization in Zendesk with the name \'Coffee Hour\'"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Given "); " is 141.
Long Statement,ZendeskApi.Acceptance,OrganizationFeature,D:\newReposJune17\justeat_ZendeskApiClient\src\ZendeskApi.Acceptance\Organization.feature.cs,WhenICallPutIAmAbleToUpdateAnOrganisations,The length of the statement  "	testRunner.When ("I update the organization with the name \'The Cheese Factory\'"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "When "); " is 145.
Long Statement,ZendeskApi.Acceptance,OrganizationFeature,D:\newReposJune17\justeat_ZendeskApiClient\src\ZendeskApi.Acceptance\Organization.feature.cs,WhenICallPutIAmAbleToUpdateAnOrganisations,The length of the statement  "	testRunner.And ("I call get by id on the ZendeskApiClient"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 121.
Long Statement,ZendeskApi.Acceptance,OrganizationFeature,D:\newReposJune17\justeat_ZendeskApiClient\src\ZendeskApi.Acceptance\Organization.feature.cs,WhenICallPutIAmAbleToUpdateAnOrganisations,The length of the statement  "	testRunner.Then ("I get an Organization from Zendesk with the name \'The Cheese Factory\'"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 154.
Long Statement,ZendeskApi.Acceptance,OrganizationFeature,D:\newReposJune17\justeat_ZendeskApiClient\src\ZendeskApi.Acceptance\Organization.feature.cs,WhenICallDeleteTheOrganisationsIsDeletedFromZendesk,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("When I call Delete the organisations is deleted from zendesk"' ((string[])(null))); " is 166.
Long Statement,ZendeskApi.Acceptance,OrganizationFeature,D:\newReposJune17\justeat_ZendeskApiClient\src\ZendeskApi.Acceptance\Organization.feature.cs,WhenICallDeleteTheOrganisationsIsDeletedFromZendesk,The length of the statement  "	testRunner.Given ("an organization in Zendesk with the name \'The Cheese Factory\'"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Given "); " is 148.
Long Statement,ZendeskApi.Acceptance,OrganizationFeature,D:\newReposJune17\justeat_ZendeskApiClient\src\ZendeskApi.Acceptance\Organization.feature.cs,WhenICallDeleteTheOrganisationsIsDeletedFromZendesk,The length of the statement  "	testRunner.When ("I call delete by id on the ZendeskApiClient"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "When "); " is 126.
Long Statement,ZendeskApi.Acceptance,OrganizationFeature,D:\newReposJune17\justeat_ZendeskApiClient\src\ZendeskApi.Acceptance\Organization.feature.cs,WhenICallDeleteTheOrganisationsIsDeletedFromZendesk,The length of the statement  "	testRunner.Then ("the Organization is no longer in zendesk"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 123.
Long Statement,ZendeskApi.Acceptance,OrganizationFeature,D:\newReposJune17\justeat_ZendeskApiClient\src\ZendeskApi.Acceptance\Organization.feature.cs,WhenICanPostAndSearchForAnOrganisationByExternalId,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("When I can post and search for an organisation by externalId"' ((string[])(null))); " is 166.
Long Statement,ZendeskApi.Acceptance,OrganizationFeature,D:\newReposJune17\justeat_ZendeskApiClient\src\ZendeskApi.Acceptance\Organization.feature.cs,WhenICanPostAndSearchForAnOrganisationByExternalId,The length of the statement  "	testRunner.Given ("an organization in Zendesk with the name \'The Cheese Factory\'"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Given "); " is 148.
Long Statement,ZendeskApi.Acceptance,OrganizationFeature,D:\newReposJune17\justeat_ZendeskApiClient\src\ZendeskApi.Acceptance\Organization.feature.cs,WhenICanPostAndSearchForAnOrganisationByExternalId,The length of the statement  "	testRunner.When ("I call search by external ids on the ZendeskApiClient"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "When "); " is 136.
Long Statement,ZendeskApi.Acceptance,OrganizationFeature,D:\newReposJune17\justeat_ZendeskApiClient\src\ZendeskApi.Acceptance\Organization.feature.cs,WhenICanPostAndSearchForAnOrganisationByExternalId,The length of the statement  "	testRunner.Then ("I get an Organization from Zendesk with the name \'The Cheese Factory\'"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 154.
Long Statement,ZendeskApi.Acceptance,SatisfactionRatingFeature,D:\newReposJune17\justeat_ZendeskApiClient\src\ZendeskApi.Acceptance\SatisfactionRating.feature.cs,FeatureSetup,The length of the statement  "	TechTalk.SpecFlow.FeatureInfo featureInfo = new TechTalk.SpecFlow.FeatureInfo (new System.Globalization.CultureInfo ("en-US")' "Satisfaction Rating"' "In order to manage customer satisfaction\nAs an api consumer\nI want to be able to " + "get and post satisfaction ratings"' ProgrammingLanguage.CSharp' ((string[])(null))); " is 323.
