Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,Microsoft.Research.Dryad.ClusterInterface,Process,D:\research\architectureSmells\repos\MicrosoftResearch_Dryad\ClusterInterface\Process.cs,Process,The method has 5 parameters. Parameters: p' w' cmd' cmdLineArgs' l
Long Statement,Microsoft.Research.Dryad.ClusterInterface,HttpCluster,D:\research\architectureSmells\repos\MicrosoftResearch_Dryad\ClusterInterface\HttpScheduler.cs,GetRemoteFilePath,The length of the statement  "                logger.Log("No currently known computer running at host " + computer.Host + " to read file " + directory + "/" + fileName); " is 123.
Long Statement,Microsoft.Research.Dryad.ClusterInterface,Process,D:\research\architectureSmells\repos\MicrosoftResearch_Dryad\ClusterInterface\Process.cs,PostRequest,The length of the statement  "                string error = "Post " + uri + " failed message " + e.Message + " status " + e.Response.StatusCode + ": " + e.Response.StatusDescription; " is 137.
Long Statement,Microsoft.Research.Dryad.ClusterInterface,Process,D:\research\architectureSmells\repos\MicrosoftResearch_Dryad\ClusterInterface\Process.cs,Schedule,The length of the statement  "            logger.Log("Process " + Id + " scheduling itself as " + directory + " on computer " + computer.Name + " at " + computer.Host); " is 126.
Long Statement,Microsoft.Research.Dryad.ClusterInterface,Process,D:\research\architectureSmells\repos\MicrosoftResearch_Dryad\ClusterInterface\Process.cs,GetStatus,The length of the statement  "                string error = "Status fetch failed message " + e.Message + " status " + e.Response.StatusCode + ": " + e.Response.StatusDescription; " is 133.
Long Statement,Microsoft.Research.Dryad.ClusterInterface,Process,D:\research\architectureSmells\repos\MicrosoftResearch_Dryad\ClusterInterface\Process.cs,GetStatus,The length of the statement  "                    string error = "Status fetch failed message " + e.Message + " status " + e.Response.StatusCode + ": " + e.Response.StatusDescription; " is 133.
Long Statement,Microsoft.Research.Dryad.ClusterInterface,Process,D:\research\architectureSmells\repos\MicrosoftResearch_Dryad\ClusterInterface\Process.cs,GetKeyStatus,The length of the statement  "                string error = "Status fetch failed message " + e.Message + " status " + e.Response.StatusCode + ": " + e.Response.StatusDescription; " is 133.
Long Statement,Microsoft.Research.Dryad.ClusterInterface,Process,D:\research\architectureSmells\repos\MicrosoftResearch_Dryad\ClusterInterface\Process.cs,GetKeyStatus,The length of the statement  "                    string error = "Status fetch failed message " + e.Message + " status " + e.Response.StatusCode + ": " + e.Response.StatusDescription; " is 133.
Magic Number,Microsoft.Research.Dryad.ClusterInterface,HttpClient,D:\research\architectureSmells\repos\MicrosoftResearch_Dryad\ClusterInterface\Interfaces.cs,Initialize,The following statement contains a magic number: client = new NotHttpClient(true' 1' 30000' new PLogger(logger));
Magic Number,Microsoft.Research.Dryad.ClusterInterface,Process,D:\research\architectureSmells\repos\MicrosoftResearch_Dryad\ClusterInterface\Process.cs,PostRequest,The following statement contains a magic number: request.Timeout = 30 * 1000;
Magic Number,Microsoft.Research.Dryad.ClusterInterface,Process,D:\research\architectureSmells\repos\MicrosoftResearch_Dryad\ClusterInterface\Process.cs,PostRequest,The following statement contains a magic number: request.Timeout = 30 * 1000;
Magic Number,Microsoft.Research.Dryad.ClusterInterface,Process,D:\research\architectureSmells\repos\MicrosoftResearch_Dryad\ClusterInterface\Process.cs,GetStatus,The following statement contains a magic number: int timeout = 120000;
Magic Number,Microsoft.Research.Dryad.ClusterInterface,Process,D:\research\architectureSmells\repos\MicrosoftResearch_Dryad\ClusterInterface\Process.cs,GetStatus,The following statement contains a magic number: request.Timeout = timeout + 30000;
Magic Number,Microsoft.Research.Dryad.ClusterInterface,Process,D:\research\architectureSmells\repos\MicrosoftResearch_Dryad\ClusterInterface\Process.cs,GetKeyStatus,The following statement contains a magic number: request.Timeout = status.GetTimeout() + 30000;
