Method,LOC,CC,PC
AlgorithmParams:AlgorithmParams,2,1,0
AlgorithmParams:AlgorithmParams,8,1,6
Form1:Form1,7,1,0
Form1:label2_Click,2,1,2
Form1:textBox1_TextChanged,2,1,2
Form1:button1_Click,6,2,2
Form1:groupBox4_Enter,2,1,2
Form1:textBox2_TextChanged,2,1,2
Form1:zakończToolStripMenuItem_Click,3,1,2
Form1:Form1_Load,7,1,2
Form1:adjustSegmentSizeToOpMode,11,2,0
Form1:operationMode_SelectedIndexChanged,3,1,2
Form1:segmentSize_SelectedIndexChanged,5,2,2
Form1:openSrcFile_Click,6,2,2
Form1:performOperation_Click,83,13,2
Form1:restoreDefaultControlsState,11,1,0
Form1:abortOperation_Click,11,3,2
Form1:backgroundWorker_DoWork,19,3,2
Form1:encryptWorker_ProgressChanged,4,1,2
Form1:encryptWorker_RunWorkerCompleted,14,2,2
Form1:button1_Click_1,75,8,2
Form1:encryptFile,3,1,1
Form1:decryptFile,3,1,1
Form1:encryptFile,27,3,6
Form1:decryptFile,50,6,3
Form1:computeFileChecksum,7,5,1
Form1:computeHash,5,3,1
Form1:getSessionKeyAlg,7,1,2
Form1:GetBytes,5,1,1
Form1:GetString,5,1,1
Form1:tabControl1_SelectedIndexChanged,6,2,2
Form1:oprogramieToolStripMenuItem_Click,4,1,2
IAlgorithm:getSrcLength,1,1,0
IAlgorithm:init,1,1,6
IAlgorithm:encrypt,1,1,1
IAlgorithm:decrypt,1,1,1
IAlgorithm:encryptInMemory,1,1,1
IAlgorithm:decryptInMemory,1,1,1
Program:Main,5,1,0
Serpent:generateKey,9,1,1
Serpent:generateKeyFromBytes,7,1,1
Serpent:generateIV,14,2,1
Serpent:combineKeyWithIV,4,1,2
Serpent:Serpent,5,1,3
Serpent:init,38,4,6
Serpent:encrypt,59,9,1
Serpent:decrypt,3,1,1
Serpent:getSrcLength,3,1,0
Serpent:encryptInMemory,12,2,1
Serpent:decryptInMemory,3,1,1
Serpent:Dispose,4,1,0
Serpent:Dispose,13,2,1
Resources:Resources,2,1,0
