Method,LOC,CC,PC
YeHeCommuniServerApp:YeHeCommuniServerApp,2,1,0
CommuniSoftEventsRegister:CommuniSoftEventsRegister,9,3,2
CommuniSoftEventsRegister:Registe,9,2,0
CommuniSoftEventsRegister:CommuniSoftEventsRegister_CommuniPortChanged,3,1,2
CommuniSoftEventsRegister:FDManager_FDEvent,3,1,2
CommuniSoftEventsRegister:TaskManager_Executed,3,1,2
CommuniSoftEventsRegister:TaskManager_Executing,3,1,2
Config:Save,3,1,0
CSDBI:CSDBI,2,1,1
CSDBI:ExecuteStatinDeviceDataView,4,1,0
CSDBI:ExecuteStationDataTable,4,1,0
CSDBI:ExecuteDeviceDataTable,4,1,0
CSDBI:AddStation,14,1,1
CSDBI:DeleteStaion,8,1,1
CSDBI:EditStation,9,1,2
CSDBI:EditStation,14,1,2
CSDBI:AddDevice,18,1,2
CSDBI:EditDevice,16,1,1
CSDBI:DeleteDevice,8,1,1
DBHardWareBuilder:DBHardWareBuilder,6,2,1
DBHardWareBuilder:DBHardWareBuilder,4,1,2
DBHardWareBuilder:Build,77,11,1
XD221ModbusDevice:XD221ModbusDevice,2,1,3
DeviceFactory:Create,11,1,3
XD221ModbusDeviceFactory:Create,4,1,3
XD221DeviceFactory:Create,4,1,3
XD202DeviceFactory:Create,4,1,3
XD2300DeviceFactory:Create,4,1,3
DitchData:DitchData,2,1,5
DitchData:DitchData,8,1,6
DitchData:DitchData,9,1,1
DitchDataCache:DitchDataCache,3,1,0
DitchDataCache:Clear,8,1,0
DitchDataCache:IsComplete,8,2,0
DitchDataCache:SetUsedAmount,4,1,1
DitchDataCache:SetWLInstantFlux,7,1,4
DitchDevice:DitchDevice,2,1,3
frmAbout:frmAbout,3,1,0
frmAbout:frmAbout_Load,7,1,2
frmAbout:lnkHomaPage_LinkClicked,4,1,2
frmAbout:okButton_Click,3,1,2
frmAddinManager:frmAddinManager,4,1,0
frmAddinManager:frmAddinManager_Load,5,1,2
frmAddinManager:FillBCListBox,7,2,1
frmAddinManager:FillCRCListBox,7,2,1
frmAddinManager:listBox1_SelectedIndexChanged,2,1,2
frmAddinManager:AddListViewItem,4,1,3
frmAddinManager:btnClose_Click,3,1,2
frmAddinManager:lstProcessor_SelectedIndexChanged,12,1,2
frmDeviceItem:IsAdd,3,1,0
frmDeviceItem:IsEdit,3,1,0
frmDeviceItem:frmDeviceItem,3,1,0
frmDeviceItem:frmDeviceItem,11,2,2
frmDeviceItem:frmDeviceItem,22,3,1
frmDeviceItem:ExistAddress,3,1,2
frmDeviceItem:ExistAddress,3,1,3
frmDeviceItem:frmDeviceItem_Load,3,1,2
frmDeviceItem:VerifyAddress,11,2,0
frmDeviceItem:UpdateFormText,3,1,0
frmDeviceItem:GetADEStateText,7,1,1
frmDeviceItem:okButton_Click,19,3,2
frmDeviceItem:AddDevice,4,1,0
frmDeviceItem:EditDevice,6,1,0
frmDeviceItem:GetCSDBI,3,1,0
frmDeviceItem:btnAddFormula_Click,13,3,2
frmDeviceItem:AddFormulaListViewItem,9,1,1
frmDeviceItem:btnDeleteFormula_Click,16,4,2
frmDeviceItem:btnEditFormula_Click,19,5,2
frmDeviceSelect:frmDeviceSelect,3,1,0
frmDeviceSelect:frmDeviceSelect_Load,3,1,2
frmDeviceSelect:FillDeviceType,7,1,0
frmDeviceSelect:okButton_Click,10,2,2
frmMain:frmMain,10,1,0
frmMain:frmMain_Load,8,1,2
frmMain:FillStationTreeView,9,3,2
frmMain:AddDeviceToStationTreeNode,7,1,2
frmMain:AddStationToTreeView,8,1,2
frmMain:mnuExit_Click,3,1,2
frmMain:mnuAddinManager_Click,5,1,2
frmMain:mnuStationEdit_Click,17,4,2
frmMain:mnuStationAdd_Click,8,2,2
frmMain:mnuDeviceEdit_Click,10,2,2
frmMain:ShowNeedSelectDeviceMessage,3,1,0
frmMain:GetSelectedStation,7,2,0
frmMain:GetSelectedDevice,8,2,0
frmMain:mnuDeviceAdd_Click,20,4,2
frmMain:mnuTaskManage_Click,4,1,2
frmMain:mnuStationDelete_Click,33,4,2
frmMain:mnuDeviceDelete_Click,20,4,2
frmMain:mnuAbout_Click,4,1,2
frmMain:tvStation_AfterSelect,2,1,2
frmMain:tvStation_DoubleClick,23,4,2
frmMain:ShowXD202Device,5,1,1
frmMain:GetUCXD202Device,3,1,0
frmMain:ShowDevice,2,1,1
frmMain:ShowDitchDevice,5,1,1
frmMain:GetUDDitchDevice,3,1,0
frmMain:GetUC,19,4,1
frmMain:OnlyVisible,10,3,1
frmMain:SetListenPortText,9,3,0
frmMain:frmMain_FormClosing,6,2,2
frmModbusParameterSetting:frmModbusParameterSetting,5,1,1
frmModbusParameterSetting:BindParamName,8,1,0
frmModbusParameterSetting:frmParamSet_Load,2,1,2
frmModbusParameterSetting:okButton_Click,24,3,2
frmModbusParameterSetting:GetBytesConverter,3,1,1
frmModbusParameterSetting:GetSelectedParameterDefine,3,1,0
frmModbusParameterSetting:GetParameterValue,8,2,0
frmModbusParameterSetting:ParseParameterValue,18,3,1
frmModbusParameterSetting:cmbParamName_SelectedIndexChanged,15,2,2
frmStationItem:frmStationItem,4,1,0
frmStationItem:frmStationItem,7,1,1
frmStationItem:frmStationItem,16,2,2
frmStationItem:FillDiscriminateMode,5,1,0
frmStationItem:CheckIPAddress,9,2,0
frmStationItem:EditStation,16,1,1
frmStationItem:AddStation,17,1,1
frmStationItem:GetCSDBI,3,1,0
frmStationItem:CreateSocketCommuniType,25,16,1
frmStationItem:GetIPAddress,3,1,0
frmStationItem:GetLocalPort,3,1,0
frmStationItem:GetRemotePort,3,1,0
frmStationItem:CheckName,14,3,0
frmStationItem:frmStationItem_Load,2,1,2
frmStationItem:VisiblePanel,5,1,1
frmStationItem:cmbDiscriminateMode_SelectedIndexChanged,6,1,2
frmStationItem:okButton_Click,16,2,2
frmTaskDetail:frmTaskDetail,6,2,1
frmTaskDetail:frmTaskDetail_Load,3,1,2
frmTaskDetail:FillTaskDetail,3,1,0
frmTaskManage:frmTaskManage,3,1,0
frmTaskManage:frmTaskManage_Load,3,1,2
frmTaskManage:FillTaskListView,7,2,0
frmTaskManage:AddTaskToListView,17,1,1
frmTaskManage:btnRefresh_Click,3,1,2
frmTaskManage:btnDelete_Click,18,3,2
frmTaskManage:btnDetail_Click,8,2,2
frmTaskManage:GetSelectedTask,6,2,0
frmTaskManage:btnClose_Click,2,1,2
frmXD221Params:frmXD221Params,5,1,1
frmXD221Params:frmXD221Params_Load,2,1,2
frmXD221Params:Fill,23,2,0
Program:Main,34,3,0
Program:CurrentDomain_UnhandledException,4,1,2
Program:Application_ThreadException,3,1,2
ResourceManager:Init,11,2,1
strings:strings,2,1,0
