Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,Assembly-CSharp-firstpass-vs,UniRx,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: UniRx' UniRx.Triggers,UniRx.DisposableExtensions' UniRx.Observable' UniRx.CurrentThreadScheduler' UniRx.Triggers.ObservableAnimatorTrigger
Cyclic Dependency,Assembly-CSharp-firstpass-vs,UniRx.InternalUtil,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: UniRx.InternalUtil' UniRx,UniRx.InternalUtil.ListObserver<T>' UniRx.DisposableExtensions' UniRx.Observable' UniRx.CurrentThreadScheduler
Cyclic Dependency,Assembly-CSharp-firstpass-vs,UniRx.InternalUtil,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: UniRx.InternalUtil' UniRx' UniRx.Triggers' UniRx,UniRx.InternalUtil.ListObserver<T>' UniRx.DisposableExtensions' UniRx.Observable' UniRx.CurrentThreadScheduler' UniRx.Triggers.ObservableAnimatorTrigger
Cyclic Dependency,Assembly-CSharp-firstpass-vs,UniRx.Operators,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: UniRx.Operators' UniRx,UniRx.Operators.AggregateObservable<TSource>' UniRx.DisposableExtensions' UniRx.Observable' UniRx.CurrentThreadScheduler
Cyclic Dependency,Assembly-CSharp-firstpass-vs,UniRx.Operators,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: UniRx.Operators' UniRx' UniRx.Triggers' UniRx,UniRx.Operators.AggregateObservable<TSource>' UniRx.DisposableExtensions' UniRx.Observable' UniRx.CurrentThreadScheduler' UniRx.Triggers.ObservableAnimatorTrigger
Unstable Dependency,Assembly-CSharp-firstpass-vs,UniRx,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): UniRx.Triggers' UniRx.Operators' UniRx.InternalUtil,UniRx.ObservableDestroyTrigger' UniRx.WhenAllObservable' UniRx.ImmutableReturnUnitObservable' UniRx.ImmutableReturnTrueObservable' UniRx.ImmutableReturnFalseObservable' UniRx.ImmutableReturnInt32Observable' UniRx.RangeObservable' UniRx.FromEventObservable' UniRx.TimerObservable' UniRx.ISelect' UniRx.BatchFrameObservable' UniRx.SchedulerQueue' UniRx.ScheduledItem' UniRx.AsyncLock' UniRx.ThreadSafeQueueWorker' UniRx.MicroCoroutine
God Component,Assembly-CSharp-firstpass-vs,UniRx,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 193,UniRx.ICancelable' UniRx.IEventPattern' UniRx.NotificationKind' UniRx.CountChangedStatus' UniRx.IMessageBroker' UniRx.IAsyncMessageBroker' UniRx.Stubs<T>' UniRx.Stubs<T1'T2>' UniRx.Stubs<T1'T2'T3>' UniRx.ISubject' UniRx.IGroupedObservable' UniRx.TaskStatus' UniRx.CullingMode' UniRx.FrameCountType' UniRx.MainThreadDispatchType' UniRx.IReactiveDictionary' UniRx.IReadOnlyReactiveProperty' UniRx.IReactiveProperty' UniRx.RuntimeTypeHandlerCache<T>' UniRx.YieldInstructionCache' UniRx.MultipleAssignmentDisposable' UniRx.SerialDisposable' UniRx.SingleAssignmentDisposable' UniRx.EventPattern<TEventArgs>' UniRx.IMessagePublisher' UniRx.IMessageReceiver' UniRx.IAsyncMessagePublisher' UniRx.IAsyncMessageReceiver' UniRx.Stubs' UniRx.Trampoline' UniRx.ISchedulerPeriodic' UniRx.ISchedulerLongRunning' UniRx.ISchedulerQueueing' UniRx.DefaultSchedulers' UniRx.IConnectableObservable' UniRx.AnonymousSubject<T>' UniRx.IOptimizedObservable' UniRx.IProgress' UniRx.IStructuralComparable' UniRx.ITuple' UniRx.AotSafeExtensions' UniRx.InspectorDisplayAttribute' UniRx.RangeReactivePropertyAttribute' UniRx.LazyTaskExtensions' UniRx.FrameCountTypeExtensions' UniRx.IReactiveCollection' UniRx.ReactiveCollectionExtensions' UniRx.IReactiveCommand' UniRx.ReactiveDictionaryExtensions' UniRx.UnityEqualityComparer' UniRx.Disposable' UniRx.EmptyDisposable' UniRx.AnonymousDisposable' UniRx.AnonymousDisposable<T>' UniRx.InnerDisposable' UniRx.Binary' UniRx.Trinary' UniRx.Quaternary' UniRx.NAryUnsafe' UniRx.Subscription<T>' UniRx.ObserverExtensions' UniRx.IScheduler' UniRx.Connection' UniRx.SubjectExtensions' UniRx.IObservable' UniRx.OptimizedObservableExtensions' UniRx.Progress<T>' UniRx.IStructuralEquatable' UniRx.CancellationToken' UniRx.IntReactiveProperty' UniRx.LongReactiveProperty' UniRx.ByteReactiveProperty' UniRx.FloatReactiveProperty' UniRx.DoubleReactiveProperty' UniRx.StringReactiveProperty' UniRx.BoolReactiveProperty' UniRx.Vector2ReactiveProperty' UniRx.Vector3ReactiveProperty' UniRx.Vector4ReactiveProperty' UniRx.ColorReactiveProperty' UniRx.RectReactiveProperty' UniRx.AnimationCurveReactiveProperty' UniRx.BoundsReactiveProperty' UniRx.QuaternionReactiveProperty' UniRx.MultilineReactivePropertyAttribute' UniRx.QueuedAction<T>' UniRx.ICustomYieldInstructionErrorHandler' UniRx.WWWErrorException' UniRx.IAsyncReactiveCommand' UniRx.ScenePlaybackDetector' UniRx.Vector2EqualityComparer' UniRx.Vector3EqualityComparer' UniRx.Vector4EqualityComparer' UniRx.ColorEqualityComparer' UniRx.RectEqualityComparer' UniRx.BoundsEqualityComparer' UniRx.QuaternionEqualityComparer' UniRx.BooleanDisposable' UniRx.ScheduledDisposable' UniRx.NAry' UniRx.Notification' UniRx.MessageBroker' UniRx.AsyncMessageBroker' UniRx.ImmediateScheduler' UniRx.PeriodicTimer' UniRx.ConnectableObservable<T>' UniRx.AsyncOperationExtensions' UniRx.UnityGraphicExtensions' UniRx.WebRequestExtensions' UniRx.RefCountDisposable' UniRx.EventPattern<TSender'TEventArgs>' UniRx.CountNotifier' UniRx.AnonymousObserver<T>' UniRx.EmptyOnNextAnonymousObserver<T>' UniRx.Subscribe<T>' UniRx.Subscribe_<T>' UniRx.Subscribe<T'TState>' UniRx.Subscribe<T'TState1'TState2>' UniRx.Subscribe<T'TState1'TState2'TState3>' UniRx.AutoDetachObserver<T>' UniRx.CurrentThreadScheduler' UniRx.Timer' UniRx.Unit' UniRx.LazyTask<T>' UniRx.ToYieldInstruction' UniRx.CollectionAddEvent' UniRx.CollectionRemoveEvent' UniRx.CollectionMoveEvent' UniRx.CollectionReplaceEvent' UniRx.ReactiveCommand' UniRx.AsyncReactiveCommand' UniRx.DictionaryAddEvent' UniRx.DictionaryRemoveEvent' UniRx.DictionaryReplaceEvent' UniRx.ReactivePropertyObserver' UniRx.ReadOnlyReactivePropertyObserver' UniRx.BooleanNotifier' UniRx.Pair' UniRx.AnonymousSubject<T'U>' UniRx.TimeInterval' UniRx.FrameInterval' UniRx.IPresenter' UniRx.PresenterBase' UniRx.AsyncReactiveCommand<T>' UniRx.ReactiveCommandExtensions' UniRx.UnityEventExtensions' UniRx.DisposableExtensions' UniRx.IObserver' UniRx.ScheduledNotifier<T>' UniRx.Scheduler' UniRx.ThreadPoolScheduler' UniRx.Timestamped' UniRx.InspectorDisplayDrawer' UniRx.LazyTask' UniRx.ObservableYieldInstruction<T>' UniRx.IReadOnlyReactiveCollection' UniRx.ReactiveCommand<T>' UniRx.AsyncReactiveCommandExtensions' UniRx.StableCompositeDisposable' UniRx.AsyncSubject<T>' UniRx.Subject<T>' UniRx.ObserveExtensions' UniRx.IReadOnlyReactiveDictionary' UniRx.OnNextNotification
God Component,Assembly-CSharp-firstpass-vs,UniRx.Operators,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 286,UniRx.Operators.AmbState' UniRx.Operators.SchedulableAction' UniRx.Operators.ISelect' UniRx.Operators.AggregateObservable<TSource>' UniRx.Operators.AggregateObservable<TSource'TAccumulate>' UniRx.Operators.AggregateObservable<TSource'TAccumulate'TResult>' UniRx.Operators.AmbObservable<T>' UniRx.Operators.AsObservableObservable<T>' UniRx.Operators.AsSingleUnitObservableObservable<T>' UniRx.Operators.AsUnitObservableObservable<T>' UniRx.Operators.BufferObservable<TSource'TWindowBoundary>' UniRx.Operators.CastObservable<TSource'TResult>' UniRx.Operators.CatchObservable<T'TException>' UniRx.Operators.CatchObservable<T>' UniRx.Operators.CombineLatestObservable<TLeft'TRight'TResult>' UniRx.Operators.CombineLatestObservable<T>' UniRx.Operators.CombineLatestObservable<T1'T2'T3'TR>' UniRx.Operators.CombineLatestObservable<T1'T2'T3'T4'TR>' UniRx.Operators.CombineLatestObservable<T1'T2'T3'T4'T5'TR>' UniRx.Operators.CombineLatestObservable<T1'T2'T3'T4'T5'T6'TR>' UniRx.Operators.CombineLatestObservable<T1'T2'T3'T4'T5'T6'T7'TR>' UniRx.Operators.ContinueWithObservable<TSource'TResult>' UniRx.Operators.DefaultIfEmptyObservable<T>' UniRx.Operators.DeferObservable<T>' UniRx.Operators.DelayObservable<T>' UniRx.Operators.DematerializeObservable<T>' UniRx.Operators.DistinctObservable<T>' UniRx.Operators.DistinctObservable<T'TKey>' UniRx.Operators.DistinctUntilChangedObservable<T>' UniRx.Operators.DistinctUntilChangedObservable<T'TKey>' UniRx.Operators.DoObservable<T>' UniRx.Operators.DoObserverObservable<T>' UniRx.Operators.DoOnErrorObservable<T>' UniRx.Operators.DoOnCompletedObservable<T>' UniRx.Operators.DoOnTerminateObservable<T>' UniRx.Operators.DoOnSubscribeObservable<T>' UniRx.Operators.DoOnCancelObservable<T>' UniRx.Operators.EmptyObservable<T>' UniRx.Operators.FinallyObservable<T>' UniRx.Operators.FromEventPatternObservable<TDelegate'TEventArgs>' UniRx.Operators.FromEventObservable<TDelegate>' UniRx.Operators.FromEventObservable<TDelegate'TEventArgs>' UniRx.Operators.FromEventObservable' UniRx.Operators.FromEventObservable_<T>' UniRx.Operators.GroupedObservable<TKey'TElement>' UniRx.Operators.GroupByObservable<TSource'TKey'TElement>' UniRx.Operators.IgnoreElementsObservable<T>' UniRx.Operators.MaterializeObservable<T>' UniRx.Operators.NeverObservable<T>' UniRx.Operators.ImmutableNeverObservable<T>' UniRx.Operators.ObserveOnObservable<T>' UniRx.Operators.OfTypeObservable<TSource'TResult>' UniRx.Operators.PairwiseObservable<T'TR>' UniRx.Operators.PairwiseObservable<T>' UniRx.Operators.RangeObservable' UniRx.Operators.RefCountObservable<T>' UniRx.Operators.RepeatObservable<T>' UniRx.Operators.RepeatSafeObservable<T>' UniRx.Operators.ReturnObservable<T>' UniRx.Operators.SampleObservable<T>' UniRx.Operators.SampleObservable<T'T2>' UniRx.Operators.ScanObservable<TSource>' UniRx.Operators.ScanObservable<TSource'TAccumulate>' UniRx.Operators.SelectWhereObservable<T'TR>' UniRx.Operators.SkipUntilObservable<T'TOther>' UniRx.Operators.SubscribeOnObservable<T>' UniRx.Operators.SwitchObservable<T>' UniRx.Operators.SynchronizeObservable<T>' UniRx.Operators.TakeUntilObservable<T'TOther>' UniRx.Operators.ThrottleObservable<T>' UniRx.Operators.ThrottleFirstObservable<T>' UniRx.Operators.ThrowObservable<T>' UniRx.Operators.TimeIntervalObservable<T>' UniRx.Operators.TimestampObservable<T>' UniRx.Operators.ToArrayObservable<TSource>' UniRx.Operators.ToListObservable<TSource>' UniRx.Operators.ToObservableObservable<T>' UniRx.Operators.WhereSelectObservable<T'TR>' UniRx.Operators.WithLatestFromObservable<TLeft'TRight'TResult>' UniRx.Operators.ZipObservable<TLeft'TRight'TResult>' UniRx.Operators.ZipObservable<T>' UniRx.Operators.ZipObservable<T1'T2'T3'TR>' UniRx.Operators.ZipObservable<T1'T2'T3'T4'TR>' UniRx.Operators.ZipObservable<T1'T2'T3'T4'T5'TR>' UniRx.Operators.ZipObservable<T1'T2'T3'T4'T5'T6'TR>' UniRx.Operators.ZipObservable<T1'T2'T3'T4'T5'T6'T7'TR>' UniRx.Operators.ZipLatestObservable<TLeft'TRight'TResult>' UniRx.Operators.ZipLatestObservable<T>' UniRx.Operators.ZipLatestObservable<T1'T2'T3'TR>' UniRx.Operators.ZipLatestObservable<T1'T2'T3'T4'TR>' UniRx.Operators.ZipLatestObservable<T1'T2'T3'T4'T5'TR>' UniRx.Operators.ZipLatestObservable<T1'T2'T3'T4'T5'T6'TR>' UniRx.Operators.ZipLatestObservable<T1'T2'T3'T4'T5'T6'T7'TR>' UniRx.Operators.BatchFrameObservable<T>' UniRx.Operators.BatchFrameObservable' UniRx.Operators.DelayFrameObservable<T>' UniRx.Operators.QueuePool' UniRx.Operators.DelayFrameSubscriptionObservable<T>' UniRx.Operators.FrameIntervalObservable<T>' UniRx.Operators.FrameTimeIntervalObservable<T>' UniRx.Operators.FromCoroutineObservable<T>' UniRx.Operators.FromMicroCoroutineObservable<T>' UniRx.Operators.RepeatUntilObservable<T>' UniRx.Operators.SampleFrameObservable<T>' UniRx.Operators.SubscribeOnMainThreadObservable<T>' UniRx.Operators.ThrottleFirstFrameObservable<T>' UniRx.Operators.ThrottleFrameObservable<T>' UniRx.Operators.TimeoutFrameObservable<T>' UniRx.Operators.Amb' UniRx.Operators.ICombineLatestObservable' UniRx.Operators.CreateObservable<T>' UniRx.Operators.CreateObservable<T'TState>' UniRx.Operators.CreateSafeObservable<T>' UniRx.Operators.DelaySubscriptionObservable<T>' UniRx.Operators.ImmutableEmptyObservable<T>' UniRx.Operators.FirstObservable<T>' UniRx.Operators.ForEachAsyncObservable<T>' UniRx.Operators.LastObservable<T>' UniRx.Operators.MergeObservable<T>' UniRx.Operators.ImmediateReturnObservable<T>' UniRx.Operators.ImmutableReturnUnitObservable' UniRx.Operators.ImmutableReturnTrueObservable' UniRx.Operators.ImmutableReturnFalseObservable' UniRx.Operators.SingleObservable<T>' UniRx.Operators.SkipWhileObservable<T>' UniRx.Operators.StartObservable<T>' UniRx.Operators.StartWithObservable<T>' UniRx.Operators.TakeLastObservable<T>' UniRx.Operators.TakeWhileObservable<T>' UniRx.Operators.TimeoutObservable<T>' UniRx.Operators.TimerObservable' UniRx.Operators.WhenAllObservable<T>' UniRx.Operators.WhenAllObservable' UniRx.Operators.IZipObservable' UniRx.Operators.IZipLatestObservable' UniRx.Operators.AmbDecisionObserver' UniRx.Operators.AsObservable' UniRx.Operators.AsSingleUnitObservable' UniRx.Operators.AsUnitObservable' UniRx.Operators.BufferObservable<T>' UniRx.Operators.Cast' UniRx.Operators.CombineLatestObserver' UniRx.Operators.CombineLatestObserver<T>' UniRx.Operators.ConcatObservable<T>' UniRx.Operators.CreateSafe' UniRx.Operators.DefaultIfEmpty' UniRx.Operators.Defer' UniRx.Operators.Empty' UniRx.Operators.First' UniRx.Operators.First_' UniRx.Operators.ForEachAsync' UniRx.Operators.ForEachAsync_' UniRx.Operators.FromEventPattern' UniRx.Operators.IgnoreElements' UniRx.Operators.Last' UniRx.Operators.Last_' UniRx.Operators.OfType' UniRx.Operators.OperatorObservableBase<T>' UniRx.Operators.Range' UniRx.Operators.Repeat' UniRx.Operators.Return' UniRx.Operators.ImmutableReturnInt32Observable' UniRx.Operators.SampleTick' UniRx.Operators.SelectObservable<T'TR>' UniRx.Operators.Select' UniRx.Operators.Select_' UniRx.Operators.SelectManyObserver' UniRx.Operators.SelectWhere' UniRx.Operators.Single' UniRx.Operators.Single_' UniRx.Operators.Skip' UniRx.Operators.SkipUntil' UniRx.Operators.SkipUntilOther' UniRx.Operators.Switch' UniRx.Operators.Synchronize' UniRx.Operators.SynchronizedObserver<T>' UniRx.Operators.Take' UniRx.Operators.TakeUntilOther' UniRx.Operators.Throw' UniRx.Operators.TimeInterval' UniRx.Operators.Timestamp' UniRx.Operators.ToArray' UniRx.Operators.ToList' UniRx.Operators.Where' UniRx.Operators.Where_' UniRx.Operators.WhereSelect' UniRx.Operators.LeftZipObserver' UniRx.Operators.RightZipObserver' UniRx.Operators.ZipObserver' UniRx.Operators.ZipObserver<T>' UniRx.Operators.ZipLatestObserver' UniRx.Operators.ZipLatestObserver<T>' UniRx.Operators.FrameInterval' UniRx.Operators.FrameTimeInterval' UniRx.Operators.FromCoroutine' UniRx.Operators.FromMicroCoroutine' UniRx.Operators.SampleFrameTick' UniRx.Operators.ThrottleFirstFrameTick' UniRx.Operators.ThrottleFrameTick' UniRx.Operators.TimeoutFrameTick' UniRx.Operators.AmbOuterObserver' UniRx.Operators.BufferT' UniRx.Operators.NthCombineLatestObserverBase<T>' UniRx.Operators.ContinueWith' UniRx.Operators.Dematerialize' UniRx.Operators.DoOnError' UniRx.Operators.DoOnCompleted' UniRx.Operators.DoOnTerminate' UniRx.Operators.DoOnSubscribe' UniRx.Operators.DoOnCancel' UniRx.Operators.Finally' UniRx.Operators.Materialize' UniRx.Operators.MergeOuterObserver' UniRx.Operators.OperatorObserverBase<TSource'TResult>' UniRx.Operators.RefCount' UniRx.Operators.SelectManyObservable<TSource'TResult>' UniRx.Operators.SelectManyObservable<TSource'TCollection'TResult>' UniRx.Operators.SkipObservable<T>' UniRx.Operators.SkipUntilOuterObserver' UniRx.Operators.SkipWhile' UniRx.Operators.SkipWhile_' UniRx.Operators.StartObserver' UniRx.Operators.StartWith' UniRx.Operators.SwitchObserver' UniRx.Operators.TakeObservable<T>' UniRx.Operators.TakeLast' UniRx.Operators.TakeUntil' UniRx.Operators.TakeWhile' UniRx.Operators.TakeWhile_' UniRx.Operators.Timer' UniRx.Operators.ToObservable' UniRx.Operators.Wait<T>' UniRx.Operators.WhereObservable<T>' UniRx.Operators.WithLatestFrom' UniRx.Operators.NthZipLatestObserverBase<T>' UniRx.Operators.ThrottleFrame' UniRx.Operators.BufferTS' UniRx.Operators.Concat' UniRx.Operators.Delay' UniRx.Operators.GroupBy' UniRx.Operators.MergeConcurrentObserver' UniRx.Operators.RepeatSafe' UniRx.Operators.Skip_' UniRx.Operators.Take_' UniRx.Operators.TakeLast_' UniRx.Operators.Throttle' UniRx.Operators.ThrottleFirst' UniRx.Operators.Timeout' UniRx.Operators.Timeout_' UniRx.Operators.NthZipObserverBase<T>' UniRx.Operators.ReusableEnumerator' UniRx.Operators.DelayFrame' UniRx.Operators.SampleFrame' UniRx.Operators.ThrottleFirstFrame' UniRx.Operators.TimeoutFrame' UniRx.Operators.ObserveOn' UniRx.Operators.RepeatUntil
God Component,Assembly-CSharp-firstpass-vs,UniRx.Triggers,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 39,UniRx.Triggers.OnStateInfo' UniRx.Triggers.OnStateMachineInfo' UniRx.Triggers.ObservableBeginDragTrigger' UniRx.Triggers.ObservableCancelTrigger' UniRx.Triggers.ObservableCanvasGroupChangedTrigger' UniRx.Triggers.ObservableDeselectTrigger' UniRx.Triggers.ObservableDragTrigger' UniRx.Triggers.ObservableDropTrigger' UniRx.Triggers.ObservableEndDragTrigger' UniRx.Triggers.ObservableFixedUpdateTrigger
Feature Concentration,Assembly-CSharp-firstpass-vs,UniRx.Examples,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Sample01_ObservableWWW]' [Sample02_ObservableTriggers]' [Sample03_GameObjectAsObservable]' [Sample04_ConvertFromUnityCallback' LogCallback' LogHelper]' [Sample05_ConvertFromCoroutine]' [Sample06_ConvertToCoroutine]' [Sample07_OrchestratIEnumerator]' [Sample08_DetectDoubleClick]' [Sample09_EventHandling]' [MyEventArgs]' [Sample10_MainThreadDispatcher]' [Sample11_Logger]' [Sample12_ReactiveProperty' Enemy]' [Sample13_ToDoApp]. LCC (Lack of Component Cohesion) = 0.82,UniRx.Examples.Sample12_ReactiveProperty' UniRx.Examples.Enemy' UniRx.Examples.Sample01_ObservableWWW' UniRx.Examples.Sample02_ObservableTriggers' UniRx.Examples.Sample03_GameObjectAsObservable' UniRx.Examples.Sample05_ConvertFromCoroutine' UniRx.Examples.Sample06_ConvertToCoroutine' UniRx.Examples.Sample07_OrchestratIEnumerator' UniRx.Examples.Sample08_DetectDoubleClick' UniRx.Examples.Sample09_EventHandling' UniRx.Examples.MyEventArgs' UniRx.Examples.Sample10_MainThreadDispatcher' UniRx.Examples.Sample11_Logger' UniRx.Examples.Sample13_ToDoApp
