Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
AnimationAdapter,6,8,4,0,1,147,9,0,0,1,5,0
IAnimateable,0,4,1,0,0,29,4,2,0,0,0,0
Animateable,1,4,1,0,4,47,4,2,1,1,1,0
Repeat,0,0,0,0,0,11,0,0,0,0,0,1
Animation,6,20,5,0,11,335,45,0,0,1,7,2
StartAnimationEventArgs,0,0,0,0,0,3,0,0,0,0,0,2
TickEventArgs,1,0,0,1,0,7,0,0,0,0,0,2
RedrawEventArgs,1,2,0,1,2,15,2,0,0,1,0,2
StopAnimationEventArgs,0,0,0,0,0,3,0,0,0,0,0,2
IEffect,0,4,1,0,0,32,4,1,0,0,0,5
Effect,1,21,1,0,4,244,65,9,1,1,4,0
LocationEffect,1,2,0,0,2,15,2,3,2,1,0,0
MoveEffect,2,4,0,0,4,35,5,1,3,1,2,1
GotoEffect,0,2,0,0,2,13,2,0,4,0,1,1
RotationEffect,3,4,0,0,4,32,4,0,2,1,0,1
FadeEffect,3,4,0,0,4,32,4,0,2,1,0,1
BlinkEffect,5,4,0,0,4,71,8,0,2,1,0,1
ScaleEffect,3,4,0,0,4,32,4,0,2,1,0,1
BoundsEffect,3,5,0,0,5,42,7,0,2,1,2,1
RectangleWalkEffect,6,7,0,0,7,71,8,0,3,1,7,1
PointWalkEffect,3,5,0,0,5,45,6,0,3,1,5,0
TickerBoardEffect,2,5,1,1,5,38,6,0,2,1,1,1
Repeater,2,4,0,2,4,39,5,0,2,1,1,1
GenericEffect,5,8,1,2,6,183,20,0,2,1,1,0
Effects,0,26,0,0,26,123,26,0,0,0,17,0
Locators,0,19,0,0,19,193,19,0,0,0,7,3
Corner,0,0,0,0,0,17,0,0,0,0,0,5
WalkDirection,0,0,0,0,0,9,0,0,0,0,0,3
IPointLocator,0,1,1,0,0,11,1,1,0,0,0,13
AbstractPointLocator,2,5,1,1,1,71,7,5,1,1,3,0
FixedPointLocator,1,2,0,0,2,15,2,0,2,1,0,4
PointOnRectangleLocator,2,11,0,0,8,92,19,0,2,1,2,2
DifferenceLocator,2,4,0,0,3,37,4,0,2,1,1,0
AlignedSpriteLocator,2,5,0,0,4,44,5,0,2,1,1,3
BaseWalker,1,3,0,1,0,65,4,2,2,1,0,0
PointWalker,1,9,0,0,6,66,17,0,3,1,2,1
RectangleWalker,3,8,0,3,5,149,32,0,3,1,3,1
IRectangleLocator,0,1,1,0,0,11,1,1,0,0,0,9
AbstractRectangleLocator,2,5,1,1,1,52,7,4,1,1,3,0
SpriteBoundsLocator,0,4,0,0,4,22,4,0,2,0,1,1
AnimationBoundsLocator,0,3,0,0,3,18,3,0,2,0,0,2
RectangleFromCornersLocator,2,4,0,0,3,36,4,0,2,1,1,0
FixedRectangleLocator,1,3,0,0,3,19,3,0,2,1,0,2
Audio,5,7,0,0,7,116,11,0,2,1,0,1
ImageSprite,3,6,1,0,4,136,9,0,1,1,0,0
ISprite,0,4,11,0,0,122,4,1,1,0,1,5
ShapeSprite,5,33,2,4,27,275,66,1,1,1,0,1
ParallelogramSprite,2,2,0,2,1,40,3,0,2,1,0,0
Sprite,10,12,12,0,9,367,23,3,2,1,4,0
TextSprite,12,11,15,0,5,303,22,0,3,0.98,1,1
