Implementation smell,Namespace,Class,File,Method,Description
Long Statement,MMAC,Form1,C:\repos\AbbasNaqvi_Projects\MMAC\MMAC\Form1.cs,Form1_Load,The length of the statement  "	richTextBoxMessages.Text += emailsFactory.DoConnect ("pop.mail.yahoo.com"' 995' "pak_fast09@yahoo.com"' "Disneyyahoo5") + "Fine\n"; " is 131.
Magic Number,MMAC,Form1,C:\repos\AbbasNaqvi_Projects\MMAC\MMAC\Form1.cs,Form1_Load,The following statement contains a magic number: richTextBoxMessages.Text += emailsFactory.DoConnect ("pop.mail.yahoo.com"' 995' "pak_fast09@yahoo.com"' "Disneyyahoo5") + "Fine\n";  
Magic Number,MMAC,Form1,C:\repos\AbbasNaqvi_Projects\MMAC\MMAC\Form1.cs,Form1_Load,The following statement contains a magic number: richTextBoxMessages.Text += emailsFactory.GetTop (3);  
Magic Number,MMAC,popThreeHandler,C:\repos\AbbasNaqvi_Projects\MMAC\MMAC\src\popThreeHandler.cs,GetEmail,The following statement contains a magic number: emailsFactory.DoConnect ("pop.gmail.com"' 995' "abbas.naqvi@dynamologic.com"' "DisneyJob");  
Magic Number,MMAC,waspMessage,C:\repos\AbbasNaqvi_Projects\MMAC\MMAC\src\waspMessage.cs,GetFrom,The following statement contains a magic number: messTop = messTop.Remove (0' (messTop.IndexOf ("\r\nFrom:") + 7));  
Magic Number,MMAC,waspMessage,C:\repos\AbbasNaqvi_Projects\MMAC\MMAC\src\waspMessage.cs,GetDate,The following statement contains a magic number: messTop = messTop.Remove (0' (messTop.IndexOf ("\r\nDate:") + 7));  
Magic Number,MMAC,waspMessage,C:\repos\AbbasNaqvi_Projects\MMAC\MMAC\src\waspMessage.cs,GetMessID,The following statement contains a magic number: messTop = messTop.Remove (0' (messTop.IndexOf ("\r\nMessage-ID: ") + 13));  
Magic Number,MMAC,waspMessage,C:\repos\AbbasNaqvi_Projects\MMAC\MMAC\src\waspMessage.cs,GetTo,The following statement contains a magic number: messTop = messTop.Remove (0' (messTop.IndexOf ("\r\nTo:") + 6));  
Magic Number,MMAC,waspMessage,C:\repos\AbbasNaqvi_Projects\MMAC\MMAC\src\waspMessage.cs,GetSubject,The following statement contains a magic number: messTop = messTop.Remove (0' (messTop.IndexOf ("\r\nSubject:") + 10));  
Magic Number,MMAC,waspPOP3,C:\repos\AbbasNaqvi_Projects\MMAC\MMAC\src\waspPOP3.cs,DoConnect,The following statement contains a magic number: try {  	// initialization  	w_NetStream = w_TcpClient.GetStream ();  	w_NetStream.ReadTimeout = 500;  	w_ReadStream = new StreamReader (w_TcpClient.GetStream ());  	try {  		Result += w_ReadStream.ReadLine () + "\n";  		Result += "No error while Making Connection";  	}  	catch (IOException e) {  		Result += "Error while creating Connection" + e.Message + "\n";  		//                    throw new Exception("Error while creating Connection" + e.Message);              	}  	// send login  	command = "USER " + user + "\r\n";  	bData = System.Text.Encoding.ASCII.GetBytes (command.ToCharArray ());  	try {  		w_NetStream.Write (bData' 0' bData.Length);  		Result += w_ReadStream.ReadLine () + "\n";  		Result += "No error while sending username";  	}  	catch (IOException e) {  		Result += "Error while sending username" + e.Message + "\n";  		//throw new Exception("exception while sending username" + e.Message);  	}  	//// send pwd  	command = "PASS " + pwd + "\r\n";  	bData = System.Text.Encoding.ASCII.GetBytes (command.ToCharArray ());  	try {  		w_NetStream.Write (bData' 0' bData.Length);  		w_ReadStream.ReadLine ();  		Result += "No error while sending password";  	}  	catch (IOException e) {  		Result += "Error while sending Password" + e.Message + "\n";  		//  throw new Exception("Exception while Sending Password" + e.Message);  	}  }  catch (InvalidOperationException err) {  	Result = "Invalid Operation Error" + err.Message;  	///                return ("Error: " + err.ToString());  }  
Magic Number,MMAC,waspPOP3,C:\repos\AbbasNaqvi_Projects\MMAC\MMAC\src\waspPOP3.cs,DoConnect,The following statement contains a magic number: w_NetStream.ReadTimeout = 500;  
