Implementation smell,Namespace,Class,File,Method,Description
Long Method,Capture,EntryPoint,D:\research\architectureSmells\repos1\spazzarama_Direct3DHook\Capture\EntryPoint.cs,InitialiseDirectXHook,The method has 108 lines of code.
Long Method,Capture.Hook.DX11,DXSprite,D:\research\architectureSmells\repos1\spazzarama_Direct3DHook\Capture\Hook\DX11\DXSprite.cs,Initialize,The method has 111 lines of code.
Long Method,Capture.Hook.DX11,ScreenAlignedQuadRenderer,D:\research\architectureSmells\repos1\spazzarama_Direct3DHook\Capture\Hook\DX11\ScreenAlignedQuadRenderer.cs,CreateDeviceDependentResources,The method has 105 lines of code.
Long Method,Capture.Hook,DXHookD3D10,D:\research\architectureSmells\repos1\spazzarama_Direct3DHook\Capture\Hook\DXHookD3D10.cs,PresentHook,The method has 155 lines of code.
Long Method,Capture.Hook,DXHookD3D10_1,D:\research\architectureSmells\repos1\spazzarama_Direct3DHook\Capture\Hook\DXHookD3D10_1.cs,PresentHook,The method has 155 lines of code.
Long Method,Capture.Hook,DXHookD3D11,D:\research\architectureSmells\repos1\spazzarama_Direct3DHook\Capture\Hook\DXHookD3D11.cs,EnsureResources,The method has 107 lines of code.
Long Method,Capture.Hook,DXHookD3D11,D:\research\architectureSmells\repos1\spazzarama_Direct3DHook\Capture\Hook\DXHookD3D11.cs,PresentHook,The method has 202 lines of code.
Long Method,Capture.Hook,DXHookD3D11,D:\research\architectureSmells\repos1\spazzarama_Direct3DHook\Capture\Hook\DXHookD3D11.cs,PixelFormatFromFormat,The method has 111 lines of code.
Long Method,Capture.Hook,DXHookD3D9,D:\research\architectureSmells\repos1\spazzarama_Direct3DHook\Capture\Hook\DXHookD3D9.cs,DoCaptureRenderTarget,The method has 133 lines of code.
Complex Method,Capture,EntryPoint,D:\research\architectureSmells\repos1\spazzarama_Direct3DHook\Capture\EntryPoint.cs,InitialiseDirectXHook,Cyclomatic complexity of the method is 14
Complex Method,Capture.Hook.DX11,DXOverlayEngine,D:\research\architectureSmells\repos1\spazzarama_Direct3DHook\Capture\Hook\DX11\DXOverlayEngine.cs,Draw,Cyclomatic complexity of the method is 9
Complex Method,Capture.Hook.DX9,DXOverlayEngine,D:\research\architectureSmells\repos1\spazzarama_Direct3DHook\Capture\Hook\DX9\DXOverlayEngine.cs,Draw,Cyclomatic complexity of the method is 8
Complex Method,Capture.Hook,DXHookD3D10,D:\research\architectureSmells\repos1\spazzarama_Direct3DHook\Capture\Hook\DXHookD3D10.cs,PresentHook,Cyclomatic complexity of the method is 8
Complex Method,Capture.Hook,DXHookD3D10_1,D:\research\architectureSmells\repos1\spazzarama_Direct3DHook\Capture\Hook\DXHookD3D10_1.cs,PresentHook,Cyclomatic complexity of the method is 8
Complex Method,Capture.Hook,DXHookD3D11,D:\research\architectureSmells\repos1\spazzarama_Direct3DHook\Capture\Hook\DXHookD3D11.cs,PresentHook,Cyclomatic complexity of the method is 20
