Implementation smell,Namespace,Class,File,Method,Description
Long Method,Microsoft.BingAds.V10.Internal.Bulk,BulkObjectFactory,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\V10\Internal\Bulk\BulkObjectFactory.cs,BulkObjectFactory,The method has 275 lines of code.
Long Method,Microsoft.BingAds.V10.Internal.Bulk,CsvLight,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\V10\Internal\Bulk\CsvLight.cs,BuildLine,The method has 126 lines of code.
Complex Method,Microsoft.BingAds.Internal,MappingExtensions,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\Internal\MappingExtensions.cs,ConvertToEntity,Cyclomatic complexity of the method is 8
Complex Method,Microsoft.BingAds.V10.Bulk,BulkServiceManager,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\V10\Bulk\BulkServiceManager.cs,SubmitDownloadAsyncImpl,Cyclomatic complexity of the method is 8
Complex Method,Microsoft.BingAds.V10.Internal.Bulk,CsvLight,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\V10\Internal\Bulk\CsvLight.cs,BuildLine,Cyclomatic complexity of the method is 27
Complex Method,Microsoft.BingAds.V10.Internal.Bulk,CsvTextFormatter,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\V10\Internal\Bulk\CsvTextFormatter.cs,CsvTextFormatter,Cyclomatic complexity of the method is 8
Complex Method,Microsoft.BingAds.V10.Internal.Bulk,CsvTextFormatter,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\V10\Internal\Bulk\CsvTextFormatter.cs,FormatSpecialCharacters,Cyclomatic complexity of the method is 8
Complex Method,Microsoft.BingAds.V10.Internal.Bulk,MappingExtensions,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\V10\Internal\Bulk\MappingExtensions.cs,ConvertToEntity,Cyclomatic complexity of the method is 8
Complex Method,Microsoft.BingAds.V10.Internal.Bulk,StringExtensions,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\V10\Internal\Bulk\StringExtensions.cs,ParseDay,Cyclomatic complexity of the method is 9
Complex Method,Microsoft.BingAds.V10.Internal.Bulk,StringExtensions,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\V10\Internal\Bulk\StringExtensions.cs,ParseBiddingScheme,Cyclomatic complexity of the method is 9
Long Parameter List,Microsoft.BingAds.V10.AdInsight,GetBidOpportunitiesRequest,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\Proxies\V10\AdInsight\AdInsightServiceProxy.cs,GetBidOpportunitiesRequest,The method has 10 parameters.
Long Parameter List,Microsoft.BingAds.V10.AdInsight,GetBudgetOpportunitiesRequest,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\Proxies\V10\AdInsight\AdInsightServiceProxy.cs,GetBudgetOpportunitiesRequest,The method has 8 parameters.
Long Parameter List,Microsoft.BingAds.V10.AdInsight,GetKeywordOpportunitiesRequest,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\Proxies\V10\AdInsight\AdInsightServiceProxy.cs,GetKeywordOpportunitiesRequest,The method has 10 parameters.
Long Parameter List,Microsoft.BingAds.V10.AdInsight,GetEstimatedBidByKeywordIdsRequest,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\Proxies\V10\AdInsight\AdInsightServiceProxy.cs,GetEstimatedBidByKeywordIdsRequest,The method has 9 parameters.
Long Parameter List,Microsoft.BingAds.V10.AdInsight,GetEstimatedPositionByKeywordIdsRequest,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\Proxies\V10\AdInsight\AdInsightServiceProxy.cs,GetEstimatedPositionByKeywordIdsRequest,The method has 9 parameters.
Long Parameter List,Microsoft.BingAds.V10.AdInsight,GetEstimatedBidByKeywordsRequest,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\Proxies\V10\AdInsight\AdInsightServiceProxy.cs,GetEstimatedBidByKeywordsRequest,The method has 15 parameters.
Long Parameter List,Microsoft.BingAds.V10.AdInsight,GetEstimatedPositionByKeywordsRequest,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\Proxies\V10\AdInsight\AdInsightServiceProxy.cs,GetEstimatedPositionByKeywordsRequest,The method has 15 parameters.
Long Parameter List,Microsoft.BingAds.V10.AdInsight,GetBidLandscapeByAdGroupIdsRequest,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\Proxies\V10\AdInsight\AdInsightServiceProxy.cs,GetBidLandscapeByAdGroupIdsRequest,The method has 8 parameters.
Long Parameter List,Microsoft.BingAds.V10.AdInsight,GetBidLandscapeByKeywordIdsRequest,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\Proxies\V10\AdInsight\AdInsightServiceProxy.cs,GetBidLandscapeByKeywordIdsRequest,The method has 9 parameters.
Long Parameter List,Microsoft.BingAds.V10.AdInsight,GetHistoricalKeywordPerformanceRequest,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\Proxies\V10\AdInsight\AdInsightServiceProxy.cs,GetHistoricalKeywordPerformanceRequest,The method has 14 parameters.
Long Parameter List,Microsoft.BingAds.V10.AdInsight,GetHistoricalSearchCountRequest,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\Proxies\V10\AdInsight\AdInsightServiceProxy.cs,GetHistoricalSearchCountRequest,The method has 14 parameters.
Long Parameter List,Microsoft.BingAds.V10.AdInsight,GetKeywordCategoriesRequest,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\Proxies\V10\AdInsight\AdInsightServiceProxy.cs,GetKeywordCategoriesRequest,The method has 11 parameters.
Long Parameter List,Microsoft.BingAds.V10.AdInsight,GetKeywordDemographicsRequest,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\Proxies\V10\AdInsight\AdInsightServiceProxy.cs,GetKeywordDemographicsRequest,The method has 11 parameters.
Long Parameter List,Microsoft.BingAds.V10.AdInsight,GetKeywordLocationsRequest,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\Proxies\V10\AdInsight\AdInsightServiceProxy.cs,GetKeywordLocationsRequest,The method has 14 parameters.
Long Parameter List,Microsoft.BingAds.V10.AdInsight,SuggestKeywordsForUrlRequest,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\Proxies\V10\AdInsight\AdInsightServiceProxy.cs,SuggestKeywordsForUrlRequest,The method has 12 parameters.
Long Parameter List,Microsoft.BingAds.V10.AdInsight,SuggestKeywordsFromExistingKeywordsRequest,C:\repos\bing-ads-sdk_BingAds-dotNet-SDK\BingAdsApiSDK\Proxies\V10\AdInsight\AdInsightServiceProxy.cs,SuggestKeywordsFromExistingKeywordsRequest,The method has 16 parameters.
