Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
Animal,0,1,13,0,1,78,2,0,0,0,0,1
Enemy,0,1,7,0,1,44,1,0,0,0,0,1
Preferences,3,5,0,1,5,92,15,0,0,1,0,1
SavedGame,0,0,6,0,0,27,0,0,0,0,0,2
UnitViewModel,0,0,6,0,0,31,0,0,0,0,0,1
Human,0,5,19,0,5,179,15,0,0,0,5,2
HumanSkill,0,2,5,0,2,67,2,0,0,0,0,1
Equipment,0,1,5,0,1,31,1,0,0,0,1,1
EquipmentItem,0,3,2,0,3,23,3,0,0,0,0,1
Resources,0,2,1,0,1,26,5,0,0,0,1,1
Resource,0,1,2,0,1,14,1,0,0,0,0,2
StartupWindow,1,5,1,0,2,80,13,0,0,0.6,2,1
_UnitDisplay,0,1,1,0,1,14,1,0,0,0,0,0
App,0,0,0,0,0,6,0,0,0,0,0,0
Gender,0,0,0,0,0,5,0,0,0,0,0,1
Profession,0,0,0,0,0,19,0,0,0,0,0,1
MainWindow,0,8,4,0,2,131,20,0,0,0,6,1
ResourceManager,1,3,3,1,2,52,6,0,0,0,3,1
VillageResource,3,1,3,0,0,46,2,0,0,1,0,1
UnitManager,3,1,0,3,1,53,8,0,0,0,3,1
Resources,2,1,2,0,0,45,1,0,0,0,0,0
Settings,1,0,2,0,0,22,0,0,0,0,0,0
