Implementation smell,Namespace,Class,File,Method,Description
Long Statement,CohesionAndCoupling,UtilsExamples,C:\repos\Siko91_TelerikAcademy--CodeQuality\HighQualityClasses\Cohesion-and-Coupling\UtilsExamples.cs,Main,The length of the statement  "	Console.WriteLine ("Distance in the 2D space = {0:f2}"' JustGeometry.CalcDistance2D (new Point2D (1' -2)' new Point2D (3' 4))); " is 127.
Long Statement,CohesionAndCoupling,UtilsExamples,C:\repos\Siko91_TelerikAcademy--CodeQuality\HighQualityClasses\Cohesion-and-Coupling\UtilsExamples.cs,Main,The length of the statement  "	Console.WriteLine ("Distance in the 3D space = {0:f2}"' JustGeometry.CalcDistance3D (new Point3D (5' 2' -1)' new Point3D (3' -6' 4))); " is 134.
Magic Number,CohesionAndCoupling,UtilsExamples,C:\repos\Siko91_TelerikAcademy--CodeQuality\HighQualityClasses\Cohesion-and-Coupling\UtilsExamples.cs,Main,The following statement contains a magic number: Console.WriteLine ("Distance in the 2D space = {0:f2}"' JustGeometry.CalcDistance2D (new Point2D (1' -2)' new Point2D (3' 4)));  
Magic Number,CohesionAndCoupling,UtilsExamples,C:\repos\Siko91_TelerikAcademy--CodeQuality\HighQualityClasses\Cohesion-and-Coupling\UtilsExamples.cs,Main,The following statement contains a magic number: Console.WriteLine ("Distance in the 2D space = {0:f2}"' JustGeometry.CalcDistance2D (new Point2D (1' -2)' new Point2D (3' 4)));  
Magic Number,CohesionAndCoupling,UtilsExamples,C:\repos\Siko91_TelerikAcademy--CodeQuality\HighQualityClasses\Cohesion-and-Coupling\UtilsExamples.cs,Main,The following statement contains a magic number: Console.WriteLine ("Distance in the 2D space = {0:f2}"' JustGeometry.CalcDistance2D (new Point2D (1' -2)' new Point2D (3' 4)));  
Magic Number,CohesionAndCoupling,UtilsExamples,C:\repos\Siko91_TelerikAcademy--CodeQuality\HighQualityClasses\Cohesion-and-Coupling\UtilsExamples.cs,Main,The following statement contains a magic number: Console.WriteLine ("Distance in the 3D space = {0:f2}"' JustGeometry.CalcDistance3D (new Point3D (5' 2' -1)' new Point3D (3' -6' 4)));  
Magic Number,CohesionAndCoupling,UtilsExamples,C:\repos\Siko91_TelerikAcademy--CodeQuality\HighQualityClasses\Cohesion-and-Coupling\UtilsExamples.cs,Main,The following statement contains a magic number: Console.WriteLine ("Distance in the 3D space = {0:f2}"' JustGeometry.CalcDistance3D (new Point3D (5' 2' -1)' new Point3D (3' -6' 4)));  
Magic Number,CohesionAndCoupling,UtilsExamples,C:\repos\Siko91_TelerikAcademy--CodeQuality\HighQualityClasses\Cohesion-and-Coupling\UtilsExamples.cs,Main,The following statement contains a magic number: Console.WriteLine ("Distance in the 3D space = {0:f2}"' JustGeometry.CalcDistance3D (new Point3D (5' 2' -1)' new Point3D (3' -6' 4)));  
Magic Number,CohesionAndCoupling,UtilsExamples,C:\repos\Siko91_TelerikAcademy--CodeQuality\HighQualityClasses\Cohesion-and-Coupling\UtilsExamples.cs,Main,The following statement contains a magic number: Console.WriteLine ("Distance in the 3D space = {0:f2}"' JustGeometry.CalcDistance3D (new Point3D (5' 2' -1)' new Point3D (3' -6' 4)));  
Magic Number,CohesionAndCoupling,UtilsExamples,C:\repos\Siko91_TelerikAcademy--CodeQuality\HighQualityClasses\Cohesion-and-Coupling\UtilsExamples.cs,Main,The following statement contains a magic number: Console.WriteLine ("Distance in the 3D space = {0:f2}"' JustGeometry.CalcDistance3D (new Point3D (5' 2' -1)' new Point3D (3' -6' 4)));  
