Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
App,0,1,0,0,0,12,1,0,0,0,0,0
AddResourceDialogView,0,1,0,0,1,10,1,0,0,0,0,0
AddResourceDialogViewModel,2,4,3,0,4,48,4,0,1,0.88,0,1
ResourceChangedEventArgs,0,0,0,0,0,4,0,0,0,0,0,0
GameResourcesModule,2,3,0,0,3,22,3,0,2,0.5,4,0
ProjectOpeningEventArgs,0,1,1,0,1,11,1,0,0,0,1,2
ProjectClosingEventArgs,0,1,0,0,1,9,1,0,0,0,0,3
ProjectModule,3,8,0,0,7,106,9,0,2,0.54,9,0
SceneViewModel,0,0,0,0,0,3,0,0,0,0,0,1
SceneEditorViewModel,1,1,1,0,1,20,1,0,2,1,1,1
SceneView,0,1,0,0,1,10,1,0,0,0,0,0
SceneEditorView,0,1,0,0,1,10,1,0,0,0,0,0
SceneEditorModule,0,0,0,0,0,4,0,0,2,0,0,0
SceneEditorProvider,0,2,0,0,2,15,2,0,1,0,2,0
SpriteEditorProvider,0,2,0,0,2,13,2,0,1,0,1,0
SpriteEditorViewModel,1,2,0,0,1,16,2,0,2,0.5,1,1
SpriteEditorView,0,1,0,0,1,10,1,0,0,0,0,0
DocumentManager,1,3,0,0,2,19,3,0,0,0.67,1,2
ProjectManager,1,2,2,0,1,40,3,0,0,1,1,4
BaseNodeViewModel,1,1,4,0,1,40,1,2,0,0,1,3
FolderViewModel,0,2,1,0,2,29,5,1,1,0,4,1
GameResourcePaneViewModel,2,4,3,0,4,57,4,0,3,0.88,6,1
ResourceViewModel,0,4,4,0,4,66,5,0,1,0,8,1
RootNodeViewModel,0,1,1,0,1,14,1,0,2,0,1,1
GameResourcePaneView,0,1,0,0,1,10,1,0,0,0,0,0
InitModule,0,2,1,0,2,20,2,0,2,0,1,0
ProjectSettingsViewModel,3,3,1,0,3,37,4,0,2,0.56,2,1
ProjectSettingsView,0,1,0,0,1,10,1,0,0,0,0,0
Launcher,1,3,0,0,2,39,6,0,0,0,1,1
Resources,2,1,2,0,0,45,1,0,0,0,0,0
Settings,1,0,1,0,0,11,0,0,0,0,0,0
