Architecture smell,Project,Namespace,Cause
Cyclic Dependency,Scripts,Server,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server' Server.Commands.Generic' Server.Commands
Cyclic Dependency,Scripts,Server,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server' Server.Items
Cyclic Dependency,Scripts,Server,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server' Server.Spells.Spellweaving' Server.Items
Cyclic Dependency,Scripts,Server,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server' Server.Mobiles
Cyclic Dependency,Scripts,Server,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server' Server.Items' Server.Mobiles
Cyclic Dependency,Scripts,Server,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server' Server.Items' Server.Spells
Cyclic Dependency,Scripts,Server,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server' Server.Items' Server.Engines.XmlSpawner2
Cyclic Dependency,Scripts,Server,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server' Server.Spells' Server.Mobiles
Cyclic Dependency,Scripts,Server,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server' Server.Items' Server.Engines.ConPVP' Server.Mobiles
Cyclic Dependency,Scripts,Server,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server' Server.Accounting
Cyclic Dependency,Scripts,Server,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server' Server.Accounting' Server.Commands
Cyclic Dependency,Scripts,Server,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server' Server.Accounting' Server.Mobiles
Cyclic Dependency,Scripts,Server,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server' Server.Accounting' Server.Misc' Server.Mobiles
Cyclic Dependency,Scripts,Server,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server' Server.Mobiles' Server.Engines.CannedEvil' Server.Misc
Cyclic Dependency,Scripts,Server.Accounting,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Accounting' Server.Multis' Server.Engines.ConPVP' Server.Mobiles
Cyclic Dependency,Scripts,Server.Accounting,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Accounting' Server.Misc
Cyclic Dependency,Scripts,Server.Accounting,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Accounting' Server.Misc' Server
Cyclic Dependency,Scripts,Server.Misc,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Misc' Server.Mobiles' Server.Accounting
Cyclic Dependency,Scripts,Server.Misc,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Misc' Server.Mobiles
Cyclic Dependency,Scripts,Server.Misc,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Misc' Server.Mobiles' Server.Items
Cyclic Dependency,Scripts,Server.Misc,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Misc' Server.Mobiles' Server
Cyclic Dependency,Scripts,Server.Misc,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Misc' Server.Items' Server.Engines.ConPVP' Server.Mobiles
Cyclic Dependency,Scripts,Server.Misc,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Misc' Server.Spells' Server' Server.Items
Cyclic Dependency,Scripts,Server.Misc,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Misc' Server.Mobiles' Server' Server.Items
Cyclic Dependency,Scripts,Server.Commands,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Commands' Server.Mobiles' Server
Cyclic Dependency,Scripts,Server.Commands,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Commands' Server.Mobiles' Server.Engines.XmlSpawner2
Cyclic Dependency,Scripts,Server.Gumps,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Gumps' Server.Items
Cyclic Dependency,Scripts,Server.Gumps,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Gumps' Server.Items' Server.Engines.Craft
Cyclic Dependency,Scripts,Server.Gumps,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Gumps' Server.Mobiles
Cyclic Dependency,Scripts,Server.Engines.XmlSpawner2,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Engines.XmlSpawner2' Server.Mobiles' Server.Items
Cyclic Dependency,Scripts,Server.Engines.XmlSpawner2,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Engines.XmlSpawner2' Server.Mobiles
Cyclic Dependency,Scripts,Server.Engines.XmlSpawner2,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Engines.XmlSpawner2' Server.Items' Server.Mobiles' Server
Cyclic Dependency,Scripts,Server.Engines.XmlSpawner2,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Engines.XmlSpawner2' Server.Mobiles' Server
Cyclic Dependency,Scripts,Server.Engines.XmlSpawner2,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Engines.XmlSpawner2' Server.Items
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Multis' Server.Mobiles' Server
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Engines.Craft
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Multis
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Mobiles' Server.Factions
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Mobiles' Server.Accounting' Server.Factions
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Engines.Craft' Server.Mobiles
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Engines.Craft' Server.Engines.ConPVP' Server.Mobiles
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Mobiles
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Engines.ConPVP' Server.Mobiles
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Spells
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Accounting
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Accounting' Server
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Accounting' Server.Commands' Server
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Spells.Necromancy' Server.Mobiles
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Spells.Necromancy' Server.Mobiles' Server
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Engines.Craft' Server.Multis
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Commands' Server' Server.Spells
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Multis' Server.Regions
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Mobiles' Server.Multis
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Engines.Harvest' Server.Engines.Craft
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Multis' Server.Mobiles' Server.Regions
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Engines.Quests' Server.Mobiles
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Engines.Quests' Server.Engines.Craft
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Spells.Ninjitsu
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Spells.Ninjitsu' Server.Spells
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Regions
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Engines.VeteranRewards
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Engines.CannedEvil' Server' Server.Mobiles
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Spells' Server.Mobiles
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Multis' Server.Multis.Deeds
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server.Targets' Server.Mobiles
Cyclic Dependency,Scripts,Server.Items,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Items' Server' Server.Spells' Server.Mobiles
Cyclic Dependency,Scripts,VitaNex.Network,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: VitaNex.Network' VitaNex
Cyclic Dependency,Scripts,Server.Mobiles,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Mobiles' Server.Factions
Cyclic Dependency,Scripts,Server.Mobiles,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Mobiles' Server.Spells.Ninjitsu' Server.Items' Server
Cyclic Dependency,Scripts,Server.Mobiles,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Mobiles' Server.Engines.XmlSpawner2' Server.Factions
Cyclic Dependency,Scripts,Server.Mobiles,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Mobiles' Server.Spells.Necromancy' Server
Cyclic Dependency,Scripts,Server.Mobiles,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Mobiles' Server.Engines.CannedEvil' Server.Misc' Server.Factions
Cyclic Dependency,Scripts,Server.Mobiles,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Mobiles' Server' Server.Accounting' Server.Factions
Cyclic Dependency,Scripts,Server.Mobiles,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Mobiles' Server' Server.Factions
Cyclic Dependency,Scripts,Server.Mobiles,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Mobiles' Server.Engines.CannedEvil' Server.Misc' Server.Items
Cyclic Dependency,Scripts,Server.Mobiles,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Mobiles' Server.Engines.CannedEvil' Server.Misc
Cyclic Dependency,Scripts,Server.Mobiles,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Mobiles' Server.Factions' Server.Engines.Craft' Server.Engines.BulkOrders
Cyclic Dependency,Scripts,Server.Mobiles,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Mobiles' Server.Factions' Server.Engines.Craft' Server.Items
Cyclic Dependency,Scripts,Server.Mobiles,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Mobiles' Server.Multis
Cyclic Dependency,Scripts,Server.Mobiles,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Mobiles' Server.Multis' Server.Regions
Cyclic Dependency,Scripts,Server.Mobiles,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Mobiles' Server.Multis' Server
Cyclic Dependency,Scripts,Server.Mobiles,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Mobiles' Server.Items' Server.Spells.Bushido
Cyclic Dependency,Scripts,Server.Regions,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Regions' Server.Mobiles' Server
Cyclic Dependency,Scripts,Server.Regions,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Regions' Server.Multis
Cyclic Dependency,Scripts,Server.Engines.Quests,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Engines.Quests' Server.Engines.Quests.Doom
Cyclic Dependency,Scripts,Server.Engines.Quests,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Engines.Quests' Server.Engines.Quests.Haven
Cyclic Dependency,Scripts,Server.Engines.Quests,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Engines.Quests' Server.Items' Server.Engines.Quests.Doom
Cyclic Dependency,Scripts,Server.Engines.Quests,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Engines.Quests' Server.Mobiles' Server
Cyclic Dependency,Scripts,Server.Targets,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Targets' Server.Mobiles
Cyclic Dependency,Scripts,Server.Multis,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Server.Multis' Server.Items' Server.Spells
