Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
AggressorInfo,9,5,8,0,4,142,10,0,0,0,0,18
HueAttribute,0,0,0,0,0,4,0,0,0,-1,0,19
BodyAttribute,0,0,0,0,0,4,0,0,0,-1,0,2
PropertyObjectAttribute,0,0,0,0,0,4,0,0,0,-1,0,2
NoSortAttribute,0,0,0,0,0,4,0,0,0,-1,0,2
CallPriorityAttribute,0,1,1,0,1,12,1,0,0,-1,0,1
CallPriorityComparer,0,2,0,0,1,31,8,0,0,-1,1,0
TypeAliasAttribute,1,1,1,0,1,14,1,0,0,0,0,1
ParsableAttribute,0,0,0,0,0,4,0,0,0,-1,0,3
CustomEnumAttribute,1,1,1,0,1,14,1,0,0,0,0,4
ConstructableAttribute,0,2,1,0,2,16,2,0,0,-1,0,4
CommandPropertyAttribute,3,3,3,0,3,35,3,0,0,0.67,0,494
BodyType,0,0,0,0,0,9,0,0,0,-1,0,2
Body,2,5,12,0,4,167,12,0,0,0.4,1,6
ClientType,0,0,0,0,0,8,0,0,0,-1,0,3
ClientVersion,6,11,7,0,10,225,41,0,0,0.18,2,11
LastEditedBy,2,4,2,0,3,50,5,0,0,0,0,0
Place,2,5,2,0,4,55,6,0,0,0,1,0
EffectLayer,0,0,0,0,0,10,0,0,0,-1,0,162
ParticleSupportType,0,0,0,0,0,6,0,0,0,-1,0,1
Effects,1,27,1,0,27,269,67,0,0,0.85,6,242
EventLog,0,7,0,0,6,33,8,0,0,-1,0,0
ClientVersionReceivedArgs,2,1,2,0,1,20,1,0,0,0,1,2
CreateGuildEventArgs,0,1,2,0,1,15,1,0,0,-1,1,3
GuildGumpRequestArgs,1,1,1,0,1,13,1,0,0,0,0,2
QuestGumpRequestArgs,1,1,1,0,1,13,1,0,0,0,0,2
SetAbilityEventArgs,2,1,2,0,1,20,1,0,0,0,0,2
DeleteRequestEventArgs,2,1,2,0,1,20,1,0,0,0,0,2
GameLoginEventArgs,3,1,5,0,1,35,1,0,0,0,1,3
AggressiveActionEventArgs,4,3,3,0,2,45,4,0,0,0,0,3
ProfileRequestEventArgs,2,1,2,0,1,20,1,0,0,0,0,2
ChangeProfileRequestEventArgs,3,1,3,0,1,27,1,0,0,0,0,2
PaperdollRequestEventArgs,2,1,2,0,1,20,1,0,0,0,0,2
AccountLoginEventArgs,3,1,5,0,1,35,1,0,0,0,1,3
VirtueItemRequestEventArgs,3,1,3,0,1,27,1,0,0,0,0,2
VirtueGumpRequestEventArgs,2,1,2,0,1,20,1,0,0,0,0,2
VirtueMacroRequestEventArgs,2,1,2,0,1,20,1,0,0,0,0,2
ChatRequestEventArgs,1,1,1,0,1,13,1,0,0,0,0,2
PlayerDeathEventArgs,1,1,1,0,1,13,1,0,0,0,0,6
RenameRequestEventArgs,3,1,3,0,1,27,1,0,0,0,0,2
LogoutEventArgs,1,1,1,0,1,13,1,0,0,0,0,4
SocketConnectEventArgs,1,1,2,0,1,18,1,0,0,0,0,4
ConnectedEventArgs,1,1,1,0,1,13,1,0,0,0,0,3
DisconnectedEventArgs,1,1,1,0,1,13,1,0,0,0,0,2
AnimateRequestEventArgs,2,1,2,0,1,20,1,0,0,0,0,2
CastSpellRequestEventArgs,3,1,3,0,1,27,1,0,0,0,0,3
BandageTargetRequestEventArgs,3,1,3,0,1,27,1,0,0,0,0,2
OpenSpellbookRequestEventArgs,2,1,2,0,1,20,1,0,0,0,0,2
StunRequestEventArgs,1,1,1,0,1,13,1,0,0,0,0,2
DisarmRequestEventArgs,1,1,1,0,1,13,1,0,0,0,0,2
HelpRequestEventArgs,1,1,1,0,1,13,1,0,0,0,0,2
ShutdownEventArgs,0,0,0,0,0,3,0,0,0,-1,0,3
CrashedEventArgs,1,1,2,0,1,17,1,0,0,0,0,4
HungerChangedEventArgs,2,1,2,0,1,20,1,0,0,0,0,2
MovementEventArgs,4,3,3,0,3,47,4,0,0,0,0,17
ServerListEventArgs,3,3,4,0,3,39,3,0,0,0.67,1,3
SkillNameValue,2,1,2,0,1,20,1,0,0,0,1,3
CharacterCreatedEventArgs,21,2,21,0,2,156,2,0,0,1,3,4
OpenDoorMacroEventArgs,1,1,1,0,1,13,1,0,0,0,0,2
SpeechEventArgs,4,2,7,0,2,56,4,0,0,0,1,46
LoginEventArgs,1,1,1,0,1,13,1,0,0,0,0,30
WorldSaveEventArgs,1,1,1,0,1,13,1,0,0,0,0,6
FastWalkEventArgs,1,1,2,0,1,18,1,0,0,0,0,3
OnKilledByEventArgs,2,1,2,0,1,20,1,0,0,0,0,1
OnItemUseEventArgs,2,1,2,0,1,20,1,0,0,0,0,1
OnEnterRegionEventArgs,2,1,2,0,1,20,1,0,0,0,0,1
OnConsumeEventArgs,3,2,3,0,2,30,2,0,0,1,0,1
OnPropertyChangedEventArgs,0,1,5,0,1,31,1,0,0,-1,0,1
EventSink,0,55,0,0,55,473,109,0,0,-1,48,101
TargetedSpellEventArgs,3,1,3,0,1,27,1,0,0,0,0,2
TargetedSkillUseEventArgs,3,1,3,0,1,27,1,0,0,0,0,2
TargetedItemUseEventArgs,3,1,3,0,1,27,1,0,0,0,0,2
TargetByResourceMacroEventArgs,3,1,3,0,1,27,1,0,0,0,0,2
EquipMacroEventArgs,2,1,2,0,1,20,1,0,0,0,0,2
UnequipMacroEventArgs,2,1,2,0,1,20,1,0,0,0,0,2
Expansion,0,0,0,0,0,14,0,0,0,-1,0,47
ClientFlags,0,0,0,0,0,14,0,0,0,-1,0,5
FeatureFlags,0,0,0,0,0,39,0,0,0,-1,0,2
CharacterListFlags,0,0,0,0,0,37,0,0,0,-1,0,3
ExpansionInfo,8,5,10,0,5,113,6,0,0,0.4,5,8
Point2D,3,8,2,1,8,158,12,0,1,0.5,1,59
Point3D,4,9,3,1,9,118,14,0,1,0.56,2,353
Rectangle2D,2,9,6,0,9,126,13,0,0,0.33,2,38
Rectangle3D,2,4,5,0,4,61,4,0,0,0,1,26
IEntity,0,2,4,0,0,17,2,4,1,-1,0,76
Entity,4,6,7,0,6,74,8,0,2,0.67,0,7
Insensitive,1,5,1,0,5,45,10,0,0,0.4,0,53
IVendor,0,3,2,0,0,13,3,2,0,-1,2,1
IPoint2D,0,0,2,0,0,9,0,4,0,-1,0,19
IPoint3D,0,0,1,0,0,6,0,8,1,-1,0,123
ICarvable,0,1,0,0,0,4,1,13,0,-1,0,0
IWeapon,0,3,1,0,0,9,3,1,0,-1,0,5
IHued,0,0,1,0,0,6,0,2,0,-1,0,0
ISpell,0,7,1,0,0,13,7,0,0,-1,0,2
IParty,0,3,0,0,0,6,3,1,0,-1,0,1
ISpawner,0,1,3,0,0,13,1,3,0,-1,1,7
ISpawnable,0,3,1,0,0,10,3,2,2,-1,1,4
Layer,0,0,0,0,0,140,0,0,0,-1,0,174
ItemDelta,0,0,0,0,0,23,0,0,0,-1,0,9
DeathMoveResult,0,0,0,0,0,18,0,0,0,-1,0,16
LightType,0,0,0,0,0,230,0,0,0,-1,0,60
LootType,0,0,0,0,0,22,0,0,0,-1,0,396
BounceInfo,4,4,0,4,3,56,9,0,0,0.5,1,3
TotalType,0,0,0,0,0,6,0,0,0,-1,0,10
ExpandFlag,0,0,0,0,0,14,0,0,0,-1,0,2
Item,38,182,75,2,171,3598,678,1035,3,0.32,40,441
ItemBounds,1,1,1,0,0,29,5,0,0,0,1,6
VirtualCheck,3,11,8,1,11,305,19,0,4,0.91,1,2
BaseHairInfo,2,4,2,0,1,49,5,3,0,0.5,0,0
HairInfo,0,4,0,0,4,16,4,0,1,-1,0,12
FacialHairInfo,0,4,0,0,4,16,4,0,1,-1,0,12
FaceInfo,0,4,0,0,4,16,4,0,1,-1,0,3
HairEquipUpdate,0,1,0,0,1,17,2,0,1,-1,2,0
FacialHairEquipUpdate,0,1,0,0,1,17,2,0,1,-1,2,0
FaceEquipUpdate,0,1,0,0,1,17,2,0,1,-1,2,0
RemoveHair,0,1,0,0,1,7,1,0,1,-1,1,0
RemoveFacialHair,0,1,0,0,1,7,1,0,1,-1,1,0
RemoveFace,0,1,0,0,1,7,1,0,1,-1,1,0
KeywordList,3,4,1,0,4,47,9,0,0,0,0,1
Core,38,12,41,2,6,684,76,0,0,0.33,17,384
FileLogger,3,5,2,1,5,58,16,0,0,0.4,0,0
MultiTextWriter,1,6,1,0,6,42,9,0,0,0,0,1
MapRules,0,0,0,0,0,15,0,0,0,-1,0,9
IPooledEnumerable,0,1,0,0,0,6,1,0,0,-1,0,61
IPooledEnumerator,0,1,0,0,0,4,1,0,0,-1,0,0
Map,22,67,22,3,63,1862,209,0,0,0.37,23,386
TimedSkillMod,1,3,0,0,3,15,3,0,1,0.67,1,1
EquipedSkillMod,2,2,0,0,2,14,2,0,1,0,1,1
DefaultSkillMod,0,2,0,0,2,10,2,1,1,-1,1,4
SkillMod,5,3,6,0,2,117,3,3,0,1,2,13
ResistanceMod,3,1,3,0,1,45,1,1,0,0,1,19
StatMod,5,2,3,0,2,38,3,1,0,0,1,11
DamageEntry,3,1,6,0,1,44,1,0,0,0,0,2
StatType,0,0,0,0,0,8,0,0,0,-1,0,46
StatLockType,0,0,0,0,0,6,0,0,0,-1,0,2
Direction,0,0,0,0,0,24,0,0,0,-1,0,49
MobileDelta,0,0,0,0,0,34,0,0,0,-1,0,17
AccessLevel,0,0,0,0,0,14,0,0,0,-1,0,396
VisibleDamageType,0,0,0,0,0,6,0,0,0,-1,0,2
ResistanceType,0,0,0,0,0,8,0,0,0,-1,0,563
ApplyPoisonResult,0,0,0,0,0,7,0,0,0,-1,0,4
MobileNotConnectedException,0,1,0,0,1,8,1,0,0,-1,0,0
Mobile,206,421,261,0,405,9323,1455,0,3,0.33,94,71
MultiData,5,3,0,0,2,73,13,0,0,0,2,6
MultiTileEntry,5,1,0,5,1,14,1,0,0,0,0,8
MultiComponentList,9,9,8,1,8,381,75,0,0,0,7,15
NativeReader,1,2,0,0,1,16,3,0,0,0,2,2
INativeReader,0,1,0,0,0,4,1,2,0,-1,0,1
NativeReaderWin32,0,1,0,0,1,15,1,0,1,-1,0,0
NativeReaderUnix,0,1,0,0,1,12,1,0,1,-1,0,0
Notoriety,9,2,2,7,2,48,3,0,0,1,0,26
ObjectPropertyList,8,15,5,0,14,142,21,0,1,0,0,310
OPLInfo,0,1,0,0,1,15,1,0,1,-1,1,1
PartyCommands,0,7,1,0,7,14,7,1,0,-1,0,3
BinaryMemoryWriter,2,2,1,0,2,48,3,0,1,0,1,1
DualSaveStrategy,0,1,1,0,1,24,2,0,1,-1,2,2
DynamicSaveStrategy,14,13,1,0,3,217,17,0,1,0,10,1
FileOperations,6,2,5,2,1,93,5,0,0,0,0,2
FileQueue,10,7,1,0,4,198,20,0,0,0,2,1
ParallelSaveStrategy,14,16,1,0,3,272,36,0,1,0,9,1
QueuedMemoryWriter,2,3,1,0,3,74,5,0,1,0,2,1
SaveMetrics,9,7,0,0,7,77,9,0,0,0,0,6
SaveStrategy,0,3,1,0,3,27,5,3,0,-1,4,3
SequentialFileWriter,4,9,5,0,6,103,16,0,0,0.33,3,4
StandardSaveStrategy,3,7,3,1,3,191,26,1,1,0,9,2
Point3DList,3,5,2,0,5,70,11,0,0,0,0,1
Poison,1,8,12,0,8,135,24,1,0,0.5,1,208
QuestArrow,3,8,3,0,8,77,14,1,0,0.25,0,2
Race,12,29,15,0,27,214,36,0,0,0.48,2,386
RandomImpl,1,5,2,0,4,50,10,0,0,0,3,2
IRandomImpl,0,4,0,0,0,7,4,4,0,-1,0,1
IHardwareRNG,0,1,0,0,0,4,1,2,0,-1,0,1
SimpleRandom,1,4,0,0,4,27,4,0,1,0,0,0
CSPRandom,8,10,0,0,5,96,13,0,1,0.2,0,0
RDRand32,7,11,0,0,6,105,14,0,1,0.36,1,0
RDRand64,7,11,0,0,6,105,14,0,1,0.36,1,0
RDRandError,0,0,0,0,0,9,0,0,0,-1,0,2
MusicName,0,0,0,0,0,92,0,0,0,-1,0,10
Region,18,89,18,3,83,1030,227,1,0,0.22,12,60
ScriptCompiler,4,26,1,0,25,497,124,0,0,0.23,3,46
TypeCache,3,3,3,0,3,56,9,0,0,0,2,2
TypeTable,2,3,0,0,3,25,4,0,0,0,0,1
Season,2,4,0,0,1,79,13,0,0,0,2,1
RegionRect,2,3,2,0,2,35,5,0,0,0,1,4
Sector,15,16,10,0,12,233,45,0,0,0,4,15
SecureTrade,3,9,3,0,6,278,70,0,0,0.22,4,8
SecureTradeInfo,0,2,8,0,2,62,2,0,0,-1,5,4
Serial,5,6,8,2,5,121,9,0,0,0.33,0,4702
GenericReader,0,55,0,0,55,58,55,1,0,-1,0,13
GenericWriter,0,75,1,0,75,81,75,2,0,-1,5,7
BinaryFileWriter,10,79,3,0,78,686,165,2,1,0.35,8,4
BinaryFileReader,1,58,1,0,58,413,99,0,1,0.16,7,3
AsyncWriter,11,79,3,0,77,630,143,0,1,0.37,8,1
ISerializable,0,2,2,0,0,11,2,7,0,-1,0,6
SkillLock,0,0,0,0,0,6,0,0,0,-1,0,10
SkillName,0,0,0,0,0,61,0,0,0,-1,0,1115
Skill,3,6,14,0,6,259,24,0,0,0.67,5,42
SkillInfo,2,1,13,0,1,136,1,0,0,0,0,32
Skills,2,9,63,0,8,652,31,0,0,0.67,5,10
StartupReader,8,9,0,0,8,57,9,0,0,0,0,1
LandData,2,1,2,0,1,29,1,0,0,0,1,1
ItemData,7,1,11,0,1,133,1,0,0,0,1,17
TileFlag,0,0,0,0,0,37,0,0,0,-1,0,26
TileData,5,2,4,0,0,137,18,0,0,0,4,40
TileList,3,4,1,0,4,54,11,0,0,0,1,3
TileMatrix,25,12,9,0,10,387,48,0,0,0.17,9,3
LandTile,2,2,4,0,2,39,2,0,0,0,0,16
StaticTile,5,4,6,0,4,87,4,0,0,0,0,26
UOPIndex,4,3,1,0,3,91,10,0,0,0,0,1
TileMatrixPatch,4,3,3,0,1,133,22,0,0,0,6,2
TimerPriority,0,0,0,0,0,11,0,0,0,-1,0,24
Timer,13,25,7,0,23,544,45,25,0,0.56,3,368
Utility,7,91,2,0,89,1065,194,0,0,0.66,6,1097
VirtueInfo,1,6,9,0,6,153,19,0,0,0.5,0,1
World,29,45,7,11,38,1166,231,0,0,0.11,17,88
BuyItemStateComparer,0,1,0,0,1,16,4,0,0,-1,1,0
BuyItemResponse,2,1,2,0,1,20,1,0,0,0,0,6
SellItemResponse,2,1,2,0,1,20,1,0,0,0,0,5
SellItemState,3,1,3,0,1,27,1,0,0,0,0,0
BuyItemState,7,1,7,0,1,55,1,0,0,0,0,5
IMount,0,1,1,0,0,8,1,2,0,-1,0,12
IMountItem,0,0,1,0,0,6,0,3,0,-1,0,3
CommandEventArgs,4,6,5,0,6,74,11,0,0,0,1,169
CommandEntry,3,2,3,0,2,40,5,0,0,0,0,8
CommandSystem,3,5,3,0,4,119,20,0,0,0.4,4,147
ContextMenu,3,1,4,0,1,79,4,0,0,0,1,5
ContextMenuEntry,0,3,7,0,3,102,4,31,0,-1,2,105
OpenBackpackEntry,1,2,0,0,2,12,2,0,1,0,0,0
PaperdollEntry,1,2,0,0,2,14,3,0,1,0,0,0
BaseCore,1,7,7,0,7,82,8,1,1,0.86,3,1
BaseModule,4,14,9,0,14,172,25,1,1,0.36,2,4
BaseService,0,7,5,0,7,58,8,0,1,-1,2,0
BaseCoreEventArgs,1,1,1,0,1,13,1,0,0,0,1,1
BaseModuleEventArgs,1,1,1,0,1,13,1,0,0,0,1,0
SaveData,3,9,5,0,9,102,14,3,1,0.67,4,8
CustomSerial,4,6,4,2,5,93,9,0,0,0.33,0,15
ICustomsEntry,0,0,4,0,0,15,0,0,0,-1,1,0
ICustomsEntity,0,2,2,0,0,11,2,4,0,-1,1,2
Decompressor,1,4,0,0,3,1137,18,0,0,0,0,0
