Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,Northwind.Perf,PerfTestBase,C:\research\architectureSmells\repos\NServiceKit_NServiceKit.OrmLite\tests\NServiceKit.OrmLite.TestsPerf\Scenarios\Northwind\PerfTestBase.cs,CompareRuns,The method has 5 parameters. Parameters: iterations' run1Name' run1Action' run2Name' run2Action
Long Identifier,NServiceKit.OrmLite.TestsPerf.Scenarios.OrmLite,OrmLiteScenrioConfig,C:\research\architectureSmells\repos\NServiceKit_NServiceKit.OrmLite\tests\NServiceKit.OrmLite.TestsPerf\Scenarios\OrmLite\OrmLiteScenrioConfig.cs,,The length of the parameter DataProviderAndConnectionStrings is 32.
Long Statement,Northwind.Perf,PerfTestBase,C:\research\architectureSmells\repos\NServiceKit_NServiceKit.OrmLite\tests\NServiceKit.OrmLite.TestsPerf\Scenarios\Northwind\PerfTestBase.cs,RunAction,The length of the statement  "			Log("{0} took {1}ms ({2} ticks)' avg: {3} ticks"' actionName' timeSpan.TotalMilliseconds' ticksTaken' (ticksTaken / iterations));" is 129.
Long Statement,NServiceKit.OrmLite.TestsPerf.Scenarios.Northwind,InsertNorthwindOrderScenario,C:\research\architectureSmells\repos\NServiceKit_NServiceKit.OrmLite\tests\NServiceKit.OrmLite.TestsPerf\Scenarios\Northwind\InsertNorthwindModelScenario.cs,Run,The length of the statement  "			db.Insert(NorthwindFactory.Order(this.Iteration' "VINET"' 5' new DateTime(1996' 7' 4)' new DateTime(1996' 1' 8)' new DateTime(1996' 7' 16)' 3' 32.38m' "Vins et alcools Chevalier"' "59 rue de l'Abbaye"' "Reims"' null' "51100"' "France"));" is 237.
Long Statement,NServiceKit.OrmLite.TestsPerf.Scenarios.Northwind,InsertNorthwindCustomerScenario,C:\research\architectureSmells\repos\NServiceKit_NServiceKit.OrmLite\tests\NServiceKit.OrmLite.TestsPerf\Scenarios\Northwind\InsertNorthwindModelScenario.cs,Run,The length of the statement  "			db.Insert(NorthwindFactory.Customer(this.Iteration.ToString("x")' "Alfreds Futterkiste"' "Maria Anders"' "Sales Representative"' "Obere Str. 57"' "Berlin"' null' "12209"' "Germany"' "030-0074321"' "030-0076545"' null));" is 219.
Long Statement,NServiceKit.OrmLite.TestsPerf.Scenarios.Northwind,InsertNorthwindSupplierScenario,C:\research\architectureSmells\repos\NServiceKit_NServiceKit.OrmLite\tests\NServiceKit.OrmLite.TestsPerf\Scenarios\Northwind\InsertNorthwindModelScenario.cs,Run,The length of the statement  "			db.Insert(NorthwindFactory.Supplier(this.Iteration' "Exotic Liquids"' "Charlotte Cooper"' "Purchasing Manager"' "49 Gilbert St."' "London"' null' "EC1 4SD"' "UK"' "(171) 555-2222"' null' null));" is 194.
Long Statement,NServiceKit.OrmLite.TestsPerf.Scenarios.Northwind,SelectNorthwindSupplierScenario,C:\research\architectureSmells\repos\NServiceKit_NServiceKit.OrmLite\tests\NServiceKit.OrmLite.TestsPerf\Scenarios\Northwind\SelectNorthwindSupplierScenario.cs,Run,The length of the statement  "				db.Insert(NorthwindFactory.Supplier(SupplierId' "Exotic Liquids"' "Charlotte Cooper"' "Purchasing Manager"' "49 Gilbert St."' "London"' null' "EC1 4SD"' "UK"' "(171) 555-2222"' null' null));" is 190.
Magic Number,NServiceKit.OrmLite.TestsPerf,DapperTests,C:\research\architectureSmells\repos\NServiceKit_NServiceKit.OrmLite\tests\NServiceKit.OrmLite.TestsPerf\DapperTests.cs,RunPerformanceTests,The following statement contains a magic number: const int iterations = 500;
Magic Number,NServiceKit.OrmLite.TestsPerf.Model,ModelWithFieldsOfDifferentTypesPerf,C:\research\architectureSmells\repos\NServiceKit_NServiceKit.OrmLite\tests\NServiceKit.OrmLite.TestsPerf\Model\ModelWithFieldsOfDifferentTypes.cs,Create,The following statement contains a magic number: var row = new ModelWithFieldsOfDifferentTypesPerf { 				Id = id' 				Bool = id % 2 == 0' 				DateTime = DateTime.Now.AddDays(id)' 				Double = 1.11d + id' 				Guid = Guid.NewGuid()' 				LongId = 999 + id' 				Name = "Name" + id 			};
Magic Number,NServiceKit.OrmLite.TestsPerf.Model,ModelWithFieldsOfDifferentTypesPerf,C:\research\architectureSmells\repos\NServiceKit_NServiceKit.OrmLite\tests\NServiceKit.OrmLite.TestsPerf\Model\ModelWithFieldsOfDifferentTypes.cs,Create,The following statement contains a magic number: var row = new ModelWithFieldsOfDifferentTypesPerf { 				Id = id' 				Bool = id % 2 == 0' 				DateTime = DateTime.Now.AddDays(id)' 				Double = 1.11d + id' 				Guid = Guid.NewGuid()' 				LongId = 999 + id' 				Name = "Name" + id 			};
Magic Number,NServiceKit.OrmLite.TestsPerf.Model,ModelWithFieldsOfDifferentTypesPerf,C:\research\architectureSmells\repos\NServiceKit_NServiceKit.OrmLite\tests\NServiceKit.OrmLite.TestsPerf\Model\ModelWithFieldsOfDifferentTypes.cs,Create,The following statement contains a magic number: var row = new ModelWithFieldsOfDifferentTypesPerf { 				Id = id' 				Bool = id % 2 == 0' 				DateTime = DateTime.Now.AddDays(id)' 				Double = 1.11d + id' 				Guid = Guid.NewGuid()' 				LongId = 999 + id' 				Name = "Name" + id 			};
Magic Number,NServiceKit.OrmLite.TestsPerf.Model,SampleOrderLine,C:\research\architectureSmells\repos\NServiceKit_NServiceKit.OrmLite\tests\NServiceKit.OrmLite.TestsPerf\Model\SampleOrderLine.cs,Create,The following statement contains a magic number: return new SampleOrderLine { 				Id = CreateUrn(userId' orderId' orderLineId)' 				OrderId = orderId' 				OrderLineId = orderLineId' 				AlbumName = "AlbumName"' 				CashMixValueIncVat = 0.79m / 1.15m' 				TransactionValueExVat = 0.79m' 				ContentUrn = "urn:content:" + Guid.NewGuid().ToString("N")' 			};
