Method,LOC,CC,PC
AudioManager:AudioManager,19,2,2
AudioManager:Initialize,6,2,2
AudioManager:PlaySoundTrack,5,2,0
AudioManager:PlaySoundEffect,8,3,1
AudioManager:PlaySoundEffect,21,4,3
BatchRemovalCollection<T>:BatchRemovalCollection,3,1,0
BatchRemovalCollection<T>:QueuePendingRemoval,3,1,1
BatchRemovalCollection<T>:ApplyPendingRemovals,7,2,0
BloomComponent:BloomComponent,5,2,1
BloomComponent:LoadContent,23,1,0
BloomComponent:UnloadContent,3,1,0
BloomComponent:BeginDraw,3,1,0
BloomComponent:Draw,41,1,1
BloomComponent:DrawFullscreenQuad,6,1,4
BloomComponent:DrawFullscreenQuad,13,2,5
BloomComponent:SetBlurEffectParameters,47,3,2
BloomComponent:ComputeGaussian,5,1,1
BloomSettings:BloomSettings,9,1,7
CollisionMath:LineLineIntersect,23,3,5
CollisionMath:CircleCircleIntersect,5,1,4
CollisionMath:CircleRectangleCollide,22,6,4
CollisionMath:CircleLineCollide,30,4,5
Asteroid:Asteroid,12,2,1
Asteroid:Update,9,1,1
Asteroid:Draw,4,1,2
Asteroid:Touch,25,4,1
Asteroid:LoadContent,13,3,1
Asteroid:UnloadContent,6,2,0
CollisionManager:CollisionManager,1,1,0
CollisionManager:Update,63,8,1
CollisionManager:MoveAndCollide,43,8,2
CollisionManager:Collide,62,11,2
CollisionManager:AdjustVelocities,34,3,2
CollisionManager:FindSpawnPoint,65,12,2
CollisionManager:Explode,54,10,6
CollisionResult:Compare,3,1,2
GameplayObject:GameplayObject,1,1,0
GameplayObject:Initialize,7,2,0
GameplayObject:Update,3,1,1
GameplayObject:Draw,9,2,5
GameplayObject:Touch,3,1,1
GameplayObject:Damage,3,1,2
GameplayObject:Die,8,2,2
PlayerData:PlayerData,3,1,0
PlayerData:Deserialize,9,2,1
PlayerData:Serialize,9,2,1
DoubleLaserPowerUp:DoubleLaserPowerUp,1,1,0
DoubleLaserPowerUp:Draw,4,1,2
DoubleLaserPowerUp:Touch,9,2,1
DoubleLaserPowerUp:LoadContent,9,2,1
DoubleLaserPowerUp:UnloadContent,3,1,0
PowerUp:PowerUp,5,1,0
PowerUp:Initialize,8,2,0
PowerUp:Draw,0,1,2
PowerUp:Draw,10,1,5
PowerUp:Touch,14,2,1
RocketPowerUp:RocketPowerUp,1,1,0
RocketPowerUp:Draw,4,1,2
RocketPowerUp:Touch,9,2,1
RocketPowerUp:LoadContent,9,2,1
RocketPowerUp:UnloadContent,3,1,0
TripleLaserPowerUp:TripleLaserPowerUp,1,1,0
TripleLaserPowerUp:Draw,4,1,2
TripleLaserPowerUp:Touch,9,2,1
TripleLaserPowerUp:LoadContent,9,2,1
