Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
ButtonOverlay,3,3,3,0,1,74,3,0,0,0.56,0,1
TitleDocking,0,0,0,0,0,5,0,0,0,0,0,2
ContentTile,19,11,9,0,1,249,35,0,0,0.85,1,1
CotrolDefaults,0,0,0,0,0,8,0,0,0,0,0,0
MyFlowLayoutPanel,4,7,2,0,5,58,12,0,0,0.96,0,1
FlowLayout,1,1,0,0,1,29,4,0,0,0,0,0
ProgressOverlay,5,4,3,0,1,73,4,0,0,0.65,0,1
ScrollableFlowContainer,2,8,2,1,3,73,10,0,0,0.31,1,1
VpkFileOutdatedException,0,4,3,0,3,28,4,0,0,0,0,2
VpkFileIOException,0,4,3,0,3,28,4,0,0,0,0,3
MainForm,7,21,0,0,6,304,48,0,0,0.91,11,2
DotoContent,6,12,0,0,4,184,32,0,0,0.76,11,1
PathEventArgs,0,0,1,0,0,7,0,0,0,0,0,1
StyleChangedEventArgs,0,0,1,0,0,7,0,0,0,0,0,0
Settings,6,6,5,0,1,154,15,0,0,0.67,1,5
SteamPaths,2,6,2,0,4,63,13,0,0,0,1,3
Program,0,1,0,0,0,11,1,0,0,0,1,0
SettingsForm,0,8,1,0,1,80,19,0,0,0,2,1
SplashScreen,2,7,0,0,1,32,7,0,0,0.86,0,1
tmp,0,1,0,0,1,14,1,0,0,0,4,0
FastBinaryReader,1,9,1,0,0,62,11,0,0,0.11,0,1
VTFLib,0,12,0,0,12,264,12,0,0,0,0,1
VpkFile,1,0,4,1,0,21,0,0,0,0,1,8
VpkArchive,4,10,0,0,8,135,24,0,0,0.62,5,11
VPKHeaderEx,7,0,0,7,0,12,0,0,0,0,0,1
VPKDirectoryEntryInfo,7,0,0,7,0,21,0,0,0,0,0,2
VpkEntryNameComparer,0,2,0,0,2,15,2,0,0,0,1,1
VPKFail,0,0,0,0,0,6,0,0,0,0,0,1
InvalidVpkFileStructureException,0,4,3,0,3,27,4,0,0,0,0,2
VpkDir,6,6,2,0,1,154,21,0,0,0.75,6,1
Announcers,12,11,4,0,3,207,26,2,1,0.81,5,0
GameAnnouncers,1,2,4,0,1,31,2,0,2,1,2,0
MegaKillsAnnouncers,1,2,4,0,1,31,2,0,2,1,2,0
HudConstructor,16,2,0,0,2,77,2,0,0,0.62,2,1
IHudReader,0,1,0,0,0,4,1,1,0,0,0,1
HudReaderBase,2,2,0,0,1,11,2,2,1,0.5,2,0
DefaultHudReader,2,3,0,0,3,31,4,0,2,0.33,2,1
ArchivedHudReader,2,4,0,0,3,53,8,0,2,0.5,2,1
Huds,10,10,1,0,5,181,26,0,1,0.76,10,0
IContentProvider,0,3,1,0,0,9,3,1,0,0,0,2
ContentProvider,3,4,1,0,4,18,4,3,1,0.83,2,0
IGraphicContent,0,0,3,0,0,13,0,1,0,0,0,2
GraphicContent,0,0,3,0,0,15,0,0,1,0,0,4
LoadingScreens,9,7,4,0,5,158,19,0,2,0.79,4,0
Utils,0,3,0,0,3,27,6,0,0,0,0,2
SteamAPI,0,3,0,0,2,35,5,0,0,0,2,0
Thumbnails,2,3,0,0,3,28,7,0,0,0.33,1,1
Resources,2,1,14,0,0,153,1,0,0,0,0,2
Settings,1,0,1,0,0,11,0,0,0,0,0,0
VdfNode,3,0,0,3,0,19,0,0,0,0,0,11
VDFParserException,0,4,0,0,3,15,4,0,0,0,0,1
VdfParser,0,1,0,0,1,91,24,0,0,0,2,1
Vtf,3,2,0,0,1,94,2,0,0,0,1,0
