Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
ArrayExtensions,0,3,0,0,3,25,5,0,0,0,0,0
BoundsExtensions,0,1,0,0,1,10,1,0,0,0,0,0
ColorExtensions,0,2,0,0,2,14,4,0,0,0,0,0
CubemapExtensions,0,18,0,0,18,284,91,0,0,0,3,0
GameObjectExtensions,0,10,0,0,9,98,19,0,0,0,0,0
RenderTextureExtensions,0,2,0,0,2,21,3,0,0,0,0,0
Rigidbody2DExtensions,0,1,0,0,1,24,12,0,0,0,0,0
Texture2DExtensions,0,4,0,0,4,56,10,0,0,0,0,0
Vector2Extensions,0,1,0,0,1,7,1,0,0,0,0,0
Vector3Extensions,0,9,0,0,9,118,26,0,0,0,0,0
Line2D,4,6,0,0,6,55,7,0,0,0.38,0,2
Matrix,7,35,0,5,25,625,200,0,0,0.85,1,0
MException,0,1,0,0,1,6,1,0,0,0,0,1
Polygon,3,15,3,0,15,251,41,0,0,0.89,1,3
ColladaExporter,14,11,2,1,11,430,44,0,0,0.96,0,0
ColorUtils,0,9,0,0,9,100,20,0,0,0,0,1
CubeMappingType,0,0,0,0,0,9,0,0,0,0,0,2
CubemapUtils,0,6,0,0,6,77,11,0,0,0,1,1
Interpolate,0,89,0,0,89,821,195,0,0,0,0,1
TextureGenerator,0,3,0,0,3,58,11,0,0,0,0,1
Triangulator,0,4,0,0,1,99,19,0,0,0,0,1
Json,0,2,0,0,2,433,3,0,0,0,0,0
PrettyPoly,9,9,2,8,8,242,37,0,0,0.73,4,4
PrettyPolyLayer,28,8,1,28,8,130,14,2,0,0.83,3,0
PrettyPolyMeshLayer,13,15,1,6,15,540,67,0,1,0.72,4,1
PrettyPolyObjectLayer,1,5,0,1,5,94,17,0,1,0.6,2,1
PrettyPolyPoint,5,4,0,5,4,41,4,0,0,0.55,0,8
